Q	forecast	logq	logforecast		
6.379893065	9.754922797	1.853151336	2.27777206		
6.090989542	9.612651518	1.806810555	2.263080097		
6.331632556	9.475675641	1.845558111	2.248728056		
6.737258838	9.394851101	1.907653142	2.240161784		
7.299609906	9.311332944	1.987820909	2.231232254		
7.296512974	9.185880519	1.987396559	2.217667579		
7.109363709	9.067379373	1.961412747	2.204683289		
6.651003573	9.208052614	1.894767757	2.220078385		
6.270711907	9.456126522	1.83588989	2.246662841		
5.782816225	9.344711049	1.7548908	2.23481052		
5.542273574	9.007520317	1.712404809	2.198059819		
5.755201923	8.752525115	1.750104128	2.169342243		
6.329180819	8.549944713	1.845170815	2.145924817		
6.816488658	8.378658756	1.91934448	2.125687849		
6.953112067	8.226265422	1.939189339	2.107332136		
6.789476537	8.085528526	1.915373845	2.090075862		
6.456656811	7.952106984	1.865111662	2.073436923		
6.136124445	7.823438017	1.814193345	2.057124102		
6.010139568	7.697883008	1.793447971	2.040945357		
6.093642006	7.574636241	1.807245933	2.024805329		
6.257234522	7.453209368	1.833738318	2.008644727		
6.483181451	7.333385094	1.869211355	1.992437223		
6.506265057	7.21495511	1.872765568	1.97615597		
6.215784392	7.097792649	1.827091926	1.959783841		
5.378322614	6.981818891	1.682376544	1.943309469		
4.622470704	6.867028153	1.530929347	1.926731429		
4.174060892	6.753498694	1.428889397	1.910060696		
4.101153972	6.640965781	1.411268391	1.893257402		
4.074543305	6.529400067	1.404758668	1.876315066		
4.069926584	6.41869561	1.403624961	1.859214921		
3.924671914	6.309091279	1.367282759	1.841991653		
3.912542267	6.200548077	1.364187359	1.824637688		
4.217260212	6.093079276	1.439185678	1.807153582		
5.190986957	5.986840934	1.646923844	1.789563883		
6.122374639	6.057838692	1.811950034	1.801353085		
6.646831314	8.307582846	1.894140247	2.117168694		
6.420110152	10.83116726	1.859435275	2.382427835		
5.830144783	11.98995944	1.763041834	2.484069586		
5.153580045	10.5648707	1.639691628	2.357534412		
4.743064626	9.124756325	1.556683472	2.210991195		
4.758520606	8.230869538	1.559936823	2.107891664		
4.8812365	7.658332356	1.585398569	2.035794252		
4.92261494	7.275023971	1.593839881	1.984447108		
4.687721321	7.003322264	1.544946605	1.946384646		
4.255384008	6.797621832	1.448185007	1.91657282		
3.927654145	6.631128976	1.368042338	1.891775073		
3.801740957	6.488111324	1.335459108	1.869971475		
4.103275944	6.359309174	1.411785666	1.849919751		
4.195423982	6.239254042	1.433994403	1.830860631		
4.074672345	6.124737254	1.404790337	1.812335858		
3.619824931	6.013882941	1.286425663	1.79407062		
3.221668562	5.905605731	1.169899412	1.775902024		
3.04904333	5.799244898	1.114827879	1.757727719		
3.070965587	5.694408388	1.121992036	1.739484709		
3.303307106	5.590862017	1.19492412	1.721133482		
3.498944256	5.488464392	1.252461282	1.702648506		
3.590862891	5.387128663	1.278392533	1.684012527		
3.426195051	5.286800066	1.231450331	1.66521316		
3.12936281	5.187442724	1.140829409	1.646240844		
2.888791484	5.08903153	1.060838243	1.627087543		
2.914656593	4.991561737	1.069752006	1.607748834		
2.965440528	4.895084015	1.087025598	1.588231439		
3.029687511	4.799586638	1.108459483	1.568529797		
3.008854916	4.70489897	1.10155958	1.5486043		
3.040426409	4.610977745	1.111997772	1.528439927		
2.968723852	4.517828573	1.088132181	1.508031474		
2.874668909	4.4255959	1.055937505	1.487404936		
2.882798353	4.334246534	1.058761473	1.466547785		
3.010718812	4.243761435	1.102178858	1.445450007		
3.087425207	4.154128121	1.127337477	1.424102568		
3.040354723	4.065333111	1.111974194	1.402495686		
2.914384184	3.977365234	1.06965854	1.380619599		
2.8325019	3.890214706	1.041160385	1.35846435		
2.816099636	3.803872592	1.03535282	1.336019651		
3.117046781	3.718330485	1.136886009	1.313274773		
3.363281477	3.633580322	1.212917127	1.290218477		
3.443041791	3.549614272	1.236355322	1.266838942		
2.925022719	3.466439553	1.073302248	1.243128002		
2.458475788	3.384115994	0.899541559	1.219092718		
2.122673831	3.302628324	0.752676535	1.194718613		
2.147033488	3.221865103	0.764087116	1.169960416		
2.131061353	3.141724575	0.756620144	1.144771877		
2.028418161	3.06221574	0.707256258	1.119138752		
1.804793928	2.983420439	0.590446418	1.093070441		
1.599020063	2.905373197	0.469390981	1.066561849		
1.491917863	2.828095938	0.400062449	1.039603672		
1.52199824	2.751687652	0.420024103	1.012214415		
1.663510785	2.676102937	0.5089303	0.984361608		
1.91638381	2.60129373	0.650439978	0.95600891		
2.179364874	2.526905524	0.779033492	0.926995441		
2.388966891	2.453014003	0.870861009	0.897317474		
2.456769608	2.379653446	0.89884732	0.866954866		
2.357209009	2.307081173	0.857478296	0.835983164		
2.07557467	2.235245305	0.730238065	0.804350978		
1.758010196	2.164110202	0.564182599	0.772009285		
1.63962427	2.093652364	0.494467112	0.738910083		
1.898504768	2.023855452	0.641066612	0.705004332		
2.362886714	1.954707357	0.859884056	0.670240492		
2.797016233	1.88619848	1.028553218	0.634563417		
2.971749098	1.818340575	1.089150701	0.597924313		
2.952307253	1.751181783	1.082586984	0.560290864		
2.91758148	1.684636188	1.070755013	0.521549628		
3.006804637	1.618829451	1.100877933	0.481703327		
3.286446043	1.55374602	1.189806751	0.440668802		
3.592110272	1.489295035	1.278739849	0.398302877		
3.802529534	1.425203027	1.335666512	0.354314279		
3.615036165	1.361406723	1.28510186	0.308518521		
3.141807892	1.298254042	1.144798396	0.261020317		
2.672092342	1.235976915	0.982861814	0.211861682		
2.652578809	1.178465704	0.975532302	0.164213342		
3.026676612	1.120669445	1.10746519	0.113926225		
3.436331772	1.062330061	1.234404557	0.060464666		
3.632671467	1.00276362	1.289968319	0.002759808		
3.423040776	0.943448459	1.230529272	-0.058213543		
3.192133022	0.884466922	1.160689352	-0.122770164		
3.107139469	0.825867829	1.133702518	-0.191320532		
3.472620348	0.767725014	1.244909453	-0.264323664		
3.852940688	0.710094303	1.348836672	-0.342357496		
4.014167493	0.652978154	1.389829977	-0.426211605		
3.959885173	0.596375997	1.376215028	-0.516883944		
3.580425089	0.540285451	1.275481533	-0.615657666		
3.166153206	0.484703135	1.152517351	-0.724218669		
2.758075187	0.429625096	1.01453304	-0.844842321		
2.888662448	0.375047068	1.060793574	-0.980703745		
3.184232978	0.32096462	1.158211437	-1.13642438		
3.313443825	0.26737324	1.197988079	-1.319109694		
3.110164711	0.21426839	1.134675686	-1.540525891		
2.890411643	0.161645534	1.061398929	-1.822349403		
2.383747985	0.109500155	0.868674033	-2.21182931		
1.96451528	0.057827768	0.675245538	-2.850286205		
1.516836689	0.00662392	0.416627041	-5.017067908		
2.72961497	0.37519379	1.004160562	-0.980312613		
3.78466483	0.30181145	1.330957331	-1.197952794		
4.449759452	0.071928735	1.492850039	-2.632079435		
3.709879678	9.959857948	1.310999444	2.298562809		
3.255921199	9.893682916	1.180475246	2.291896464		
3.38589194	7.008912256	1.219617369	1.947182519		
3.705176931	5.281317039	1.309731012	1.664175506		
3.737795071	4.234050543	1.318495884	1.44315911		
3.558416808	3.586766291	1.269315729	1.277251042		
3.269584973	3.174764464	1.184663057	1.155233445		
3.164705108	2.9012849	1.152059879	1.065153708		
3.124258615	2.70948039	1.139197012	0.996756878		
3.393017749	2.565951657	1.221719717	0.942329426		
3.769309212	2.451074553	1.326891752	0.896526521		
4.090630148	2.353317518	1.408699029	0.855826043		
4.139163073	2.265903222	1.420493611	0.817973453		
3.91311578	2.184849613	1.364333931	0.781546999		
3.62084291	2.107820702	1.286706847	0.745654571		
3.376242706	2.033703441	1.216763466	0.709858486		
3.440647402	2.017698464	1.235659652	0.701957488		
3.505740305	2.358751195	1.254401712	0.858132324		
3.498858236	2.530017795	1.252436697	0.928226336		
3.193882213	2.300111928	1.161237172	0.832957786		
3.020052619	2.087795869	1.105274255	0.736108901		
2.91672122	1.934764481	1.070460116	0.659985604		
2.846509778	1.816879642	1.046093605	0.597120547		
2.721299135	1.719781422	1.001109389	0.542197202		
2.636104855	1.635187026	0.969302394	0.491757187		
2.676221583	1.558117205	0.984405943	0.443478173		
2.718417269	1.485757895	1.000049824	0.395925009		
2.757702413	1.41647187	1.014397874	0.348169181		
2.83634439	1.349364523	1.042516036	0.299633758		
2.924879341	1.289096806	1.073253229	0.253941823		
3.034203875	1.660125144	1.109949075	0.506892988		
2.975204471	1.951995316	1.090312766	0.668852089		
2.855485144	1.874819472	1.049241757	0.628512373		
2.569592526	1.58750829	0.943747336	0.462165674		
2.33997516	1.392540322	0.850140314	0.331129649		
2.003470659	1.252263673	0.694881006	0.224952852		
1.763960319	1.144356244	0.567561462	0.134842247		
1.662865592	1.055704097	0.508542375	0.054207934		
1.871435297	0.978601994	0.626705675	-0.021630263		
2.164812166	0.908520317	0.772333598	-0.095938028		
2.280574302	0.842794125	0.824427298	-0.171032568		
2.08671502	0.780275839	0.735591069	-0.248107782		
1.704702837	0.792172019	0.533390806	-0.232976716		
1.473938459	0.959492304	0.387938042	-0.041350984		
1.529081038	1.037778031	0.424666926	0.037081919		
1.91529415	0.884924253	0.649871214	-0.122253227		
2.304948297	0.756159015	0.835058245	-0.279503588		
2.632606472	0.663106787	0.967974409	-0.410819235		
2.563140588	1.142889931	0.941233299	0.133560082		
2.318812799	3.92243985	0.84105533	1.366713871		
2.720754306	6.771302731	1.00090916	1.912693495		
4.632091271	8.065894569	1.533008444	2.087644625		
7.92030085	7.831869132	2.069429191	2.058201196		
10.20759951	11.12151169	2.323132493	2.408881223		
10.14675055	17.67641547	2.317153511	2.872231292		
7.665191153	24.08431675	2.03668945	3.181560871		
5.079569136	25.23263021	1.625226442	3.228138006		
3.553513337	22.1209669	1.267936786	3.096525887		
3.237482991	17.47687229	1.174796173	2.860878424		
3.34580389	14.31460545	1.207706991	2.661280376		
3.396673851	12.39719149	1.222796674	2.517469954		
3.319666365	11.21173451	1.199864286	2.416960954		
3.053100891	10.45685244	1.11615776	2.3472575		
2.677010155	9.955500834	0.984700558	2.298125246		
2.413412573	9.603644733	0.881041751	2.262142686		
2.452453977	9.340681479	0.897089147	2.234379213		
2.730618605	9.213182735	1.004528179	2.220635364		
3.027680248	9.206861655	1.107796732	2.219949038		
3.62158847	9.240139425	1.286912733	2.223556975		
4.363102735	8.995189582	1.473183441	2.196689944		
5.073016832	9.421240616	1.623935677	2.24296678		
5.080730485	10.90849721	1.625455047	2.389542046		
4.84301235	11.8114175	1.577536913	2.469066648		
4.699435184	11.78942685	1.547442328	2.4672031		
4.881035781	10.73464135	1.585357448	2.373476021		
4.939131914	10.05440111	1.59718959	2.30801046		
4.672050284	9.562549599	1.541598008	2.257854386		
4.102817148	9.187992783	1.411673847	2.217897499		
3.706553347	8.915856914	1.310102428	2.187831367		
3.654608063	8.699134194	1.295988854	2.163223503		
4.001923148	8.524649937	1.386775033	2.142961959		
4.267212572	9.329248646	1.450960821	2.233154481		
4.287385637	10.53746394	1.455677139	2.354936901		
3.936973621	11.3367507	1.370412312	2.428049723		
3.509181342	10.79284699	1.255382774	2.378883599		
3.192606166	9.895765031	1.160837563	2.292106891		
3.306059941	9.304036906	1.19575713	2.230448382		
3.844209066	8.913111169	1.346567877	2.187523358		
4.393957344	8.654850886	1.480230266	2.15811996		
4.560317026	8.961091489	1.517392144	2.192892038		
4.043817743	9.971010259	1.397189232	2.299681909		
3.377275018	10.50502009	1.217069177	2.351853247		
3.013299592	10.08297308	1.103035688	2.310848168		
3.12400054	9.332864618	1.139114405	2.233542001		
3.556266164	8.838855267	1.268711164	2.179157374		
3.733708845	8.495802103	1.317402068	2.139572171		
3.745824154	8.241944857	1.32064166	2.109236342		
3.456719903	8.041444558	1.240320134	2.084608738		
3.270158481	7.917368338	1.184838449	2.06905887		
3.215775798	7.919790032	1.168068634	2.069364694		
3.35645676	8.3356371	1.210885882	2.12053995		
4.327215612	9.209488559	1.464924289	2.220234318		
6.178965328	9.597487091	1.821150835	2.261501303		
8.378173506	9.846349404	2.125629932	2.287100768		
9.399472553	11.24008807	2.240653576	2.41948668		
8.81062552	13.86783753	2.175958439	2.629572312		
7.615812307	16.16559844	2.030226653	2.782885431		
7.379054794	15.95559758	1.998645554	2.769809713		
9.406282934	14.39273986	2.241377863	2.666723903		
12.18497566	12.87465169	2.50020369	2.555260393		
13.83797696	13.7731929	2.627416766	2.62272416		
12.25505807	16.23750652	2.505938755	2.787323783		
9.561244189	17.74377868	2.257717864	2.876034958		
7.186657951	16.63123415	1.972226245	2.811282502		
6.446075633	14.41010029	1.863471517	2.66792937		
6.075562241	13.05967841	1.804274535	2.569529499		
5.819119143	12.25269618	1.7611489	2.505746009		
5.364644508	11.93225113	1.679830113	2.479244913		
4.881738325	11.58752976	1.585501371	2.449929499		
4.392709969	11.25600876	1.479946342	2.420902098		
4.197746688	10.9260785	1.434547878	2.391152454		
4.362486216	10.6701154	1.473042128	2.367446881		
4.677713653	10.45851998	1.542809455	2.347416955		
4.85724963	10.2736449	1.580472358	2.329581868		
4.788127849	10.10504579	1.566139489	2.313034882		
4.481875776	9.946581882	1.500041659	2.297228963		
4.151565137	9.794645221	1.423485405	2.28183583		
3.935840947	9.647103565	1.370124569	2.266657722		
4.068808256	9.502694485	1.403350145	2.251575388		
4.315401393	9.36067117	1.462190343	2.236516994		
4.542136893	9.220596483	1.513397583	2.22143973		
4.509232	9.082210757	1.506126851	2.206317638		
4.428898182	8.945351795	1.488150836	2.191134045		
4.319272557	8.810048148	1.463086998	2.175892905		
4.419277623	8.832222361	1.485976249	2.178406666		
4.509948883	10.51997027	1.506285819	2.353275381		
4.803497803	11.94528091	1.569344361	2.480336297		
5.249355514	12.29861255	1.65810531	2.509486455		
5.928902482	10.98189577	1.779839117	2.396248078		
6.317108527	10.14081673	1.843261592	2.316568541		
6.175466943	9.590947176	1.820584498	2.260819651		
5.486485805	9.213227247	1.702287942	2.220640196		
4.971807404	9.045958087	1.603783437	2.202318038		
4.852905324	8.916913438	1.579577561	2.18794986		
5.327710737	8.731228383	1.672921641	2.166906068		
5.780321478	8.532979349	1.7544593	2.143938579		
5.996905927	8.363404616	1.791243657	2.123865595		
5.625431912	8.211229065	1.727297729	2.105502616		
4.913180778	8.069788886	1.591921548	2.088127322		
4.10182785	7.935149819	1.411432691	2.071302235		
3.528021003	7.804995713	1.260737091	2.054764005		
3.204606769	7.677961067	1.16458939	2.038354026		
2.988495461	7.553238911	1.09477007	2.021976466		
2.720266819	7.430350448	1.000729971	2.005573024		
2.37151797	7.309009725	0.863530244	1.989107796		
2.166504	7.189044124	0.773114809	1.972558218		
2.127261869	7.070347657	0.754835645	1.955909652		
2.283499174	6.952853526	0.825708992	1.939152155		
2.460181959	6.836521238	0.900235314	1.922279011		
2.626369589	6.72145227	0.965602508	1.905304243		
2.56289684	6.608023596	0.941138197	1.888284607		
2.320475958	6.497719265	0.841772319	1.871451233		
2.25316072	6.39138092	0.812333995	1.854950352		
2.621537805	6.309622949	0.963761094	1.84207592		
3.22717422	7.209953825	1.1716069	1.975462547		
3.483445268	8.522962556	1.248021824	2.142763998		
3.30234649	9.174511664	1.194633273	2.216429168		
2.870367619	8.43039909	1.054440112	2.131844112		
2.50366804	7.643386472	0.917756873	2.033840761		
2.300016147	7.134695488	0.832916143	1.964969571		
2.309622369	6.790646662	0.837084034	1.915546174		
2.477086049	6.712838825	0.907082889	1.904021935		
2.695835481	7.053991937	0.991708168	1.953593689		
2.816587118	7.244715115	1.03552591	1.980272253		
2.768398297	6.918477707	1.018268921	1.934195761		
2.550580811	6.568769319	0.936321102	1.882326497		
2.284775232	6.318161694	0.826267653	1.843428295		
2.123548427	6.126824132	0.753088476	1.81267653		
2.268129227	5.97078033	0.818955363	1.786877627		
2.567341516	5.835985491	0.942870934	1.764043145		
2.826953233	5.713922145	1.039199536	1.742905678		
2.631373433	5.599695554	0.967505928	1.722712231		
2.096708355	5.490371188	0.740368665	1.702995865		
1.439241356	5.384477855	0.364116139	1.683520343		
0.960005609	5.280992798	-0.040816152	1.66411411		
0.705340378	5.179311028	-0.349074787	1.644672041		
0.600245449	5.079074812	-0.510416625	1.625129121		
0.579212127	4.980068184	-0.546086501	1.605443583		
0.55723252	4.882167139	-0.584772676	1.585589207		
0.580946983	4.785307027	-0.543095777	1.565550187		
0.733800604	4.689405399	-0.309517944	1.545305794		
0.972020557	4.594427439	-0.028378326	1.524844143		
1.13155552	4.500336735	0.123593252	1.504152224		
1.255189023	4.407151222	0.227286177	1.483228499		
1.418523461	4.314853124	0.349616515	1.462063285		
1.620110734	4.223428828	0.482494501	1.440647317		
1.513108897	4.132866906	0.414166407	1.418971332		
1.226212643	4.043157244	0.203930267	1.397025883		
0.933767721	3.954290534	-0.068527564	1.374801201		
0.898095663	3.866257978	-0.107478688	1.352287109		
0.900977529	3.77905111	-0.104274962	1.329472949		
0.906440171	3.692664555	-0.098230251	1.306348299		
0.782678348	3.60709783	-0.245033462	1.282903524		
0.586741543	3.522327047	-0.533170858	1.259121864		
0.319575324	3.438343344	-1.140762278	1.234989769		
0.230337829	3.355138354	-1.468208228	1.210493008		
0.362199703	3.272733424	-1.015559553	1.185625545		
0.683146425	3.19109255	-0.381046057	1.16036335		
0.92933739	3.110205947	-0.07328343	1.134688945		
0.992480375	3.030055896	-0.00754804	1.108581067		
0.899343041	2.950661981	-0.106090736	1.082029545		
0.935660294	2.872019096	-0.066502802	1.0550153		
1.201250809	2.794162259	0.183363355	1.027532333		
1.579363154	2.717113841	0.457021699	0.999570229		
1.738123885	2.640729186	0.552806304	0.971055086		
1.662249073	2.56497422	0.508171549	0.941948428		
1.436961676	2.489825377	0.362530937	0.912212578		
1.193809574	2.41541563	0.177149516	0.881871376		
1.052340042	2.341725668	0.051016296	0.850888123		
1.018058735	2.268737475	0.017897613	0.819223498		
1.129720306	2.196437769	0.121970085	0.786836852		
1.216907518	2.124816079	0.196312819	0.753685248		
1.284853612	2.053863612	0.250644791	0.719722708		
1.284065042	1.983572585	0.250030859	0.684899555		
1.238528685	1.913935838	0.213924131	0.64916177		
1.14490387	1.844946601	0.135320677	0.612450334		
1.114336014	1.776598356	0.108258724	0.5747005		
1.206756466	1.708884763	0.187936154	0.535840972		
1.353975393	1.64179961	0.303045001	0.495792964		
1.490111321	1.575336784	0.39885083	0.454469081		
1.497165442	1.509490256	0.403573615	0.411772015		
1.403985095	1.444254068	0.339314689	0.367592972		
1.163514132	1.379622332	0.15144485	0.321809789		
0.964866076	1.315589222	-0.035765968	0.274284643		
0.897364449	1.252148973	-0.108293202	0.224861254		
0.970027628	1.189295879	-0.030430725	0.173361434		
1.057630632	1.12702429	0.056031154	0.119580788		
1.018288137	1.065328616	0.018122921	0.063283311		
0.892274586	1.00420332	-0.113981362	0.004194511		
0.735420762	0.943642922	-0.307312478	-0.058007444		
0.769400978	0.883641997	-0.262143018	-0.123703279		
0.981512081	0.824195171	-0.018660957	-0.193347919		
1.264494158	0.765297128	0.234672167	-0.267491119		
1.47277711	0.7069426	0.387149809	-0.346805804		
1.514284589	0.649126376	0.414943109	-0.432127858		
1.416143417	0.591843293	0.347937273	-0.524513388		
1.215602792	0.535088241	0.195240079	-0.625323609		
1.074477364	0.478861016	0.07183437	-0.736344879		
1.072484431	0.423172256	0.069977855	-0.859975959		
1.086320258	0.367986038	0.082796075	-0.999710281		
1.069172436	0.313301459	0.066884924	-1.160589423		
0.987519554	0.259116753	-0.012558981	-1.350476535		
0.883356571	0.205428605	-0.124026342	-1.582656725		
1.41119693	0.152227802	0.344438231	-1.882377184		
2.046397565	0.099498513	0.716080962	-2.307612581		
2.533791431	0.04728031	0.92971677	-3.051661348		
2.039286094	8.421275058	0.712599793	2.130761249		
1.318389361	10.71478349	0.276410811	2.371624422		
0.804642907	8.380051139	-0.217356694	2.125854017		
0.746847864	6.052776524	-0.291893777	1.800517096		
0.952965832	4.653321163	-0.048176229	1.537581193		
1.23825627	3.799301139	0.213704156	1.334817139		
1.450023269	3.266025006	0.371579604	1.183573651		
1.439011959	2.921635321	0.363956738	1.072143501		
1.255131677	2.688711676	0.227240489	0.989062148		
1.09032046	2.521187621	0.086471653	0.924730069		
1.168733035	2.392216127	0.155920286	0.872220186		
1.62399624	2.285979877	0.484889926	0.826794763		
3.181752569	2.19389066	1.157432167	0.785676525		
7.13439724	2.195406768	1.964927768	0.786367345		
11.53603956	4.659745569	2.44547601	1.538960848		
14.81656417	10.41320661	2.695745755	2.343074867		
14.6737469	17.2600332	2.686059972	2.848393609		
13.93725081	21.00355254	2.63456517	3.044691592		
