Q	forecast	logq	logforecast		
2.340304927	6.424532433	0.850281232	1.860123855		
2.005750345	4.686969071	0.696018228	1.54478612		
1.870747091	3.635869085	0.626337865	1.29084817		
1.832336543	2.988921048	0.605591952	1.094912469		
1.818916508	2.579677606	0.598240999	0.947664432		
1.724775539	2.310366398	0.54509692	0.837406126		
1.637072171	2.123560654	0.492909385	0.753094234		
1.61456207	1.985511213	0.479063756	0.685876419		
1.70292497	2.060620974	0.532347343	0.723007381		
1.66385489	2.648606898	0.509137133	0.974033803		
1.51282215	3.045184996	0.41397688	1.113561653		
1.211158123	2.784784599	0.191577028	1.024170527		
0.955517933	2.495575844	-0.045501747	0.914519502		
0.753930661	2.408105134	-0.282454877	0.878840187		
0.642527168	2.284473901	-0.442346179	0.826135758		
0.634627125	2.074979285	-0.454717657	0.72995117		
0.665395709	1.923125926	-0.407373365	0.653951948		
0.683088361	1.806028734	-0.381131056	0.591130365		
0.624461735	1.709679865	-0.470865225	0.53630614		
0.529302792	1.625777034	-0.636194626	0.485985876		
0.43887527	1.549440362	-0.823540028	0.437893809		
0.395317507	1.477800572	-0.928066022	0.390554882		
0.389353046	1.409169596	-0.943268774	0.343000592		
0.445742999	1.342553321	-0.808012729	0.294573265		
0.447249169	1.277365341	-0.804639414	0.24479963		
0.408208483	1.21325879	-0.895977247	0.193309954		
0.311200703	1.150027551	-1.167317227	0.139785899		
0.473602477	1.087548217	-0.747386966	0.08392582		
0.8714427	1.025745994	-0.137605165	0.025420147		
1.443241555	0.964581364	0.366891664	-0.036061092		
2.019371098	0.910734518	0.702786125	-0.093503842		
2.717772067	1.913423224	0.999812452	0.648893902		
3.552839458	4.491977864	1.267747131	1.502293109		
4.090157	9.471540442	1.408583356	2.248291559		
4.035487566	13.81758808	1.395127129	2.625942279		
3.404659915	15.73086785	1.225145056	2.755624887		
2.752053382	13.9818293	1.012347317	2.637758579		
2.298453344	11.01375262	0.832236438	2.39914473		
2.12505388	8.795304921	0.753797157	2.174218047		
2.085682709	7.443885707	0.73509624	2.007392985		
2.156525006	6.606756043	0.768498133	1.888092768		
2.255626799	6.072592901	0.813427894	1.80378568		
2.401555337	5.716858355	0.876116584	1.743419416		
2.582768817	5.466343817	0.948862008	1.698609987		
2.795811866	5.278038203	1.028122535	1.663554476		
2.830838731	5.126669227	1.040573039	1.634456175		
2.670156757	4.997386151	0.982137181	1.608915006		
2.354169425	4.881461244	0.85618798	1.58544461		
2.054613033	4.773762538	0.720087525	1.563134786		
1.873313527	4.671271804	0.627708802	1.541431369		
1.719269882	4.572212217	0.541899713	1.519997161		
1.648728674	4.475536283	0.50000449	1.498626184		
1.580194735	4.380625013	0.45754809	1.477191411		
1.550243396	4.287111187	0.438411948	1.455613123		
1.632770873	4.19477553	0.490278494	1.43383983		
1.693118015	4.103485721	0.526571809	1.411836788		
1.868625114	4.013160552	0.625202927	1.389579099		
1.814600871	3.923748884	0.595865538	1.367047545		
1.667482307	3.835217271	0.511314888	1.344226088		
1.411325961	3.747542702	0.344529661	1.321100346		
1.311077156	3.660708325	0.270849055	1.29765666		
1.383740335	3.574700944	0.324790221	1.273881521		
1.388471759	3.489509542	0.328203688	1.249761194		
1.487000049	3.40518278	0.3967607	1.225298618		
2.117254198	3.448074548	0.75012006	1.237815973		
3.095511638	4.619354202	1.129953204	1.530254912		
3.917703825	8.527760086	1.365505723	2.143326734		
3.669662587	12.62724864	1.30009972	2.535857069		
3.06502981	14.66775403	1.120057295	2.685651481		
2.478677528	13.21617814	0.907725163	2.581441696		
2.360377629	10.48446729	0.858821618	2.349894856		
2.27049494	8.808654722	0.819997843	2.175734729		
2.107404241	7.777917416	0.745456972	2.051288618		
2.035185529	7.126586406	0.710586984	1.963832355		
2.0996189	6.698583384	0.741755852	1.901896069		
2.363431547	6.402212261	0.860114608	1.856643596		
2.49368904	6.183599135	0.913763156	1.821900486		
2.516414205	6.011090169	0.922834954	1.793606125		
2.296589449	5.866085315	0.831425174	1.769187514		
1.99049509	5.737653366	0.688383397	1.747050305		
1.851893087	5.619368409	0.616208406	1.726219275		
2.02226731	5.507450924	0.704219313	1.706101889		
2.481387342	5.39967755	0.908817816	1.686339239		
2.710302165	5.294737327	0.997060129	1.66671337		
2.58777266	5.191856357	0.950797529	1.647091313		
2.204455752	5.090576384	0.790480654	1.627391063		
1.865470838	4.990623878	0.623513481	1.607560928		
1.689160832	4.891834565	0.524231856	1.5875674		
1.602690502	4.79410817	0.471683781	1.567387699		
1.537353859	4.697381701	0.430062665	1.547005269		
1.501208658	4.601615246	0.406270556	1.526407382		
1.53728217	4.506781569	0.430016033	1.505583278		
1.628569949	4.412864595	0.487702298	1.484524046		
1.549469168	4.31984573	0.4379124	1.463219691		
1.330891787	4.227709441	0.285849234	1.441660343		
1.109088436	4.136441936	0.10353845	1.419835983		
1.274974975	4.046037328	0.242926551	1.397737965		
1.639366192	3.956491019	0.494309699	1.375357526		
2.099561546	3.867825916	0.741728535	1.35269257		
2.178103158	3.780012349	0.778454387	1.329727277		
2.085066187	3.693006962	0.734800599	1.306441021		
1.830171555	3.606781728	0.604409708	1.282815887		
1.725621457	3.52178232	0.545587251	1.258967202		
1.771630958	3.626540851	0.571900567	1.28827926		
1.785724863	4.121579768	0.579824418	1.416236529		
1.756447395	4.409229928	0.563293243	1.483700055		
1.621487153	4.071324784	0.483343724	1.403968446		
2.003915128	3.752260025	0.695102831	1.322358332		
2.766046924	3.611794695	1.017419198	1.284204794		
3.63595479	5.299580715	1.290871742	1.667627707		
3.70800145	7.400334674	1.310493039	2.001525225		
3.206857785	8.337776084	1.165291574	2.120796524		
2.74471251	7.218183121	1.009676337	1.976603276		
3.070994272	6.037033138	1.122001376	1.797912689		
3.875737546	6.631159144	1.354735979	1.891779622		
4.517046018	9.746909548	1.507858244	2.276950265		
4.514809345	13.26422586	1.507362959	2.585070626		
4.054212536	14.77970739	1.399756473	2.693255117		
3.471487677	14.24636952	1.244583228	2.656502104		
2.954128137	12.79318418	1.08320356	2.548912544		
2.575901092	11.3707669	0.946199411	2.431045755		
2.295843894	9.807734658	0.831100486	2.283171325		
2.122286715	8.838070706	0.752494147	2.179068607		
1.957059708	8.218180781	0.671443198	2.106348868		
1.857097655	7.804260418	0.619014868	2.054669792		
1.825841591	7.511815417	0.602041027	2.01647717		
1.852208518	7.291202022	0.616378721	1.986668419		
1.776892875	7.113358319	0.574866263	1.96197447		
1.613458073	6.961092309	0.478379747	1.940336403		
1.440316686	6.824219106	0.36486301	1.920477918		
1.506958054	6.696778217	0.410093085	1.901626548		
1.836179032	6.717357248	0.607686799	1.904694811		
2.290352576	7.808619644	0.828705769	2.055228206		
2.600002669	9.374170872	0.955512472	2.237958128		
2.791481903	10.40942966	1.026572603	2.342712093		
2.847800168	10.18578183	1.046546825	2.32099281		
3.008181053	10.26296636	1.101335595	2.328541917		
2.938457091	10.93644482	1.077884645	2.392100773		
3.047896327	11.79134772	1.114451624	2.467366018		
2.889307649	11.95668163	1.061016905	2.481290255		
2.791424554	11.0971966	1.026552058	2.406692518		
2.3188128	10.18994112	0.84105533	2.321401069		
2.03256174	9.31830598	0.709296938	2.23198085		
1.961963182	8.753476394	0.673945595	2.169450924		
2.192555508	8.369571001	0.785067762	2.124602629		
2.336749192	8.092453403	0.848760729	2.090931949		
2.606583649	7.878648653	0.958040417	2.064156398		
2.833390838	7.702542632	1.04147417	2.041550486		
3.282216441	7.931518316	1.188518938	2.070844482		
3.199258833	11.09730374	1.162919168	2.406702173		
2.961985165	14.33660902	1.085859707	2.662816337		
2.404809988	15.50650231	0.877470893	2.74125944		
2.31065468	15.14769607	0.837530896	2.717848446		
2.492613719	14.25492965	0.913331846	2.657102787		
2.998331093	13.82097332	1.098055832	2.626187245		
3.324526828	12.13835788	1.201327357	2.496370512		
3.581486081	11.08989859	1.275777821	2.406034657		
3.800063462	10.41550065	1.335017767	2.343295143		
3.994166484	9.961414501	1.384834918	2.29871908		
4.035917703	9.637325308	1.395233712	2.265643612		
3.933202823	9.390143483	1.369454062	2.239660573		
4.332563555	9.188677003	1.466159412	2.217971966		
5.26800879	9.014845268	1.661652452	2.198872693		
6.560303644	9.235858716	1.881036889	2.223093594		
7.07397841	10.13653097	1.956423039	2.316145827		
6.719709568	11.61013331	1.905044935	2.451878278		
5.747602977	12.38212418	1.748782894	2.516253834		
4.916521451	12.16397683	1.592601258	2.498478865		
4.457917575	11.13717964	1.494681746	2.410289029		
4.433099113	10.30215672	1.489098914	2.332353264		
4.70585845	9.760721591	1.548808211	2.278366331		
4.902441885	10.27122276	1.589733425	2.329346078		
4.688337849	11.6230565	1.545078116	2.452990755		
4.185918133	12.81603689	1.431726067	2.550697269		
3.770585266	12.64970089	1.327230232	2.53763357		
3.588597553	11.67762758	1.277761472	2.457674839		
3.589730227	10.74038578	1.278077054	2.374011009		
3.614304948	10.13183573	1.284899568	2.315682519		
3.821211487	9.71702312	1.340567515	2.273879308		
4.068392467	9.416730048	1.40324795	2.2424879		
4.423793982	9.184334443	1.486997695	2.217499255		
4.617897005	8.992358437	1.529939408	2.196375154		
4.747150864	8.824655788	1.55754462	2.177549598		
4.73975264	8.671735031	1.555984949	2.16006889		
4.693800491	8.528017488	1.546242594	2.143356918		
4.633596725	8.390219747	1.533333397	2.127066712		
4.545749981	8.256407479	1.514192726	2.110989563		
4.442275205	8.125448799	1.491166679	2.095000963		
4.25883939	7.996664651	1.448996679	2.079024536		
4.042154578	7.869646147	1.396777861	2.063013099		
3.825713507	7.744140183	1.341744988	2.046936452		
3.677806373	7.620004908	1.30231648	2.030777014		
3.554301909	7.497156877	1.268158675	2.014523866		
3.492133885	7.375541967	1.250512978	1.998169387		
3.508880253	7.255121815	1.25529697	1.981707677		
3.622118963	7.13588003	1.287059203	1.965135583		
3.671067678	7.017933091	1.30048254	1.948468743		
3.583364309	6.901514034	1.27630211	1.931740813		
3.464089449	6.786426829	1.242449813	1.914924563		
3.355438784	6.67475845	1.210582547	1.898333016		
3.324555499	6.563783201	1.201335981	1.881567144		
3.240178465	6.45280048	1.17562841	1.864514219		
3.315866887	6.341781587	1.198719094	1.847159736		
3.427800872	6.23131134	1.23191891	1.829586799		
3.577457199	6.121822962	1.274652268	1.811859922		
3.657647641	6.013346308	1.29682022	1.793981384		
3.630864922	5.905893951	1.28947089	1.775950827		
3.58901334	5.799629003	1.277877329	1.757793951		
3.42648181	5.698987304	1.231534023	1.740288493		
3.303221086	5.643094658	1.194898079	1.730432613		
3.168777	5.572733819	1.153345709	1.717885745		
3.135327277	5.461211416	1.142733563	1.697670636		
3.26139818	5.354047338	1.182155993	1.677852787		
3.731386146	5.275147333	1.316779786	1.663006609		
4.276804457	6.066074882	1.453206108	1.802711754		
4.711507481	7.777118293	1.550007916	2.05118587		
4.55919869	8.951485147	1.517146882	2.191819457		
4.261477516	8.752740443	1.449615935	2.169366845		
3.848825788	7.563479648	1.347768112	2.023331355		
3.57272578	6.820644076	1.273328828	1.919953907		
3.181795583	6.340905594	1.157445686	1.847021596		
2.783553187	6.016217534	1.023728236	1.794458745		
2.571972577	5.782953605	0.944673144	1.754914556		
2.551527097	5.603725119	0.936692042	1.723431576		
2.653367382	5.456561858	0.975829543	1.696818895		
2.622111318	5.328700397	0.96397984	1.67310738		
2.532486707	5.212609293	0.929201708	1.651080554		
2.389497384	5.103819192	0.871083044	1.629989121		
2.339674072	4.999700679	0.850011634	1.609378046		
2.247640735	4.898705295	0.809881104	1.588970945		
2.066843046	4.799919659	0.726022344	1.56859918		
1.88091248	4.702914579	0.631757021	1.54818244		
1.805008993	4.60730271	0.590565574	1.52764259		
1.856409446	4.512800519	0.618644217	1.506917919		
1.775186694	4.419205678	0.573905597	1.485959969		
1.584668084	4.326510701	0.460374974	1.464761374		
1.452604047	4.234759517	0.37335784	1.443326542		
1.442510346	4.143904949	0.366384891	1.421638568		
1.459471779	4.053934971	0.378074575	1.399688007		
1.392285579	3.964839722	0.330946699	1.377465431		
1.398522455	3.876681398	0.33541629	1.354979478		
1.592439088	4.026930801	0.465266858	1.393004498		
1.885156425	5.001642339	0.634010801	1.609766326		
2.152166366	5.806391986	0.766474947	1.758959377		
2.302955367	6.247273445	0.83419324	1.83214512		
2.367403076	6.769929999	0.861793606	1.912490747		
2.502678746	7.295701911	0.917361657	1.987285395		
2.921696388	7.225389728	1.072164402	1.977601174		
3.580840888	6.851400961	1.275597658	1.924453151		
4.183294345	8.356739334	1.431099057	2.123068319		
4.740727601	10.45930832	1.556190626	2.34749233		
5.321402177	11.61380805	1.671736836	2.45219474		
5.915883904	12.09867908	1.777640921	2.49309628		
5.910449937	12.47251275	1.77672196	2.523527243		
5.398452675	12.59312043	1.686112371	2.533150668		
4.715579374	11.15471618	1.550871787	2.411862384		
4.225848472	9.602267369	1.441220063	2.261999255		
3.806199974	8.639950235	1.336631309	2.156396823		
3.374006038	8.025294354	1.216100774	2.082598348		
3.09997065	7.615358243	1.131392644	2.03016703		
3.061230335	7.326142877	1.118816905	1.991449167		
3.027637234	7.108301554	1.107782524	1.961263334		
2.908520088	6.932837641	1.067644391	1.936269201		
2.661683211	6.782731544	0.978958709	1.914379903		
2.475279503	6.647969523	0.90635332	1.894311473		
2.217330952	6.522667779	0.796304199	1.875283461		
1.961776787	6.403619721	0.673850587	1.856863412		
1.796707493	6.2886802	0.585955819	1.838751224		
1.769738385	6.176478865	0.57083173	1.820748346		
1.937832921	6.065947583	0.661570298	1.802690768		
2.214162332	5.956763731	0.794874152	1.784527335		
2.624362323	5.848904383	0.964837942	1.766254359		
2.798779761	5.742338826	1.029183523	1.747866588		
2.669181798	5.636969642	0.981771983	1.729346624		
2.178203521	5.53269011	0.778500464	1.710674155		
1.719958084	5.429452558	0.542299921	1.691838311		
1.430366354	5.327247105	0.357930603	1.672834614		
1.569384149	5.22604032	0.450683281	1.653653882		
1.800679021	5.125808717	0.588163828	1.634288311		
1.945302836	5.026534698	0.665417665	1.61473082		
1.800793724	4.928204158	0.588227525	1.594974654		
1.600138397	4.830805084	0.470090123	1.575013138		
1.389002251	4.734326729	0.328585684	1.554839526		
1.415354838	4.638769548	0.347380269	1.534449147		
1.709979081	4.544458802	0.536481137	1.513908645		
2.207724725	4.451169012	0.791962449	1.493166761		
2.377726168	4.358551775	0.866144639	1.472139841		
2.284990287	4.266346655	0.826361774	1.450757877		
2.153155652	4.174810165	0.766934511	1.429068888		
2.280990085	4.084290247	0.824609596	1.407147967		
2.524414601	3.994712839	0.926009195	1.384971696		
2.816658795	3.90603385	1.035551358	1.362522499		
3.116717003	3.818249634	1.136780205	1.339792107		
3.432804698	3.731347588	1.233377623	1.316769452		
3.416947264	3.645309583	1.22874754	1.293441295		
3.186154212	3.560144316	1.158814613	1.269801082		
2.60479143	3.476347816	0.957352607	1.245982264		
2.135448659	3.395391751	0.758676769	1.222419145		
1.922190544	3.317354162	0.653465444	1.199167526		
2.065466619	3.241408059	0.725356167	1.176007822		
2.439292008	3.168064715	0.891707836	1.153120901		
2.569678541	3.097630289	0.94378081	1.130637396		
2.628190465	3.022466416	0.966295573	1.106073192		
2.42455291	2.945502741	0.88564714	1.080279512		
2.448310386	2.867990904	0.895398148	1.053611751		
2.364951324	2.790501225	0.86075744	1.02622123		
2.382859042	2.713463952	0.868301045	0.99822603		
2.235883854	2.637029189	0.80463661	0.969652976		
2.221531873	2.561239543	0.798196991	0.940491338		
2.401555329	2.486117223	0.876116581	0.910722145		
2.600060008	2.411672478	0.955534525	0.880320481		
2.794191706	2.337915198	1.027542872	0.849259591		
2.788026519	2.264866554	1.025334005	0.817515841		
2.920965153	2.192483388	1.071914093	0.785034868		
2.960666089	2.120755522	1.085414273	0.751772403		
2.933123475	2.04966956	1.076067888	0.71767859		
2.616419261	1.979259926	0.961806689	0.682723		
2.286925869	1.909506589	0.827208501	0.646844878		
2.220026425	1.840396364	0.797519099	0.609980964		
2.498191055	1.771929159	0.915566892	0.572068873		
2.905165078	1.704243483	1.066490214	0.533121307		
3.047050404	1.637424473	1.114174042	0.493124564		
3.026705288	1.571362127	1.107474664	0.45194284		
2.944235161	1.505669331	1.079849076	0.409237537		
2.837634779	1.440190324	1.042970881	0.364775274		
2.694028938	1.375082771	0.99103782	0.318513927		
2.458590488	1.31063217	0.899588214	0.270509593		
2.420395005	1.246910618	0.883930752	0.220668987		
2.409053928	1.183858216	0.879234109	0.168778779		
2.561448743	1.121495258	0.940573014	0.114662847		
2.665812452	1.059744614	0.980508871	0.058027949		
2.81783449	0.998555982	1.035968679	-0.001445061		
2.797130933	0.938169062	1.028594225	-0.063825109		
2.704007936	0.900303982	0.994735093	-0.105022815		
2.626555985	0.928006786	0.965673476	-0.074716233		
2.845850247	0.903591139	1.04586188	-0.101378301		
3.016195794	0.821685863	1.103996366	-0.196397118		
3.020798178	0.749047224	1.105521094	-0.288953248		
2.625538012	0.682665515	0.965285832	-0.381750268		
2.441500016	0.620247011	0.892612611	-0.477637476		
2.485444894	0.56033519	0.910451675	-0.579220121		
2.803339134	0.502079462	1.030811254	-0.68899688		
2.921165891	0.445003602	1.071982814	-0.809672904		
2.914140445	0.388868759	1.069574903	-0.944513372		
2.930456684	0.333495261	1.075158276	-1.098126625		
2.977684883	0.278775551	1.091146114	-1.277348297		
3.008740219	0.224644466	1.101521459	-1.493236276		
2.907932245	0.171061763	1.06744226	-1.765730601		
2.510335045	0.118001859	0.920416228	-2.1370549		
1.989950263	0.065447805	0.688109645	-2.726502328		
1.342749021	0.01338774	0.294719021	-4.313415907		
1.705835514	0.680335892	0.534055028	-0.385168644		
2.747407989	0.276378162	1.010657918	-1.285985199		
6.918314612	0.018406046	1.934172187	-3.995076059		
12.8201763	8.186727248	2.551020203	2.102514215		
18.37455085	15.55639352	2.910966602	2.744471713		
18.13694742	21.5483205	2.897951152	3.070297878		
13.00382718	23.84637408	2.565243713	3.171632176		
7.074566255	21.65652426	1.956506135	3.075306761		
3.78450712	16.73641953	1.330915659	2.817587155		
2.977283433	13.29113786	1.091011285	2.587097487		
2.879973844	11.21332548	1.057781212	2.417102846		
3.643725795	10.58707242	1.293006728	2.359633673		
4.803497806	11.20654433	1.569344362	2.416497923		
6.040305978	13.45749022	1.798454669	2.599535845		
6.069425732	15.71980206	1.803263993	2.754921195		
5.594405254	17.14909568	1.721767037	2.841945442		
4.832961664	16.89978002	1.575459461	2.827300605		
4.526437176	15.2420604	1.509935135	2.724058738		
4.213546774	14.47720828	1.438304757	2.67257557		
3.970222621	14.45154409	1.378822169	2.670801266		
3.684387353	15.26714576	1.304104258	2.725703183		
3.456447491	15.71159575	1.240241325	2.754399022		
4.25276023	15.26477277	1.447568238	2.72554774		
6.623590005	14.43010021	1.89063752	2.669316317		
9.958812718	15.09869934	2.298457859	2.714608604		
11.89379246	18.90330835	2.476016622	2.939336952		
11.36982326	24.06255918	2.430962763	3.180657072		
9.180909513	27.28258207	2.217126275	3.306248479		
7.043009101	26.3924283	1.952035508	3.273077162		
5.727544615	23.07218541	1.745286925	3.138627797		
5.277615013	19.76893026	1.663474294	2.984111526		
5.318333922	17.7428529	1.671160082	2.875982781		
5.533126164	16.47039994	1.710752966	2.801564827		
5.614119514	15.65883812	1.725284766	2.751035494		
5.543449268	15.10365065	1.712616919	2.71493648		
5.650565805	14.68347149	1.731755683	2.686722473		
6.164068519	14.35696566	1.818737033	2.664235236		
6.92860904	14.18299242	1.935659077	2.65204353		
7.437667085	14.61363246	2.006557236	2.681954823		
7.313015609	14.86916497	1.989655721	2.699289604		
6.729760257	14.49719879	1.90653952	2.673955444		
6.058012968	13.9818424	1.801381853	2.637759517		
5.41759343	13.60385028	1.6896517	2.610352862		
4.93576257	13.30749403	1.596507184	2.588327337		
4.610068653	13.06004393	1.528242749	2.569557488		
4.540301678	12.8421665	1.512993459	2.552734014		
4.388537717	12.6426083	1.478996078	2.53707272		
4.189201455	12.45470846	1.432510132	2.522098741		
3.851349215	12.27439739	1.348423532	2.50751558		
3.731457837	12.09932016	1.316798998	2.493149266		
3.761509539	11.92796733	1.32482035	2.478885839		
3.968731505	11.76295331	1.378446524	2.464955043		
4.181387439	11.84490972	1.430643115	2.471898215		
4.326642109	12.02050789	1.464791747	2.486614182		
4.605007464	11.98651235	1.527144291	2.483782047		
4.842553548	11.63242259	1.577442174	2.45379625		
5.053388601	11.45651885	1.620059028	2.4385589		
4.981858095	11.69244137	1.605802933	2.458942596		
4.844130688	11.95517374	1.577767805	2.481164134		
4.651776859	11.68659002	1.537249267	2.458442032		
4.566510891	11.23192609	1.518749432	2.418760267		
4.481058533	10.90163593	1.499859298	2.388912863		
4.358414327	10.64614741	1.472108305	2.365198081		
4.07190519	10.43804479	1.404110996	2.345457284		
3.832566901	10.3019022	1.343534788	2.332328557		
3.807863141	10.16828403	1.337068176	2.319273468		
4.143994863	9.995697701	1.421660265	2.30215477		
4.661139339	9.834183466	1.539259912	2.285864425		
5.248939725	9.680818173	1.658026099	2.27014642		
5.556238446	9.533086689	1.714921341	2.254768557		
5.447702482	9.390602744	1.695193957	2.239709481		
4.861235498	9.283490278	1.581292623	2.228237584		
4.199409857	9.170406741	1.434944005	2.215981641		
3.858331648	9.025489067	1.350234874	2.200052693		
3.897272689	8.884813064	1.360276998	2.184343422		
4.229863013	8.912198989	1.442169608	2.187421011		
4.66564136	9.075292531	1.540225308	2.205555614		
5.217898726	9.067644682	1.652094778	2.204712548		
5.571895153	9.114503471	1.717735239	2.209866933		
5.52505407	9.867975123	1.709293034	2.289294678		
5.201940929	10.78733752	1.649031811	2.378372994		
5.027236738	10.99858722	1.614870477	2.39776683		
5.262574824	10.32440973	1.660620417	2.334510968		
5.74284288	9.590134852	1.747954363	2.26073495		
6.234079233	9.099325377	1.830030891	2.208200276		
6.51267399	8.756850313	1.873750123	2.169836287		
6.380108134	8.50243017	1.853185046	2.140352025		
5.876942861	8.300410535	1.771036705	2.116304976		
5.245111572	8.129677991	1.657296514	2.095521315		
4.963247832	7.977828925	1.602060331	2.07666631		
5.113405976	7.837639254	1.631865714	2.058937673		
5.48141028	7.718718026	1.701362418	2.043648291		
5.521598695	7.835779817	1.708667437	2.058700401		
5.258761008	7.894973939	1.659895449	2.066226347		
4.935303763	7.676218699	1.596414224	2.038127069		
4.941669677	7.475465557	1.597703265	2.011626399		
5.069289045	7.308533477	1.62320058	1.989042635		
5.110610134	7.16209407	1.631318797	1.968802406		
4.845765177	7.028149626	1.578105164	1.94992346		
4.554295216	6.901991793	1.516070791	1.931810036		
4.164196602	6.780866134	1.426523364	1.914104842		
4.029666489	6.663141177	1.393683615	1.896591022		
3.951741393	6.547854114	1.374156341	1.87913738		
4.094773727	6.434435004	1.40971146	1.861664037		
4.089354096	6.32254475	1.408387035	1.844121777		
3.895007332	6.211987162	1.359695562	1.826480839		
3.540767165	6.10263284	1.264343417	1.808720291		
3.1006015	5.994399797	1.131596125	1.790825666		
2.781775315	5.887232627	1.023089326	1.772786045		
2.555641996	5.781106327	0.938303463	1.75459507		
2.595271245	5.676002479	0.953691037	1.736247196		
2.64605518	5.57190521	0.97306992	1.717737044		
2.666156557	5.468826702	0.980637944	1.699064096		
2.428151669	5.366721428	0.887130338	1.680217187		
2.109139093	5.265563395	0.746279852	1.661188147		
1.824221434	5.165319736	0.601153284	1.641967005		
1.834630563	5.066029566	0.606843133	1.622557388		
2.161027024	4.967733883	0.770583583	1.602963777		
2.608447538	4.870362255	0.958755231	1.583168319		
3.01328525	4.774134836	1.103030929	1.563212771		
3.073804445	4.797212806	1.122916027	1.568035084		
2.972508991	6.084109042	1.089406374	1.805680297		
2.744282376	7.384932076	1.009519611	1.999441718		
2.808170918	7.752685801	1.032533352	2.048039338		
2.935331482	6.756964169	1.076820388	1.910573702		
3.112716812	6.057070318	1.135495918	1.801226237		
3.099941972	5.605274135	1.131383392	1.723707964		
3.007062715	5.29965062	1.10096376	1.667640898		
2.598425527	5.080285778	0.954905695	1.625367515		
2.223739879	4.911970195	0.799190409	1.591675123		
1.879966191	4.774015534	0.631253793	1.563187782		
2.035142509	4.654264275	0.710565845	1.537783848		
2.127978752	4.545570587	0.755172586	1.514153262		
2.25584186	4.443732923	0.813523233	1.491494772		
2.095733391	4.346279465	0.739903559	1.469320184		
1.970522748	4.251754609	0.678298862	1.447331747		
1.841713357	4.159299783	0.61069631	1.425346739		
1.857499103	4.068407195	0.619231015	1.40325157		
1.945173796	3.978775161	0.665351329	1.380974024		
2.153012282	3.890223113	0.766867923	1.358466512		
2.324160737	3.802642491	0.843359	1.335696217		
2.382514947	3.716354176	0.86815663	1.312743128		
2.171751582	3.63394627	0.775534022	1.290319185		
1.917401779	3.64523606	0.650971029	1.293421126		
1.732560873	3.639316479	0.549600588	1.291795884		
1.771258174	3.548313768	0.571690127	1.266472496		
1.894103106	3.439786711	0.638745432	1.235409467		
2.046999741	3.341889127	0.71637518	1.206536254		
2.142144346	3.250698315	0.761807358	1.178869839		
1.953331915	3.164029282	0.669536589	1.151846305		
1.885873301	3.080422292	0.634391003	1.125066695		
1.915580899	2.998933151	0.650020918	1.098256609		
2.201330141	2.918937808	0.789061787	1.071219786		
2.165443019	2.839998905	0.772624968	1.043803667		
1.952701059	2.761955976	0.669213573	1.015939116		
1.774183055	2.684757438	0.573340066	0.987590384		
1.736188299	2.608418282	0.551692077	0.958744015		
1.742009382	2.532897672	0.555039264	0.929363972		
1.73660409	2.458205814	0.551931534	0.89943174		
1.898791517	2.384227566	0.64121764	0.8688752		
2.126043171	2.310904161	0.754262586	0.837638859		
2.313063397	2.238177841	0.838572792	0.805662071		
2.342727983	2.16613339	0.851316055	0.77294373		
2.244199694	2.094785472	0.808348974	0.739451148		
2.095403626	2.024137614	0.739746197	0.70514374		
2.003040525	1.954204503	0.694666289	0.669983207		
2.089467843	1.885184267	0.736909413	0.63402557		
2.28616598	1.819584199	0.82687617	0.598608013		
2.444740322	1.920485356	0.893938909	0.652577944		
2.479150667	2.140051739	0.907916029	0.760830006		
2.251942025	2.112025711	0.811792966	0.74764754		
2.072535088	1.915868635	0.728772538	0.650171115		
2.053222281	1.772995609	0.719410404	0.572670551		
2.379159939	1.661810087	0.866747459	0.507907422		
2.577908358	1.569598666	0.946978356	0.45081996		
2.544759726	1.488764964	0.934036235	0.397946893		
2.356234047	1.414871064	0.857064602	0.347038406		
2.153012283	1.345309043	0.766867923	0.296623759		
2.085998135	1.278533574	0.735247463	0.245713776		
2.062369698	1.213635525	0.723855661	0.193620421		
2.255354385	1.150077591	0.813307116	0.13982941		
2.41907594	1.087542402	0.883385624	0.083920473		
2.487738917	1.025840843	0.911374233	0.025512611		
2.414014753	0.964859474	0.881291234	-0.035772811		
2.251397197	0.904530157	0.811551	-0.100339633		
2.126372943	0.844809789	0.754417684	-0.168643778		
2.115820437	0.785671225	0.749442651	-0.241216863		
2.351058159	0.727096367	0.854865507	-0.318696256		
2.623401704	0.669082648	0.964471836	-0.401847687		
2.768111544	0.611661685	1.018165335	-0.491575952		
2.654112937	0.554773709	0.976110489	-0.589194981		
2.419161967	0.49858475	0.883421186	-0.695981695		
2.240027445	0.442904463	0.806488118	-0.814401191		
2.153815192	0.387665554	0.767240777	-0.947612284		
2.287872162	0.333247038	0.827622199	-1.098871208		
2.358155293	0.280260159	0.857879658	-1.272036968		
2.476526881	0.228598903	0.906857127	-1.475786326		
2.4198215	0.176597186	0.883693777	-1.733883927		
2.941353294	0.124000335	1.07886978	-2.087471014		
3.262932307	0.071711432	1.182626272	-2.635105108		
3.377662132	0.01983316	1.217183793	-3.920400008		
2.711205433	6.804211334	0.997393345	1.917541734		
2.00486141	8.358212831	0.695574936	2.123244628		
1.361545669	5.9911083	0.308620575	1.79027642		
0.905106777	4.319982118	-0.099702356	1.463251263		
0.663660856	3.309095698	-0.40998402	1.196674949		
