date	season	obs	yest.obs	two.yest.obs	cur.change.obs
1915-01-01	1	-0.172767812	2.48490665	0	-2.657674461
1915-01-02	1	0.046687967	-0.172767812	0	0.219455778
1915-01-03	1	0.209945539	0.046687967	-0.172767812	0.163257573
1915-01-04	1	0.264893236	0.209945539	0.046687967	0.054947697
1915-01-05	1	0.167203991	0.264893236	0.209945539	-0.097689245
1915-01-06	1	0.420457344	0.167203991	0.264893236	0.253253353
1915-01-07	1	0.8936339	0.420457344	0.167203991	0.473176556
1915-01-08	1	1.094784465	0.8936339	0.420457344	0.201150565
1915-01-09	1	0.973757833	1.094784465	0.8936339	-0.121026632
1915-01-10	1	0.719933993	0.973757833	1.094784465	-0.25382384
1915-01-11	1	0.553564918	0.719933993	0.973757833	-0.166369075
1915-01-12	1	1.506562363	0.553564918	0.719933993	0.952997445
1915-01-13	1	1.662019806	1.506562363	0.553564918	0.155457443
1915-01-14	1	1.730163476	1.662019806	1.506562363	0.06814367
1915-01-15	1	1.128743586	1.730163476	1.662019806	-0.60141989
1915-01-16	1	0.797267196	1.128743586	1.730163476	-0.331476389
1915-01-17	1	0.582806767	0.797267196	1.128743586	-0.214460429
1915-01-18	1	0.450509689	0.582806767	0.797267196	-0.132297079
1915-01-19	1	0.357499494	0.450509689	0.582806767	-0.093010195
1915-01-20	1	0.313211814	0.357499494	0.450509689	-0.04428768
1915-01-21	1	0.290310049	0.313211814	0.357499494	-0.022901764
1915-01-22	1	0.250934884	0.290310049	0.313211814	-0.039375165
1915-01-23	1	0.218278921	0.250934884	0.290310049	-0.032655963
1915-01-24	1	0.242870324	0.218278921	0.250934884	0.024591403
1915-01-25	1	0.286441572	0.242870324	0.218278921	0.043571248
1915-01-26	1	0.766568209	0.286441572	0.242870324	0.480126637
1915-01-27	1	1.246712098	0.766568209	0.286441572	0.480143889
1915-01-28	1	1.529187763	1.246712098	0.766568209	0.282475664
1915-01-29	1	1.670796069	1.529187763	1.246712098	0.141608306
1915-01-30	1	2.33638245	1.670796069	1.529187763	0.665586381
1915-01-31	1	3.028531128	2.33638245	1.670796069	0.692148678
1915-02-01	2	3.316462919	3.028531128	2.33638245	0.287931792
1915-02-02	2	3.223509511	3.316462919	3.028531128	-0.092953409
1915-02-03	2	2.778749704	3.223509511	3.316462919	-0.444759807
1915-02-04	2	2.224569581	2.778749704	3.223509511	-0.554180123
1915-02-05	2	2.085923088	2.224569581	2.778749704	-0.138646493
1915-02-06	2	2.252631945	2.085923088	2.224569581	0.166708857
1915-02-07	2	2.862067188	2.252631945	2.085923088	0.609435243
1915-02-08	2	3.09425526	2.862067188	2.252631945	0.232188072
1915-02-09	2	3.140860313	3.09425526	2.862067188	0.046605053
1915-02-10	2	2.793390322	3.140860313	3.09425526	-0.347469991
1915-02-11	2	2.390764781	2.793390322	3.140860313	-0.402625542
1915-02-12	2	2.019673702	2.390764781	2.793390322	-0.371091078
1915-02-13	2	1.810980041	2.019673702	2.390764781	-0.208693661
1915-02-14	2	1.732904455	1.810980041	2.019673702	-0.078075586
1915-02-15	2	2.284143231	1.732904455	1.810980041	0.551238776
1915-02-16	2	2.891711904	2.284143231	1.732904455	0.607568674
1915-02-17	2	3.122841807	2.891711904	2.284143231	0.231129903
1915-02-18	2	3.081072395	3.122841807	2.891711904	-0.041769413
1915-02-19	2	2.799375534	3.081072395	3.122841807	-0.28169686
1915-02-20	2	2.627800051	2.799375534	3.081072395	-0.171575483
1915-02-21	2	2.475884009	2.627800051	2.799375534	-0.151916042
1915-02-22	2	2.320792494	2.475884009	2.627800051	-0.155091516
1915-02-23	2	2.196271145	2.320792494	2.475884009	-0.124521349
1915-02-24	2	2.087844318	2.196271145	2.320792494	-0.108426827
1915-02-25	2	2.021726389	2.087844318	2.196271145	-0.066117929
1915-02-26	2	2.19512238	2.021726389	2.087844318	0.173395991
1915-02-27	2	2.265034369	2.19512238	2.021726389	0.069911989
1915-02-28	2	2.30392524	2.265034369	2.19512238	0.038890871
1915-03-01	3	2.059947601	2.30392524	2.265034369	-0.243977638
1915-03-02	3	1.905906565	2.059947601	2.30392524	-0.154041037
1915-03-03	3	1.74198717	1.905906565	2.059947601	-0.163919395
1915-03-04	3	1.662998758	1.74198717	1.905906565	-0.078988411
1915-03-05	3	1.584666915	1.662998758	1.74198717	-0.078331843
1915-03-06	3	1.519069633	1.584666915	1.662998758	-0.065597282
1915-03-07	3	1.472818615	1.519069633	1.584666915	-0.046251018
1915-03-08	3	1.454907688	1.472818615	1.519069633	-0.017910927
1915-03-09	3	1.442786328	1.454907688	1.472818615	-0.012121361
1915-03-10	3	1.420590595	1.442786328	1.454907688	-0.022195732
1915-03-11	3	1.385053861	1.420590595	1.442786328	-0.035536734
1915-03-12	3	1.435442354	1.385053861	1.420590595	0.050388492
1915-03-13	3	1.504271411	1.435442354	1.385053861	0.068829058
1915-03-14	3	1.644232775	1.504271411	1.435442354	0.139961364
1915-03-15	3	1.744695975	1.644232775	1.504271411	0.100463199
1915-03-16	3	1.873935031	1.744695975	1.644232775	0.129239056
1915-03-17	3	1.926416209	1.873935031	1.744695975	0.052481178
1915-03-18	3	1.978423534	1.926416209	1.873935031	0.052007325
1915-03-19	3	1.98695237	1.978423534	1.926416209	0.008528836
1915-03-20	3	1.99540908	1.98695237	1.978423534	0.00845671
1915-03-21	3	2.064542293	1.99540908	1.98695237	0.069133213
1915-03-22	3	2.168329863	2.064542293	1.99540908	0.10378757
1915-03-23	3	2.254258403	2.168329863	2.064542293	0.08592854
1915-03-24	3	2.268244645	2.254258403	2.168329863	0.013986242
1915-03-25	3	2.239524166	2.268244645	2.254258403	-0.028720479
1915-03-26	3	2.343344188	2.239524166	2.268244645	0.103820022
1915-03-27	3	2.554724071	2.343344188	2.239524166	0.211379883
1915-03-28	3	2.596748712	2.554724071	2.343344188	0.04202464
1915-03-29	3	2.495226972	2.596748712	2.554724071	-0.101521739
1915-03-30	3	2.226799236	2.495226972	2.596748712	-0.268427736
1915-03-31	3	2.118712911	2.226799236	2.495226972	-0.108086326
1915-04-01	4	2.18239809	2.118712911	2.226799236	0.063685179
1915-04-02	4	2.295123733	2.18239809	2.118712911	0.112725643
1915-04-03	4	2.440994182	2.295123733	2.18239809	0.145870449
1915-04-04	4	2.440994182	2.440994182	2.295123733	0
1915-04-05	4	2.344334778	2.440994182	2.440994182	-0.096659404
1915-04-06	4	2.196845033	2.344334778	2.440994182	-0.147489745
1915-04-07	4	2.134102565	2.196845033	2.344334778	-0.062742468
1915-04-08	4	2.134102565	2.134102565	2.196845033	0
1915-04-09	4	2.340366519	2.134102565	2.134102565	0.206263954
1915-04-10	4	2.486246796	2.340366519	2.134102565	0.145880278
1915-04-11	4	2.674777558	2.486246796	2.340366519	0.188530762
1915-04-12	4	2.662968511	2.674777558	2.486246796	-0.011809048
1915-04-13	4	2.705603116	2.662968511	2.674777558	0.042634606
1915-04-14	4	2.739516166	2.705603116	2.662968511	0.03391305
1915-04-15	4	2.850197612	2.739516166	2.705603116	0.110681446
1915-04-16	4	2.916600067	2.850197612	2.739516166	0.066402455
1915-04-17	4	2.9576455	2.916600067	2.850197612	0.041045433
1915-04-18	4	2.989310415	2.9576455	2.916600067	0.031664915
1915-04-19	4	2.960322878	2.989310415	2.9576455	-0.028987537
1915-04-20	4	2.879611498	2.960322878	2.989310415	-0.08071138
1915-04-21	4	2.755066521	2.879611498	2.960322878	-0.124544977
1915-04-22	4	2.626680857	2.755066521	2.879611498	-0.128385664
1915-04-23	4	2.503282984	2.626680857	2.755066521	-0.123397874
1915-04-24	4	2.352715404	2.503282984	2.626680857	-0.15056758
1915-04-25	4	2.29668258	2.352715404	2.503282984	-0.056032824
1915-04-26	4	2.400172188	2.29668258	2.352715404	0.103489608
1915-04-27	4	2.544240104	2.400172188	2.29668258	0.144067916
1915-04-28	4	2.672640805	2.544240104	2.400172188	0.128400701
1915-04-29	4	2.594823783	2.672640805	2.544240104	-0.077817022
1915-04-30	4	2.43513435	2.594823783	2.672640805	-0.159689433
1915-05-01	5	2.182979993	2.43513435	2.594823783	-0.252154357
1915-05-02	5	2.047368819	2.182979993	2.43513435	-0.135611174
1915-05-03	5	1.96982133	2.047368819	2.182979993	-0.077547489
1915-05-04	5	1.952391695	1.96982133	2.047368819	-0.017429635
1915-05-05	5	2.01349024	1.952391695	1.96982133	0.061098545
1915-05-06	5	2.104342154	2.01349024	1.952391695	0.090851914
1915-05-07	5	2.226242288	2.104342154	2.01349024	0.121900134
1915-05-08	5	3.07346056	2.226242288	2.104342154	0.847218271
1915-05-09	5	3.581273052	3.07346056	2.226242288	0.507812493
1915-05-10	5	3.989751291	3.581273052	3.07346056	0.408478239
1915-05-11	5	4.021708898	3.989751291	3.581273052	0.031957607
1915-05-12	5	3.972409816	4.021708898	3.989751291	-0.049299082
1915-05-13	5	3.784826628	3.972409816	4.021708898	-0.187583188
1915-05-14	5	3.644067706	3.784826628	3.972409816	-0.140758922
1915-05-15	5	3.525272012	3.644067706	3.784826628	-0.118795694
1915-05-16	5	3.469007173	3.525272012	3.644067706	-0.056264839
1915-05-17	5	3.424628486	3.469007173	3.525272012	-0.044378687
1915-05-18	5	3.351425082	3.424628486	3.469007173	-0.073203404
1915-05-19	5	3.214011195	3.351425082	3.424628486	-0.137413887
1915-05-20	5	3.061933054	3.214011195	3.351425082	-0.15207814
1915-05-21	5	2.962993106	3.061933054	3.214011195	-0.098939948
1915-05-22	5	2.922171112	2.962993106	3.061933054	-0.040821995
1915-05-23	5	2.930469915	2.922171112	2.962993106	0.008298803
1915-05-24	5	2.90818487	2.930469915	2.922171112	-0.022285045
1915-05-25	5	2.916600067	2.90818487	2.930469915	0.008415197
1915-05-26	5	3.01241799	2.916600067	2.90818487	0.095817923
1915-05-27	5	3.125111956	3.01241799	2.916600067	0.112693966
1915-05-28	5	3.16729357	3.125111956	3.01241799	0.042181614
1915-05-29	5	3.129636851	3.16729357	3.125111956	-0.037656719
1915-05-30	5	3.109111615	3.129636851	3.16729357	-0.020525236
1915-05-31	5	3.109111615	3.109111615	3.129636851	0
1915-06-01	6	3.064345601	3.109111615	3.109111615	-0.044766014
1915-06-02	6	2.960322878	3.064345601	3.109111615	-0.104022723
1915-06-03	6	2.867949558	2.960322878	3.064345601	-0.09237332
1915-06-04	6	2.847208074	2.867949558	2.960322878	-0.020741484
1915-06-05	6	2.899698256	2.847208074	2.867949558	0.052490183
1915-06-06	6	2.960322878	2.899698256	2.847208074	0.060624622
1915-06-07	6	2.989310415	2.960322878	2.899698256	0.028987537
1915-06-08	6	2.949570086	2.989310415	2.960322878	-0.039740329
1915-06-09	6	2.867949558	2.949570086	2.989310415	-0.081620528
1915-06-10	6	2.735171966	2.867949558	2.949570086	-0.132777592
1915-06-11	6	2.592895142	2.735171966	2.867949558	-0.142276823
1915-06-12	6	2.459253429	2.592895142	2.735171966	-0.133641713
1915-06-13	6	2.40391051	2.459253429	2.592895142	-0.055342919
1915-06-14	6	2.40391051	2.40391051	2.459253429	0
1915-06-15	6	2.391237259	2.40391051	2.40391051	-0.012673251
1915-06-16	6	2.351733085	2.391237259	2.40391051	-0.039504173
1915-06-17	6	2.29668258	2.351733085	2.391237259	-0.055050506
1915-06-18	6	2.240073768	2.29668258	2.351733085	-0.056608812
1915-06-19	6	2.180650347	2.240073768	2.29668258	-0.05942342
1915-06-20	6	2.118712911	2.180650347	2.240073768	-0.061937437
1915-06-21	6	2.086563908	2.118712911	2.180650347	-0.032149003
1915-06-22	6	2.05400895	2.086563908	2.118712911	-0.032554958
1915-06-23	6	2.004490526	2.05400895	2.086563908	-0.049518424
1915-06-24	6	1.927167806	2.004490526	2.05400895	-0.07732272
1915-06-25	6	1.845809432	1.927167806	2.004490526	-0.081358374
1915-06-26	6	1.789657272	1.845809432	1.927167806	-0.056152161
1915-06-27	6	1.770509602	1.789657272	1.845809432	-0.019147669
1915-06-28	6	1.770509602	1.770509602	1.789657272	0
1915-06-29	6	1.76168342	1.770509602	1.770509602	-0.008826183
1915-06-30	6	1.732904455	1.76168342	1.770509602	-0.028778965
1915-07-01	7	1.703272657	1.732904455	1.76168342	-0.029631798
1915-07-02	7	1.672735934	1.703272657	1.732904455	-0.030536724
1915-07-03	7	1.622054447	1.672735934	1.703272657	-0.050681486
1915-07-04	7	1.535876751	1.622054447	1.672735934	-0.086177696
1915-07-05	7	1.432982328	1.535876751	1.622054447	-0.102894423
1915-07-06	7	1.321032002	1.432982328	1.535876751	-0.111950325
1915-07-07	7	1.2407597	1.321032002	1.432982328	-0.080272302
1915-07-08	7	1.198070291	1.2407597	1.321032002	-0.042689409
1915-07-09	7	1.18395241	1.198070291	1.2407597	-0.014117882
1915-07-10	7	1.169632356	1.18395241	1.198070291	-0.014320054
1915-07-11	7	1.155104255	1.169632356	1.18395241	-0.014528101
1915-07-12	7	1.125399101	1.155104255	1.169632356	-0.029705154
1915-07-13	7	1.079118348	1.125399101	1.155104255	-0.046280753
1915-07-14	7	0.991149575	1.079118348	1.125399101	-0.087968773
1915-07-15	7	0.898899842	0.991149575	1.079118348	-0.092249734
1915-07-16	7	0.792605183	0.898899842	0.991149575	-0.106294659
1915-07-17	7	0.702189548	0.792605183	0.898899842	-0.090415636
1915-07-18	7	0.633379341	0.702189548	0.792605183	-0.068810206
1915-07-19	7	0.571212435	0.633379341	0.702189548	-0.062166906
1915-07-20	7	0.51730717	0.571212435	0.633379341	-0.053905265
1915-07-21	7	0.469731652	0.51730717	0.571212435	-0.047575518
1915-07-22	7	0.460003949	0.469731652	0.51730717	-0.009727703
1915-07-23	7	0.460003949	0.460003949	0.469731652	0
1915-07-24	7	0.434259953	0.460003949	0.460003949	-0.025743996
1915-07-25	7	0.372548147	0.434259953	0.460003949	-0.061711806
1915-07-26	7	0.299916271	0.372548147	0.434259953	-0.072631876
1915-07-27	7	0.233514958	0.299916271	0.372548147	-0.066401313
1915-07-28	7	0.15534354	0.233514958	0.299916271	-0.078171418
1915-07-29	7	0.077728286	0.15534354	0.233514958	-0.077615254
1915-07-30	7	0.013635383	0.077728286	0.15534354	-0.064092903
1915-07-31	7	-0.041847186	0.013635383	0.077728286	-0.05548257
1915-08-01	8	-0.099448933	-0.041847186	0.013635383	-0.057601746
1915-08-02	8	-0.136027757	-0.099448933	-0.041847186	-0.036578824
1915-08-03	8	-0.185113647	-0.136027757	-0.099448933	-0.049085891
1915-08-04	8	-0.210272207	-0.185113647	-0.136027757	-0.02515856
1915-08-05	8	-0.282911391	-0.210272207	-0.185113647	-0.072639184
1915-08-06	8	-0.317758122	-0.282911391	-0.210272207	-0.034846731
1915-08-07	8	-0.382202085	-0.317758122	-0.282911391	-0.064443963
1915-08-08	8	-0.395911363	-0.382202085	-0.317758122	-0.013709278
1915-08-09	8	-0.419971507	-0.395911363	-0.382202085	-0.024060144
1915-08-10	8	-0.433415758	-0.419971507	-0.395911363	-0.013444252
1915-08-11	8	-0.465781043	-0.433415758	-0.419971507	-0.032365285
1915-08-12	8	-0.500079679	-0.465781043	-0.433415758	-0.034298636
1915-08-13	8	-0.534715176	-0.500079679	-0.465781043	-0.034635497
1915-08-14	8	-0.558791238	-0.534715176	-0.500079679	-0.024076063
1915-08-15	8	-0.570593463	-0.558791238	-0.534715176	-0.011802225
1915-08-16	8	-0.570593463	-0.570593463	-0.558791238	0
1915-08-17	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-18	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-19	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-20	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-21	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-22	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-23	8	-0.570593463	-0.570593463	-0.570593463	0
1915-08-24	8	-0.683593435	-0.570593463	-0.570593463	-0.112999972
1915-08-25	8	-0.78351546	-0.683593435	-0.570593463	-0.099922025
1915-08-26	8	-0.946366782	-0.78351546	-0.683593435	-0.162851321
1915-08-27	8	-0.967872987	-0.946366782	-0.78351546	-0.021506205
1915-08-28	8	-1.012324749	-0.967872987	-0.946366782	-0.044451763
1915-08-29	8	-1.023753445	-1.012324749	-0.967872987	-0.011428696
1915-08-30	8	-1.047010307	-1.023753445	-1.012324749	-0.023256862
1915-08-31	8	-1.118632683	-1.047010307	-1.023753445	-0.071622376
1915-09-01	9	-1.160574314	-1.118632683	-1.047010307	-0.041941631
1915-09-02	9	-1.182223786	-1.160574314	-1.118632683	-0.021649472
1915-09-03	9	-1.157284838	-1.182223786	-1.160574314	0.024938948
1915-09-04	9	-1.134556587	-1.157284838	-1.182223786	0.022728251
1915-09-05	9	-1.11233345	-1.134556587	-1.157284838	0.022223137
1915-09-06	9	-1.090593463	-1.11233345	-1.134556587	0.021739987
1915-09-07	9	-1.067813435	-1.090593463	-1.11233345	0.022780028
1915-09-08	9	-1.045540799	-1.067813435	-1.090593463	0.022272636
1915-09-09	9	-1.078379571	-1.045540799	-1.067813435	-0.032838772
1915-09-10	9	-1.070820956	-1.078379571	-1.045540799	0.007558615
1915-09-11	9	-1.095212409	-1.070820956	-1.078379571	-0.024391453
1915-09-12	9	-1.058844765	-1.095212409	-1.070820956	0.036367644
1915-09-13	9	-1.095212409	-1.058844765	-1.095212409	-0.036367644
1915-09-14	9	-0.943710737	-1.095212409	-1.058844765	0.151501672
1915-09-15	9	-0.892019644	-0.943710737	-1.095212409	0.051691093
1915-09-16	9	-0.862240769	-0.892019644	-0.943710737	0.029778875
1915-09-17	9	-0.898336785	-0.862240769	-0.892019644	-0.036096016
1915-09-18	9	-0.950364122	-0.898336785	-0.862240769	-0.052027337
1915-09-19	9	-0.982931451	-0.950364122	-0.898336785	-0.032567329
1915-09-20	9	-1.058844765	-0.982931451	-0.950364122	-0.075913314
1915-09-21	9	-0.96110248	-1.058844765	-0.982931451	0.097742285
1915-09-22	9	-1.081419087	-0.96110248	-1.058844765	-0.120316607
1915-09-23	9	-1.144234082	-1.081419087	-0.96110248	-0.062814995
1915-09-24	9	-1.292459616	-1.144234082	-1.081419087	-0.148225535
1915-09-25	9	-1.107634929	-1.292459616	-1.144234082	0.184824687
1915-09-26	9	-1.035314268	-1.107634929	-1.292459616	0.072320662
1915-09-27	9	-1.023753445	-1.035314268	-1.107634929	0.011560822
1915-09-28	9	-1.035314268	-1.023753445	-1.035314268	-0.011560822
1915-09-29	9	-1.107634929	-1.035314268	-1.023753445	-0.072320662
1915-09-30	9	-1.132952737	-1.107634929	-1.035314268	-0.025317808
1915-10-01	10	-1.183908706	-1.132952737	-1.107634929	-0.050955969
1915-10-02	10	-1.195783316	-1.183908706	-1.132952737	-0.011874609
1915-10-03	10	-1.219964114	-1.195783316	-1.183908706	-0.024180798
1915-10-04	10	-1.219964114	-1.219964114	-1.195783316	0
1915-10-05	10	-1.219964114	-1.219964114	-1.219964114	0
1915-10-06	10	-1.195783316	-1.219964114	-1.219964114	0.024180798
1915-10-07	10	-1.157284838	-1.195783316	-1.219964114	0.038498478
1915-10-08	10	-1.145856142	-1.157284838	-1.195783316	0.011428696
1915-10-09	10	-1.120213711	-1.145856142	-1.157284838	0.025642431
1915-10-10	10	-1.16884566	-1.120213711	-1.145856142	-0.048631949
1915-10-11	10	-1.142614648	-1.16884566	-1.120213711	0.026231012
1915-10-12	10	-1.092130743	-1.142614648	-1.16884566	0.050483905
1915-10-13	10	-1.035314268	-1.092130743	-1.142614648	0.056816475
1915-10-14	10	-1.035314268	-1.035314268	-1.092130743	0
1915-10-15	10	-1.095212409	-1.035314268	-1.035314268	-0.059898142
1915-10-16	10	-1.095212409	-1.095212409	-1.035314268	0
1915-10-17	10	-1.095212409	-1.095212409	-1.095212409	0
1915-10-18	10	-1.095212409	-1.095212409	-1.095212409	0
1915-10-19	10	-1.107634929	-1.095212409	-1.095212409	-0.01242252
1915-10-20	10	-1.107634929	-1.107634929	-1.095212409	0
1915-10-21	10	-1.107634929	-1.107634929	-1.107634929	0
1915-10-22	10	-1.070820956	-1.107634929	-1.107634929	0.036813973
1915-10-23	10	-1.047010307	-1.070820956	-1.107634929	0.023810649
1915-10-24	10	-0.978802057	-1.047010307	-1.070820956	0.06820825
1915-10-25	10	-0.903419388	-0.978802057	-1.047010307	0.07538267
1915-10-26	10	-0.945037878	-0.903419388	-0.978802057	-0.04161849
1915-10-27	10	-0.977429373	-0.945037878	-0.903419388	-0.032391496
1915-10-28	10	-1.070820956	-0.977429373	-0.945037878	-0.093391583
1915-10-29	10	-1.001025194	-1.070820956	-0.977429373	0.069795762
1915-10-30	10	-0.957062071	-1.001025194	-1.070820956	0.043963123
1915-10-31	10	-0.914950585	-0.957062071	-1.001025194	0.042111485
1915-11-01	11	-0.86468875	-0.914950585	-0.957062071	0.050261835
1915-11-02	11	-0.86468875	-0.86468875	-0.914950585	0
1915-11-03	11	-0.894541714	-0.86468875	-0.86468875	-0.029852963
1915-11-04	11	-0.989851893	-0.894541714	-0.86468875	-0.09531018
1915-11-05	11	-0.989851893	-0.989851893	-0.894541714	0
1915-11-06	11	-1.012324749	-0.989851893	-0.989851893	-0.022472856
1915-11-07	11	-0.850089951	-1.012324749	-0.989851893	0.162234798
1915-11-08	11	-0.6376313	-0.850089951	-1.012324749	0.212458651
1915-11-09	11	-0.436605554	-0.6376313	-0.850089951	0.201025746
1915-11-10	11	-0.356808637	-0.436605554	-0.6376313	0.079796917
1915-11-11	11	-0.373915785	-0.356808637	-0.436605554	-0.017107148
1915-11-12	11	-0.391320689	-0.373915785	-0.356808637	-0.017404904
1915-11-13	11	-0.409033898	-0.391320689	-0.373915785	-0.017713209
1915-11-14	11	-0.427857983	-0.409033898	-0.391320689	-0.018824085
1915-11-15	11	-0.447043224	-0.427857983	-0.409033898	-0.019185241
1915-11-16	11	-0.46660375	-0.447043224	-0.427857983	-0.019560526
1915-11-17	11	-0.485715258	-0.46660375	-0.447043224	-0.019111508
1915-11-18	11	-0.505199144	-0.485715258	-0.46660375	-0.019483886
1915-11-19	11	-0.525070208	-0.505199144	-0.485715258	-0.019871064
1915-11-20	11	-0.527691442	-0.525070208	-0.505199144	-0.002621233
1915-11-21	11	-0.512927821	-0.527691442	-0.525070208	0.01476362
1915-11-22	11	-0.480694327	-0.512927821	-0.527691442	0.032233495
1915-11-23	11	-0.382958801	-0.480694327	-0.512927821	0.097735526
1915-11-24	11	-0.316340687	-0.382958801	-0.480694327	0.066618114
1915-11-25	11	-0.28978427	-0.316340687	-0.382958801	0.026556417
1915-11-26	11	-0.310690955	-0.28978427	-0.316340687	-0.020906685
1915-11-27	11	-0.352393619	-0.310690955	-0.28978427	-0.041702664
1915-11-28	11	-0.380690369	-0.352393619	-0.310690955	-0.02829675
1915-11-29	11	-0.464137657	-0.380690369	-0.352393619	-0.083447288
1915-11-30	11	-0.520716697	-0.464137657	-0.380690369	-0.05657904
1915-12-01	12	-0.439004595	-0.520716697	-0.464137657	0.081712101
1915-12-02	12	0.887277947	-0.439004595	-0.520716697	1.326282542
1915-12-03	12	1.110208935	0.887277947	-0.439004595	0.222930989
1915-12-04	12	1.190094645	1.110208935	0.887277947	0.079885709
1915-12-05	12	0.544023999	1.190094645	1.110208935	-0.646070646
1915-12-06	12	0.288377681	0.544023999	1.190094645	-0.255646317
1915-12-07	12	0.202807151	0.288377681	0.544023999	-0.085570531
1915-12-08	12	0.232697296	0.202807151	0.288377681	0.029890145
1915-12-09	12	0.26171989	0.232697296	0.202807151	0.029022593
1915-12-10	12	0.252540021	0.26171989	0.232697296	-0.009179869
1915-12-11	12	1.1523362	0.252540021	0.26171989	0.899796179
1915-12-12	12	1.934951111	1.1523362	0.252540021	0.782614911
1915-12-13	12	2.063887199	1.934951111	1.1523362	0.128936088
1915-12-14	12	1.845809432	2.063887199	1.934951111	-0.218077767
1915-12-15	12	1.004470419	1.845809432	2.063887199	-0.841339013
1915-12-16	12	0.652375842	1.004470419	1.845809432	-0.352094578
1915-12-17	12	0.480962317	0.652375842	1.004470419	-0.171413524
1915-12-18	12	0.35858194	0.480962317	0.652375842	-0.122380377
1915-12-19	12	0.240438219	0.35858194	0.480962317	-0.118143721
1915-12-20	12	0.134807104	0.240438219	0.35858194	-0.105631115
1915-12-21	12	0.09336471	0.134807104	0.240438219	-0.041442394
1915-12-22	12	0.098522986	0.09336471	0.134807104	0.005158276
1915-12-23	12	0.138858426	0.098522986	0.09336471	0.04033544
1915-12-24	12	0.153574411	0.138858426	0.098522986	0.014715985
1915-12-25	12	0.133904577	0.153574411	0.138858426	-0.019669834
1915-12-26	12	0.072941297	0.133904577	0.153574411	-0.06096328
1915-12-27	12	0.019726773	0.072941297	0.133904577	-0.053214525
1915-12-28	12	-0.024770997	0.019726773	0.072941297	-0.04449777
1915-12-29	12	-0.104020369	-0.024770997	0.019726773	-0.079249372
1915-12-30	12	-0.208999132	-0.104020369	-0.024770997	-0.104978763
1915-12-31	12	-0.242637492	-0.208999132	-0.104020369	-0.033638359
1916-01-01	1	2.041354768	-0.242637492	-0.208999132	2.28399226
1916-01-02	1	2.800003478	2.041354768	-0.242637492	0.75864871
1916-01-03	1	2.937880406	2.800003478	2.041354768	0.137876928
1916-01-04	1	2.596364022	2.937880406	2.800003478	-0.341516384
1916-01-05	1	1.746497777	2.596364022	2.937880406	-0.849866245
1916-01-06	1	1.484583456	1.746497777	2.596364022	-0.261914321
1916-01-07	1	1.953124028	1.484583456	1.746497777	0.468540571
1916-01-08	1	2.654291667	1.953124028	1.484583456	0.701167639
1916-01-09	1	2.745168717	2.654291667	1.953124028	0.09087705
1916-01-10	1	2.560722889	2.745168717	2.654291667	-0.184445827
1916-01-11	1	1.81770841	2.560722889	2.745168717	-0.74301448
1916-01-12	1	2.025138197	1.81770841	2.560722889	0.207429787
1916-01-13	1	2.25534124	2.025138197	1.81770841	0.230203043
1916-01-14	1	2.369268849	2.25534124	2.025138197	0.113927609
1916-01-15	1	2.138977651	2.369268849	2.25534124	-0.230291198
1916-01-16	1	2.383174611	2.138977651	2.369268849	0.244196961
1916-01-17	1	2.499898886	2.383174611	2.138977651	0.116724274
1916-01-18	1	2.562714525	2.499898886	2.383174611	0.06281564
1916-01-19	1	2.229579333	2.562714525	2.499898886	-0.333135192
1916-01-20	1	1.959690998	2.229579333	2.562714525	-0.269888335
1916-01-21	1	1.915073932	1.959690998	2.229579333	-0.044617065
1916-01-22	1	2.423768008	1.915073932	1.959690998	0.508694076
1916-01-23	1	3.011148148	2.423768008	1.915073932	0.58738014
1916-01-24	1	3.293734668	3.011148148	2.423768008	0.28258652
1916-01-25	1	3.238602598	3.293734668	3.011148148	-0.055132071
1916-01-26	1	2.978866456	3.238602598	3.293734668	-0.259736142
1916-01-27	1	2.720326889	2.978866456	3.238602598	-0.258539567
1916-01-28	1	2.590962774	2.720326889	2.978866456	-0.129364114
1916-01-29	1	2.412733413	2.590962774	2.720326889	-0.178229361
1916-01-30	1	2.215600911	2.412733413	2.590962774	-0.197132502
1916-01-31	1	2.080781688	2.215600911	2.412733413	-0.134819223
1916-02-01	2	2.080781688	2.080781688	2.215600911	0
1916-02-02	2	2.511274614	2.080781688	2.080781688	0.430492926
1916-02-03	2	2.896283341	2.511274614	2.080781688	0.385008727
1916-02-04	2	3.037481958	2.896283341	2.511274614	0.141198617
1916-02-05	2	2.978866456	3.037481958	2.896283341	-0.058615503
1916-02-06	2	2.85317824	2.978866456	3.037481958	-0.125688215
1916-02-07	2	2.822964462	2.85317824	2.978866456	-0.030213779
1916-02-08	2	2.832124831	2.822964462	2.85317824	0.009160369
1916-02-09	2	2.968312268	2.832124831	2.822964462	0.136187437
1916-02-10	2	3.061933054	2.968312268	2.832124831	0.093620786
1916-02-11	2	3.078699914	3.061933054	2.968312268	0.01676686
