date	season	obs	yest.obs	two.yest.obs	cur.change.obs
1934-09-29	9	-1.234048854	-1.16884566	-0.980176628	-0.065203194
1934-09-30	9	-1.275683827	-1.234048854	-1.16884566	-0.041634973
1934-10-01	10	-1.324936205	-1.275683827	-1.234048854	-0.049252378
1934-10-02	10	-1.301902557	-1.324936205	-1.275683827	0.023033648
1934-10-03	10	-1.319127863	-1.301902557	-1.324936205	-0.017225306
1934-10-04	10	-1.32882726	-1.319127863	-1.301902557	-0.009699397
1934-10-05	10	-1.344544676	-1.32882726	-1.319127863	-0.015717416
1934-10-06	10	-1.294341084	-1.344544676	-1.32882726	0.050203592
1934-10-07	10	-1.270153859	-1.294341084	-1.344544676	0.024187226
1934-10-08	10	-1.273837104	-1.270153859	-1.294341084	-0.003683245
1934-10-09	10	-1.279387535	-1.273837104	-1.270153859	-0.005550431
1934-10-10	10	-1.241166322	-1.279387535	-1.273837104	0.038221213
1934-10-11	10	-1.228743802	-1.241166322	-1.279387535	0.01242252
1934-10-12	10	-1.155644148	-1.228743802	-1.241166322	0.073099653
1934-10-13	10	-1.178862438	-1.155644148	-1.228743802	-0.02321829
1934-10-14	10	-1.228743802	-1.178862438	-1.155644148	-0.049881363
1934-10-15	10	-0.998220143	-1.228743802	-1.178862438	0.230523659
1934-10-16	10	-0.827402411	-0.998220143	-1.228743802	0.170817732
1934-10-17	10	-0.781258123	-0.827402411	-0.998220143	0.046144288
1934-10-18	10	-0.981553091	-0.781258123	-0.827402411	-0.200294967
1934-10-19	10	-1.15073817	-0.981553091	-0.781258123	-0.169185079
1934-10-20	10	-1.202632658	-1.15073817	-0.981553091	-0.051894488
1934-10-21	10	-1.039684267	-1.202632658	-1.15073817	0.162948391
1934-10-22	10	-0.912376581	-1.039684267	-1.202632658	0.127307686
1934-10-23	10	-0.772279387	-0.912376581	-1.039684267	0.140097194
1934-10-24	10	-0.840474492	-0.772279387	-0.912376581	-0.068195105
1934-10-25	10	-0.904694085	-0.840474492	-0.772279387	-0.064219593
1934-10-26	10	-0.916240076	-0.904694085	-0.840474492	-0.011545991
1934-10-27	10	-0.971957404	-0.916240076	-0.904694085	-0.055717327
1934-10-28	10	-1.057357776	-0.971957404	-0.916240076	-0.085400372
1934-10-29	10	-0.914950585	-1.057357776	-0.971957404	0.142407191
1934-10-30	10	-0.471554255	-0.914950585	-1.057357776	0.44339633
1934-10-31	10	-0.167871841	-0.471554255	-0.914950585	0.303682414
1934-11-01	11	-0.01006485	-0.167871841	-0.471554255	0.157806991
1934-11-02	11	0.054049963	-0.01006485	-0.167871841	0.064114813
1934-11-03	11	0.376098027	0.054049963	-0.01006485	0.322048064
1934-11-04	11	0.505857254	0.376098027	0.054049963	0.129759227
1934-11-05	11	0.496476322	0.505857254	0.376098027	-0.009380932
1934-11-06	11	0.270028543	0.496476322	0.505857254	-0.226447779
1934-11-07	11	0.076294594	0.270028543	0.496476322	-0.193733949
1934-11-08	11	0.019220572	0.076294594	0.270028543	-0.057074022
1934-11-09	11	-0.031673069	0.019220572	0.076294594	-0.050893641
1934-11-10	11	-0.055393858	-0.031673069	0.019220572	-0.023720789
1934-11-11	11	-0.081929411	-0.055393858	-0.031673069	-0.026535554
1934-11-12	11	-0.10574006	-0.081929411	-0.055393858	-0.023810649
1934-11-13	11	0.086287539	-0.10574006	-0.081929411	0.192027599
1934-11-14	11	0.53348332	0.086287539	-0.10574006	0.447195781
1934-11-15	11	0.719431354	0.53348332	0.086287539	0.185948034
1934-11-16	11	0.900998478	0.719431354	0.53348332	0.181567124
1934-11-17	11	1.113604524	0.900998478	0.719431354	0.212606046
1934-11-18	11	1.32515572	1.113604524	0.900998478	0.211551195
1934-11-19	11	1.314121125	1.32515572	1.113604524	-0.011034595
1934-11-20	11	1.063202893	1.314121125	1.32515572	-0.250918232
1934-11-21	11	0.773736699	1.063202893	1.314121125	-0.289466194
1934-11-22	11	0.82479187	0.773736699	1.063202893	0.051055171
1934-11-23	11	0.907268091	0.82479187	0.773736699	0.082476222
1934-11-24	11	0.923797393	0.907268091	0.82479187	0.016529302
1934-11-25	11	0.776114821	0.923797393	0.907268091	-0.147682572
1934-11-26	11	0.660408014	0.776114821	0.923797393	-0.115706808
1934-11-27	11	0.611217769	0.660408014	0.776114821	-0.049190244
1934-11-28	11	0.574123645	0.611217769	0.660408014	-0.037094124
1934-11-29	11	0.514225503	0.574123645	0.611217769	-0.059898142
1934-11-30	11	0.492383761	0.514225503	0.574123645	-0.021841742
1934-12-01	12	0.479685178	0.492383761	0.514225503	-0.012698583
1934-12-02	12	0.460329735	0.479685178	0.492383761	-0.019355443
1934-12-03	12	0.396442468	0.460329735	0.479685178	-0.063887267
1934-12-04	12	0.342953783	0.396442468	0.460329735	-0.053488685
1934-12-05	12	0.277877877	0.342953783	0.396442468	-0.065075906
1934-12-06	12	0.244084162	0.277877877	0.342953783	-0.033793715
1934-12-07	12	0.221592926	0.244084162	0.277877877	-0.022491236
1934-12-08	12	0.232697296	0.221592926	0.244084162	0.011104371
1934-12-09	12	0.232697296	0.232697296	0.221592926	0
1934-12-10	12	0.243679713	0.232697296	0.232697296	0.010982417
1934-12-11	12	0.265685002	0.243679713	0.232697296	0.022005289
1934-12-12	12	0.379635349	0.265685002	0.243679713	0.113950347
1934-12-13	12	0.99688025	0.379635349	0.265685002	0.617244901
1934-12-14	12	1.207372684	0.99688025	0.379635349	0.210492434
1934-12-15	12	1.270173585	1.207372684	0.99688025	0.062800901
1934-12-16	12	0.967892713	1.270173585	1.207372684	-0.302280872
1934-12-17	12	0.787921334	0.967892713	1.270173585	-0.179971379
1934-12-18	12	0.694487327	0.787921334	0.967892713	-0.093434007
1934-12-19	12	0.602778901	0.694487327	0.787921334	-0.091708426
1934-12-20	12	0.553564918	0.602778901	0.694487327	-0.049213983
1934-12-21	12	0.523442158	0.553564918	0.602778901	-0.030122759
1934-12-22	12	0.482874973	0.523442158	0.553564918	-0.040567185
1934-12-23	12	0.430575474	0.482874973	0.523442158	-0.052299499
1934-12-24	12	0.385971168	0.430575474	0.482874973	-0.044604306
1934-12-25	12	0.385971168	0.385971168	0.430575474	0
1934-12-26	12	0.482874973	0.385971168	0.385971168	0.096903806
1934-12-27	12	0.562427605	0.482874973	0.385971168	0.079552632
1934-12-28	12	0.691906681	0.562427605	0.482874973	0.129479075
1934-12-29	12	0.794938906	0.691906681	0.562427605	0.103032226
1934-12-30	12	0.820256714	0.794938906	0.691906681	0.025317808
1934-12-31	12	0.749639147	0.820256714	0.794938906	-0.070617567
1935-01-01	1	0.614014974	0.749639147	0.820256714	-0.135624173
1935-01-02	1	0.663071131	0.614014974	0.749639147	0.049056157
1935-01-03	1	1.51793905	0.663071131	0.614014974	0.854867919
1935-01-04	1	1.790518969	1.51793905	0.663071131	0.272579919
1935-01-05	1	1.884183445	1.790518969	1.51793905	0.093664476
1935-01-06	1	1.718198308	1.884183445	1.790518969	-0.165985137
1935-01-07	1	1.85392636	1.718198308	1.884183445	0.135728052
1935-01-08	1	2.030572993	1.85392636	1.718198308	0.176646633
1935-01-09	1	1.966937406	2.030572993	1.85392636	-0.063635587
1935-01-10	1	1.737456124	1.966937406	2.030572993	-0.229481282
1935-01-11	1	1.442786328	1.737456124	1.966937406	-0.294669796
1935-01-12	1	1.301559899	1.442786328	1.737456124	-0.141226429
1935-01-13	1	1.402980077	1.301559899	1.442786328	0.101420178
1935-01-14	1	1.542521294	1.402980077	1.301559899	0.139541216
1935-01-15	1	1.655140172	1.542521294	1.402980077	0.112618878
1935-01-16	1	1.729248144	1.655140172	1.542521294	0.074107972
1935-01-17	1	1.786203037	1.729248144	1.655140172	0.056954893
1935-01-18	1	1.738363977	1.786203037	1.729248144	-0.04783906
1935-01-19	1	1.553498352	1.738363977	1.786203037	-0.184865625
1935-01-20	1	1.311343345	1.553498352	1.738363977	-0.242155007
1935-01-21	1	1.187106986	1.311343345	1.553498352	-0.124236359
1935-01-22	1	1.130411643	1.187106986	1.311343345	-0.056695344
1935-01-23	1	1.138710446	1.130411643	1.187106986	0.008298803
1935-01-24	1	1.171233637	1.138710446	1.130411643	0.032523192
1935-01-25	1	1.218117223	1.171233637	1.138710446	0.046883586
1935-01-26	1	1.2407597	1.218117223	1.171233637	0.022642477
1935-01-27	1	1.2407597	1.2407597	1.218117223	0
1935-01-28	1	1.233269028	1.2407597	1.2407597	-0.007490672
1935-01-29	1	1.225721823	1.233269028	1.2407597	-0.007547206
1935-01-30	1	1.225721823	1.225721823	1.233269028	0
1935-01-31	1	1.2407597	1.225721823	1.225721823	0.015037877
1935-02-01	2	1.270173585	1.2407597	1.225721823	0.029413885
1935-02-02	2	1.29167979	1.270173585	1.2407597	0.021506205
1935-02-03	2	1.3127332	1.29167979	1.270173585	0.021053409
1935-02-04	2	1.379872502	1.3127332	1.29167979	0.067139303
1935-02-05	2	1.57616527	1.379872502	1.3127332	0.196292767
1935-02-06	2	1.756350074	1.57616527	1.379872502	0.180184804
1935-02-07	2	1.830203366	1.756350074	1.57616527	0.073853292
1935-02-08	2	1.797385949	1.830203366	1.756350074	-0.032817417
1935-02-09	2	1.6928805	1.797385949	1.830203366	-0.104505449
1935-02-10	2	1.607680483	1.6928805	1.797385949	-0.085200017
1935-02-11	2	1.503123964	1.607680483	1.6928805	-0.104556519
1935-02-12	2	1.460913712	1.503123964	1.607680483	-0.042210252
1935-02-13	2	1.432982328	1.460913712	1.503123964	-0.027931385
1935-02-14	2	1.392775907	1.432982328	1.460913712	-0.04020642
1935-02-15	2	1.315507126	1.392775907	1.432982328	-0.077268781
1935-02-16	2	1.233269028	1.315507126	1.392775907	-0.082238098
1935-02-17	2	1.202732304	1.233269028	1.315507126	-0.030536724
1935-02-18	2	1.233269028	1.202732304	1.233269028	0.030536724
1935-02-19	2	1.315507126	1.233269028	1.202732304	0.082238098
1935-02-20	2	1.356218311	1.315507126	1.233269028	0.040711185
1935-02-21	2	1.356218311	1.356218311	1.315507126	0
1935-02-22	2	1.3127332	1.356218311	1.356218311	-0.043485112
1935-02-23	2	1.262900826	1.3127332	1.356218311	-0.049832374
1935-02-24	2	1.194950164	1.262900826	1.3127332	-0.067950662
1935-02-25	2	1.115298005	1.194950164	1.262900826	-0.079652159
1935-02-26	2	1.080871197	1.115298005	1.194950164	-0.034426808
1935-02-27	2	1.225721823	1.080871197	1.115298005	0.144850625
1935-02-28	2	1.326526522	1.225721823	1.080871197	0.100804699
1935-03-01	3	1.373357821	1.326526522	1.225721823	0.0468313
1935-03-02	3	1.285989875	1.373357821	1.326526522	-0.087367947
1935-03-03	3	1.248194678	1.285989875	1.373357821	-0.037795196
1935-03-04	3	1.218117223	1.248194678	1.285989875	-0.030077455
1935-03-05	3	1.655140172	1.218117223	1.248194678	0.437022949
1935-03-06	3	1.915073932	1.655140172	1.218117223	0.25993376
1935-03-07	3	2.063887199	1.915073932	1.655140172	0.148813267
1935-03-08	3	1.891995985	2.063887199	1.915073932	-0.171891215
1935-03-09	3	1.678533051	1.891995985	2.063887199	-0.213462934
1935-03-10	3	1.523579223	1.678533051	1.891995985	-0.154953828
1935-03-11	3	1.460913712	1.523579223	1.678533051	-0.062665511
1935-03-12	3	1.523579223	1.460913712	1.523579223	0.062665511
1935-03-13	3	1.652177207	1.523579223	1.460913712	0.128597984
1935-03-14	3	1.727414963	1.652177207	1.523579223	0.075237756
1935-03-15	3	1.716344739	1.727414963	1.652177207	-0.011070224
1935-03-16	3	1.632196522	1.716344739	1.727414963	-0.084148217
1935-03-17	3	1.549121978	1.632196522	1.716344739	-0.083074544
1935-03-18	3	1.482241535	1.549121978	1.632196522	-0.066880443
1935-03-19	3	1.550217868	1.482241535	1.549121978	0.067976333
1935-03-20	3	1.659077185	1.550217868	1.482241535	0.108859317
1935-03-21	3	1.772265529	1.659077185	1.550217868	0.113188344
1935-03-22	3	1.806751705	1.772265529	1.659077185	0.034486176
1935-03-23	3	1.773142337	1.806751705	1.772265529	-0.033609368
1935-03-24	3	1.716344739	1.773142337	1.806751705	-0.056797598
1935-03-25	3	1.655140172	1.716344739	1.773142337	-0.061204567
1935-03-26	3	1.655140172	1.655140172	1.716344739	0
1935-03-27	3	1.690979358	1.655140172	1.655140172	0.035839187
1935-03-28	3	1.750091671	1.690979358	1.655140172	0.059112313
1935-03-29	3	1.842544123	1.750091671	1.690979358	0.092452452
1935-03-30	3	1.938374498	1.842544123	1.750091671	0.095830375
1935-03-31	3	1.998911711	1.938374498	1.842544123	0.060537213
1935-04-01	4	2.230689211	1.998911711	1.938374498	0.2317775
1935-04-02	4	2.651746674	2.230689211	1.998911711	0.421057463
1935-04-03	4	2.911278671	2.651746674	2.230689211	0.259531997
1935-04-04	4	2.9576455	2.911278671	2.651746674	0.046366829
1935-04-05	4	2.88539186	2.9576455	2.911278671	-0.07225364
1935-04-06	4	3.601332051	2.88539186	2.9576455	0.71594019
1935-04-07	4	3.773034039	3.601332051	2.88539186	0.171701988
1935-04-08	4	3.809147456	3.773034039	3.601332051	0.036113418
1935-04-09	4	3.250675179	3.809147456	3.773034039	-0.558472277
1935-04-10	4	2.954960935	3.250675179	3.809147456	-0.295714244
1935-04-11	4	2.826027251	2.954960935	3.250675179	-0.128933683
1935-04-12	4	2.766166863	2.826027251	2.954960935	-0.059860388
1935-04-13	4	2.960322878	2.766166863	2.826027251	0.194156014
1935-04-14	4	3.218151987	2.960322878	2.766166863	0.257829109
1935-04-15	4	3.331333082	3.218151987	2.960322878	0.113181095
1935-04-16	4	3.246667158	3.331333082	3.218151987	-0.084665924
1935-04-17	4	3.030028508	3.246667158	3.331333082	-0.21663865
1935-04-18	4	2.949570086	3.030028508	3.246667158	-0.080458422
1935-04-19	4	2.965656224	2.949570086	3.030028508	0.016086138
1935-04-20	4	2.981487689	2.965656224	2.949570086	0.015831465
1935-04-21	4	2.930469915	2.981487689	2.965656224	-0.051017774
1935-04-22	4	2.859112976	2.930469915	2.981487689	-0.071356939
1935-04-23	4	2.801258183	2.859112976	2.930469915	-0.057854793
1935-04-24	4	2.785460066	2.801258183	2.859112976	-0.015798117
1935-04-25	4	2.775859993	2.785460066	2.801258183	-0.009600074
1935-04-26	4	2.816810596	2.775859993	2.785460066	0.040950604
1935-04-27	4	2.913802862	2.816810596	2.775859993	0.096992266
1935-04-28	4	2.99707242	2.913802862	2.816810596	0.083269558
1935-04-29	4	2.968312268	2.99707242	2.913802862	-0.028760152
1935-04-30	4	2.837581044	2.968312268	2.99707242	-0.130731224
1935-05-01	5	2.661527588	2.837581044	2.968312268	-0.176053455
1935-05-02	5	2.56787429	2.661527588	2.837581044	-0.093653298
1935-05-03	5	2.54868905	2.56787429	2.661527588	-0.019185241
1935-05-04	5	2.606699042	2.54868905	2.56787429	0.058009993
1935-05-05	5	2.744505367	2.606699042	2.54868905	0.137806324
1935-05-06	5	2.860295708	2.744505367	2.606699042	0.115790342
1935-05-07	5	2.944150019	2.860295708	2.744505367	0.08385431
1935-05-08	5	2.960322878	2.944150019	2.860295708	0.016172859
1935-05-09	5	2.944150019	2.960322878	2.944150019	-0.016172859
1935-05-10	5	2.905363994	2.944150019	2.960322878	-0.038786025
1935-05-11	5	2.841202049	2.905363994	2.944150019	-0.064161944
1935-05-12	5	2.801258183	2.841202049	2.905363994	-0.039943866
1935-05-13	5	2.775859993	2.801258183	2.841202049	-0.025398191
1935-05-14	5	2.775859993	2.775859993	2.801258183	0
1935-05-15	5	2.740516	2.775859993	2.775859993	-0.035343993
1935-05-16	5	2.671570714	2.740516	2.775859993	-0.068945285
1935-05-17	5	2.623315739	2.671570714	2.740516	-0.048254976
1935-05-18	5	2.642604171	2.623315739	2.671570714	0.019288432
1935-05-19	5	2.723720173	2.642604171	2.623315739	0.081116003
1935-05-20	5	2.836371122	2.723720173	2.642604171	0.112650949
1935-05-21	5	2.922171112	2.836371122	2.723720173	0.08579999
1935-05-22	5	2.973603286	2.922171112	2.836371122	0.051432174
1935-05-23	5	2.941428929	2.973603286	2.922171112	-0.032174357
1935-05-24	5	2.935964434	2.941428929	2.973603286	-0.005464494
1935-05-25	5	2.922171112	2.935964434	2.941428929	-0.013793322
1935-05-26	5	2.916600067	2.922171112	2.935964434	-0.005571045
1935-05-27	5	2.859112976	2.916600067	2.922171112	-0.057487091
1935-05-28	5	2.751119147	2.859112976	2.916600067	-0.107993829
1935-05-29	5	2.619563389	2.751119147	2.859112976	-0.131555758
1935-05-30	5	2.521693545	2.619563389	2.751119147	-0.097869844
1935-05-31	5	2.541398616	2.521693545	2.619563389	0.019705071
1935-06-01	6	2.633748024	2.541398616	2.521693545	0.092349408
1935-06-02	6	2.714873569	2.633748024	2.541398616	0.081125545
1935-06-03	6	2.757689473	2.714873569	2.633748024	0.042815904
1935-06-04	6	2.782270271	2.757689473	2.714873569	0.024580798
1935-06-05	6	2.772639378	2.782270271	2.757689473	-0.009630893
1935-06-06	6	2.722364241	2.772639378	2.782270271	-0.050275137
1935-06-07	6	2.626307514	2.722364241	2.772639378	-0.096056727
1935-06-08	6	2.513367103	2.626307514	2.722364241	-0.112940411
1935-06-09	6	2.433324395	2.513367103	2.626307514	-0.080042708
1935-06-10	6	2.413195627	2.433324395	2.513367103	-0.020128767
1935-06-11	6	2.383174611	2.413195627	2.433324395	-0.030021016
1935-06-12	6	2.322311866	2.383174611	2.413195627	-0.060862745
1935-06-13	6	2.19512238	2.322311866	2.383174611	-0.127189486
1935-06-14	6	2.073019683	2.19512238	2.322311866	-0.122102697
1935-06-15	6	1.970541014	2.073019683	2.19512238	-0.102478669
1935-06-16	6	1.920383008	1.970541014	2.073019683	-0.050158006
1935-06-17	6	1.892773892	1.920383008	1.970541014	-0.027609116
1935-06-18	6	1.879466455	1.892773892	1.920383008	-0.013307437
1935-06-19	6	1.852308237	1.879466455	1.892773892	-0.027158219
1935-06-20	6	1.814349884	1.852308237	1.879466455	-0.037958352
1935-06-21	6	1.747397462	1.814349884	1.852308237	-0.066952422
1935-06-22	6	1.661039894	1.747397462	1.814349884	-0.086357569
1935-06-23	6	1.561111222	1.661039894	1.747397462	-0.099928672
1935-06-24	6	1.451286683	1.561111222	1.661039894	-0.109824539
1935-06-25	6	1.362845241	1.451286683	1.561111222	-0.088441442
1935-06-26	6	1.309951557	1.362845241	1.451286683	-0.052893684
1935-06-27	6	1.26581628	1.309951557	1.362845241	-0.044135277
1935-06-28	6	1.228747543	1.26581628	1.309951557	-0.037068736
1935-06-29	6	1.16642208	1.228747543	1.26581628	-0.062325463
1935-06-30	6	1.108506807	1.16642208	1.228747543	-0.057915273
1935-07-01	7	1.054250282	1.108506807	1.16642208	-0.054256526
1935-07-02	7	1.006358994	1.054250282	1.108506807	-0.047891288
1935-07-03	7	0.946088083	1.006358994	1.054250282	-0.060270911
1935-07-04	7	0.884084756	0.946088083	1.006358994	-0.062003327
1935-07-05	7	0.83380094	0.884084756	0.946088083	-0.050283816
1935-07-06	7	0.783215443	0.83380094	0.884084756	-0.050585497
1935-07-07	7	0.722443404	0.783215443	0.83380094	-0.060772038
1935-07-08	7	0.655060407	0.722443404	0.783215443	-0.067382997
1935-07-09	7	0.591415142	0.655060407	0.722443404	-0.063645265
1935-07-10	7	0.526495596	0.591415142	0.655060407	-0.064919546
1935-07-11	7	0.482874973	0.526495596	0.591415142	-0.043620622
1935-07-12	7	0.466823264	0.482874973	0.526495596	-0.016051709
1935-07-13	7	0.466823264	0.466823264	0.482874973	0
1935-07-14	7	0.482874973	0.466823264	0.466823264	0.016051709
1935-07-15	7	0.51730717	0.482874973	0.466823264	0.034432196
1935-07-16	7	0.491752647	0.51730717	0.482874973	-0.025554522
1935-07-17	7	0.43992758	0.491752647	0.51730717	-0.051825068
1935-07-18	7	0.336707207	0.43992758	0.491752647	-0.103220372
1935-07-19	7	0.288377681	0.336707207	0.43992758	-0.048329526
1935-07-20	7	0.207851298	0.288377681	0.336707207	-0.080526384
1935-07-21	7	0.115680838	0.207851298	0.288377681	-0.09217046
1935-07-22	7	-0.022656832	0.115680838	0.207851298	-0.13833767
1935-07-23	7	-0.144341344	-0.022656832	0.115680838	-0.121684512
1935-07-24	7	-0.261900791	-0.144341344	-0.022656832	-0.117559447
1935-07-25	7	-0.329888132	-0.261900791	-0.144341344	-0.067987341
1935-07-26	7	-0.36942476	-0.329888132	-0.261900791	-0.039536628
1935-07-27	7	-0.402837131	-0.36942476	-0.329888132	-0.033412372
1935-07-28	7	-0.435009384	-0.402837131	-0.36942476	-0.032172253
1935-07-29	7	-0.508626739	-0.435009384	-0.402837131	-0.073617355
1935-07-30	7	-0.556987811	-0.508626739	-0.435009384	-0.048361072
1935-07-31	7	-0.584386785	-0.556987811	-0.508626739	-0.027398974
1935-08-01	8	-0.593689178	-0.584386785	-0.556987811	-0.009302393
1935-08-02	8	-0.612557662	-0.593689178	-0.584386785	-0.018868484
1935-08-03	8	-0.691807034	-0.612557662	-0.593689178	-0.079249372
1935-08-04	8	-0.712641121	-0.691807034	-0.612557662	-0.020834087
1935-08-05	8	-0.712641121	-0.712641121	-0.691807034	0
1935-08-06	8	-0.691807034	-0.712641121	-0.712641121	0.020834087
1935-08-07	8	-0.727487629	-0.691807034	-0.712641121	-0.035680595
1935-08-08	8	-0.770047243	-0.727487629	-0.691807034	-0.042559614
1935-08-09	8	-0.79602273	-0.770047243	-0.727487629	-0.025975486
1935-08-10	8	-0.811008601	-0.79602273	-0.770047243	-0.014985871
1935-08-11	8	-0.833323091	-0.811008601	-0.79602273	-0.02231449
1935-08-12	8	-0.829766478	-0.833323091	-0.811008601	0.003556613
1935-08-13	8	-0.900874857	-0.829766478	-0.833323091	-0.071108379
1935-08-14	8	-0.974689646	-0.900874857	-0.829766478	-0.073814789
1935-08-15	8	-1.069316065	-0.974689646	-0.900874857	-0.094626419
1935-08-16	8	-1.003838135	-1.069316065	-0.974689646	0.065477929
1935-08-17	8	-0.930535316	-1.003838135	-1.069316065	0.073302819
1935-08-18	8	-0.930535316	-0.930535316	-1.003838135	0
1935-08-19	8	-0.963805185	-0.930535316	-0.930535316	-0.033269868
1935-08-20	8	-0.999621685	-0.963805185	-0.930535316	-0.035816501
1935-08-21	8	-0.965159281	-0.999621685	-0.963805185	0.034462404
1935-08-22	8	-0.88950392	-0.965159281	-0.999621685	0.075655361
1935-08-23	8	-0.88950392	-0.88950392	-0.965159281	0
1935-08-24	8	-0.945037878	-0.88950392	-0.88950392	-0.055533958
1935-08-25	8	-1.120213711	-0.945037878	-0.88950392	-0.175175834
1935-08-26	8	-1.155644148	-1.120213711	-0.945037878	-0.035430437
1935-08-27	8	-1.117054151	-1.155644148	-1.120213711	0.038589997
1935-08-28	8	-0.987077967	-1.117054151	-1.155644148	0.129976184
1935-08-29	8	-0.920118555	-0.987077967	-1.117054151	0.066959411
1935-08-30	8	-0.93841972	-0.920118555	-0.987077967	-0.018301164
1935-08-31	8	-1.047010307	-0.93841972	-0.920118555	-0.108590587
1935-09-01	9	-1.178862438	-1.047010307	-0.93841972	-0.131852131
1935-09-02	9	-1.226981687	-1.178862438	-1.047010307	-0.048119248
1935-09-03	9	-1.216473709	-1.226981687	-1.178862438	0.010507978
1935-09-04	9	-1.140997833	-1.216473709	-1.226981687	0.075475876
1935-09-05	9	-1.087525976	-1.140997833	-1.216473709	0.053471857
1935-09-06	9	-1.072328115	-1.087525976	-1.140997833	0.015197861
1935-09-07	9	-1.124971849	-1.072328115	-1.087525976	-0.052643733
1935-09-08	9	-1.170508171	-1.124971849	-1.072328115	-0.045536322
1935-09-09	9	-1.162223119	-1.170508171	-1.124971849	0.008285052
1935-09-10	9	-1.115478107	-1.162223119	-1.170508171	0.046745013
1935-09-11	9	-1.042608246	-1.115478107	-1.162223119	0.072869861
1935-09-12	9	-0.981553091	-1.042608246	-1.115478107	0.061055155
1935-09-13	9	-0.978802057	-0.981553091	-1.042608246	0.002751033
1935-09-14	9	-1.032411508	-0.978802057	-0.981553091	-0.053609451
1935-09-15	9	-1.152370823	-1.032411508	-0.978802057	-0.119959315
1935-09-16	9	-1.178862438	-1.152370823	-1.032411508	-0.026491615
1935-09-17	9	-1.123383286	-1.178862438	-1.152370823	0.055479152
1935-09-18	9	-1.038225478	-1.123383286	-1.178862438	0.085157808
1935-09-19	9	-0.93315655	-1.038225478	-1.123383286	0.105068928
1935-09-20	9	-0.957062071	-0.93315655	-1.038225478	-0.023905521
1935-09-21	9	-0.988463968	-0.957062071	-0.93315655	-0.031401898
1935-09-22	9	-1.121797243	-0.988463968	-0.957062071	-0.133333275
1935-09-23	9	-1.090593463	-1.121797243	-0.988463968	0.03120378
1935-09-24	9	-1.049955818	-1.090593463	-1.121797243	0.040637646
1935-09-25	9	-0.973322592	-1.049955818	-1.090593463	0.076633226
1935-09-26	9	-0.966515213	-0.973322592	-1.049955818	0.006807378
1935-09-27	9	-0.943710737	-0.966515213	-0.973322592	0.022804476
1935-09-28	9	-1.032411508	-0.943710737	-0.966515213	-0.08870077
1935-09-29	9	-0.982931451	-1.032411508	-0.943710737	0.049480057
1935-09-30	9	-0.969232606	-0.982931451	-1.032411508	0.013698844
1935-10-01	10	-0.75017904	-0.969232606	-0.982931451	0.219053566
1935-10-02	10	-0.597434501	-0.75017904	-0.969232606	0.152744539
1935-10-03	10	-0.451086901	-0.597434501	-0.75017904	0.1463476
1935-10-04	10	-0.489076606	-0.451086901	-0.597434501	-0.037989705
1935-10-05	10	-0.494986289	-0.489076606	-0.451086901	-0.005909684
1935-10-06	10	-0.554288754	-0.494986289	-0.489076606	-0.059302465
1935-10-07	10	-0.548912397	-0.554288754	-0.494986289	0.005376357
1935-10-08	10	-0.625015897	-0.548912397	-0.554288754	-0.0761035
1935-10-09	10	-0.645474477	-0.625015897	-0.548912397	-0.02045858
1935-10-10	10	-0.588097365	-0.645474477	-0.625015897	0.057377113
1935-10-11	10	-0.431824668	-0.588097365	-0.645474477	0.156272697
1935-10-12	10	-0.282226694	-0.431824668	-0.588097365	0.149597974
1935-10-13	10	-0.089803468	-0.282226694	-0.431824668	0.192423226
1935-10-14	10	0.074379802	-0.089803468	-0.282226694	0.164183269
1935-10-15	10	0.185378442	0.074379802	-0.089803468	0.11099864
1935-10-16	10	0.145128039	0.185378442	0.074379802	-0.040250403
1935-10-17	10	0.009042367	0.145128039	0.185378442	-0.136085672
1935-10-18	10	-0.143745218	0.009042367	0.145128039	-0.152787585
1935-10-19	10	-0.263243073	-0.143745218	0.009042367	-0.119497854
1935-10-20	10	-0.301577678	-0.263243073	-0.143745218	-0.038334605
1935-10-21	10	-0.301577678	-0.301577678	-0.263243073	0
1935-10-22	10	-0.226323916	-0.301577678	-0.301577678	0.075253762
1935-10-23	10	-0.237388136	-0.226323916	-0.301577678	-0.01106422
1935-10-24	10	-0.262571707	-0.237388136	-0.226323916	-0.025183571
1935-10-25	10	-0.25989074	-0.262571707	-0.237388136	0.002680967
1935-10-26	10	-0.243295603	-0.25989074	-0.262571707	0.016595137
1935-10-27	10	-0.249238176	-0.243295603	-0.25989074	-0.005942573
1935-10-28	10	-0.297399399	-0.249238176	-0.243295603	-0.048161223
1935-10-29	10	-0.303673382	-0.297399399	-0.249238176	-0.006273984
1935-10-30	10	-0.248576143	-0.303673382	-0.297399399	0.055097239
1935-10-31	10	-0.114962027	-0.248576143	-0.303673382	0.133614116
1935-11-01	11	0.065717572	-0.114962027	-0.248576143	0.1806796
1935-11-02	11	0.137059865	0.065717572	-0.114962027	0.071342292
1935-11-03	11	0.146912161	0.137059865	0.065717572	0.009852296
1935-11-04	11	0.083442587	0.146912161	0.137059865	-0.063469574
1935-11-05	11	0.083442587	0.083442587	0.146912161	0
1935-11-06	11	0.072941297	0.083442587	0.083442587	-0.01050129
1935-11-07	11	0.083917308	0.072941297	0.083442587	0.010976011
