season	obs	residual																													
1	1.788435261	0.686906005	0.691782995	0.635058975	0.635071725	0.691944036	0.633364113	0.633732856	0.697852959	0.68879324	0.698338761	0.684532576	0.659813672	0.654196273	0.634293249	0.673213091	0.661304305	0.634412981	0.675671121	0.633970784	0.662976178	0.634320455	0.665580702	0.694107394	0.663203912	0.655513861	0.681523513	0.634993213	0.682468051	0.662202955	0.692278481
1	1.605235809	0.652742198	0.618104021	0.648886506	0.641438138	0.652750705	0.642199538	0.65273962	0.652748836	0.652750705	0.652744077	0.620149369	0.647833828	0.652748453	0.619488342	0.640503466	0.652646516	0.640093915	0.651919553	0.652748836	0.652748453	0.635551326	0.652749718	0.618849144	0.646667775	0.652750705	0.619246819	0.652750705	0.619676544	0.652740278	0.652754564
1	1.424514031	0.604086162	0.60408554	0.602385794	0.604086495	0.60408554	0.604088815	0.60408554	0.587335432	0.60408554	0.604088818	0.60408554	0.604081741	0.602731226	0.60408092	0.604081741	0.537772137	0.60408554	0.604081741	0.60408092	0.538745485	0.60408092	0.604065301	0.604088815	0.604073328	0.604088814	0.602527495	0.603448108	0.51737104	0.60408554	0.538356491
1	1.426358081	0.623429465	0.594950788	0.581617793	0.622166097	0.581844477	0.597082964	0.62343433	0.616897938	0.581583048	0.58188352	0.623434116	0.623135571	0.595184662	0.62343433	0.594882448	0.618991002	0.61393059	0.581743961	0.619477522	0.620763951	0.623416469	0.623429522	0.616712967	0.623434666	0.620791304	0.619226479	0.573678121	0.623426127	0.623434667	0.623429522
1	1.794530435	0.801720765	0.801706564	0.768295709	0.801712507	0.768327373	0.801727186	0.801712507	0.80170822	0.801729105	0.801712507	0.80146782	0.768327373	0.763783803	0.801719013	0.801731544	0.801719013	0.768295451	0.768282859	0.801712507	0.801727744	0.801719013	0.768286771	0.800709963	0.801685198	0.775022141	0.768289233	0.801729105	0.801712507	0.801712507	0.763726714
1	2.214106113	1.004035506	0.997076082	0.963977773	1.003955306	0.954142437	0.963972306	0.993132168	0.93346426	0.963967374	1.005508479	1.004978058	1.005508479	0.98600804	0.963979746	1.003442703	0.95191548	0.962583186	1.003440959	1.003442229	1.002750882	0.997079311	1.002745964	1.005411213	0.978116032	0.963975022	1.003441365	0.986006021	1.004978649	1.005274098	1.005486601
1	3.052244566	1.29362469	1.265837544	1.325769787	1.368170537	1.291478472	1.298248147	1.326304164	1.402261104	1.370153578	1.323145488	1.293448578	1.363101577	1.374080743	1.323766052	1.290728463	1.261048131	1.402261104	1.322702271	1.298947522	1.375062449	1.402261104	1.354982351	1.292855799	1.371225918	1.290237149	1.331171406	1.368012572	1.325412153	1.322679806	1.323000956
1	3.778575858	1.418390359	1.605983358	1.543687765	1.611148793	1.470576315	1.513119366	1.473850603	1.615173664	1.371355425	1.50287203	1.580276438	1.483295558	1.617534975	1.469822027	1.316659916	1.612523292	1.469590801	1.542087924	1.469586863	1.477158004	1.371192386	1.606776278	1.470017103	1.403702969	1.473054609	1.399779296	1.614392714	1.408648608	1.311786665	1.607732931
1	4.373506618	1.463024041	1.570788738	1.416196364	1.576651298	1.511805383	1.475817364	1.473942132	1.496296646	1.71656902	1.657261303	1.572782388	1.473971063	1.557005309	1.549607375	1.555971954	1.721603421	1.504801569	1.508983709	1.572622057	1.507317553	1.665790702	1.49499423	1.458693836	1.498880387	1.723573595	1.555535559	1.723062138	1.472193692	1.716352513	1.504574662
1	4.636408967	1.139572098	1.090841437	1.535629993	1.340863232	1.537343033	1.540928597	1.537703498	1.538858901	1.181405444	1.186192553	1.241902375	1.364983467	1.497931022	1.535612817	1.497272157	1.355383043	1.550240121	1.567720605	1.46909285	1.511675826	1.506197958	1.552458764	1.537978098	1.559497587	1.508570201	1.450369856	1.471349561	1.342270992	1.182856697	1.338471103
