date	season	obs	yest.obs	four.day.obs	seven.day.obs	sixty.obs	cur.change.obs	forty.change.obs
1915-01-01	1	-0.172767812	2.48490665	0	0	0	-0.172767812	0
1915-01-02	1	0.046687967	-0.172767812	0	0	0	0.046687967	0
1915-01-03	1	0.209945539	0.046687967	2.48490665	0	0	-2.27496111	0
1915-01-04	1	0.264893236	0.209945539	-0.172767812	0	0	0.437661048	0
1915-01-05	1	0.167203991	0.264893236	0.046687967	0	0	0.120516025	0
1915-01-06	1	0.420457344	0.167203991	0.209945539	2.48490665	0	0.210511804	0
1915-01-07	1	0.8936339	0.420457344	0.264893236	-0.172767812	0	0.628740664	0
1915-01-08	1	1.094784465	0.8936339	0.167203991	0.046687967	0	0.927580474	0
1915-01-09	1	0.973757833	1.094784465	0.420457344	0.209945539	0	0.553300489	0
1915-01-10	1	0.719933993	0.973757833	0.8936339	0.264893236	0	-0.173699907	0
1915-01-11	1	0.553564918	0.719933993	1.094784465	0.167203991	0	-0.541219547	0
1915-01-12	1	1.506562363	0.553564918	0.973757833	0.420457344	0	0.53280453	0
1915-01-13	1	1.662019806	1.506562363	0.719933993	0.8936339	0	0.942085813	0
1915-01-14	1	1.730163476	1.662019806	0.553564918	1.094784465	0	1.176598558	0
1915-01-15	1	1.128743586	1.730163476	1.506562363	0.973757833	0	-0.377818778	0
1915-01-16	1	0.797267196	1.128743586	1.662019806	0.719933993	0	-0.864752609	0
1915-01-17	1	0.582806767	0.797267196	1.730163476	0.553564918	0	-1.147356708	0
1915-01-18	1	0.450509689	0.582806767	1.128743586	1.506562363	0	-0.678233897	0
1915-01-19	1	0.357499494	0.450509689	0.797267196	1.662019806	0	-0.439767702	0
1915-01-20	1	0.313211814	0.357499494	0.582806767	1.730163476	0	-0.269594954	0
1915-01-21	1	0.290310049	0.313211814	0.450509689	1.128743586	0	-0.16019964	0
1915-01-22	1	0.250934884	0.290310049	0.357499494	0.797267196	0	-0.10656461	0
1915-01-23	1	0.218278921	0.250934884	0.313211814	0.582806767	0	-0.094932892	0
1915-01-24	1	0.242870324	0.218278921	0.290310049	0.450509689	0	-0.047439725	0
1915-01-25	1	0.286441572	0.242870324	0.250934884	0.357499494	0	0.035506688	0
1915-01-26	1	0.766568209	0.286441572	0.218278921	0.313211814	0	0.548289288	0
1915-01-27	1	1.246712098	0.766568209	0.242870324	0.290310049	0	1.003841774	0
1915-01-28	1	1.529187763	1.246712098	0.286441572	0.250934884	0	1.24274619	0
1915-01-29	1	1.670796069	1.529187763	0.766568209	0.218278921	0	0.904227859	0
1915-01-30	1	2.33638245	1.670796069	1.246712098	0.242870324	0	1.089670351	0
1915-01-31	1	3.028531128	2.33638245	1.529187763	0.286441572	0	1.499343365	0
1915-02-01	2	3.316462919	3.028531128	1.670796069	0.766568209	0	1.645666851	0
1915-02-02	2	3.223509511	3.316462919	2.33638245	1.246712098	0	0.887127061	0
1915-02-03	2	2.778749704	3.223509511	3.028531128	1.529187763	0	-0.249781424	0
1915-02-04	2	2.224569581	2.778749704	3.316462919	1.670796069	0	-1.091893338	0
1915-02-05	2	2.085923088	2.224569581	3.223509511	2.33638245	0	-1.137586423	0
1915-02-06	2	2.252631945	2.085923088	2.778749704	3.028531128	0	-0.526117759	0
1915-02-07	2	2.862067188	2.252631945	2.224569581	3.316462919	0	0.637497607	0
1915-02-08	2	3.09425526	2.862067188	2.085923088	3.223509511	0	1.008332172	0
1915-02-09	2	3.140860313	3.09425526	2.252631945	2.778749704	0	0.888228368	3.313628125
1915-02-10	2	2.793390322	3.140860313	2.862067188	2.224569581	0	-0.068676866	2.746702356
1915-02-11	2	2.390764781	2.793390322	3.09425526	2.085923088	0	-0.703490479	2.180819241
1915-02-12	2	2.019673702	2.390764781	3.140860313	2.252631945	0	-1.121186611	1.754780466
1915-02-13	2	1.810980041	2.019673702	2.793390322	2.862067188	0	-0.982410281	1.64377605
1915-02-14	2	1.732904455	1.810980041	2.390764781	3.09425526	0	-0.657860325	1.312447111
1915-02-15	2	2.284143231	1.732904455	2.019673702	3.140860313	0	0.264469528	1.39050933
1915-02-16	2	2.891711904	2.284143231	1.810980041	2.793390322	0	1.080731863	1.796927439
1915-02-17	2	3.122841807	2.891711904	1.732904455	2.390764781	0	1.389937352	2.149083975
1915-02-18	2	3.081072395	3.122841807	2.284143231	2.019673702	0	0.796929164	2.361138402
1915-02-19	2	2.799375534	3.081072395	2.891711904	1.810980041	0	-0.09233637	2.245810617
1915-02-20	2	2.627800051	2.799375534	3.122841807	1.732904455	0	-0.495041756	1.121237688
1915-02-21	2	2.475884009	2.627800051	3.081072395	2.284143231	0	-0.605188385	0.813864204
1915-02-22	2	2.320792494	2.475884009	2.799375534	2.891711904	0	-0.478583041	0.590629018
1915-02-23	2	2.196271145	2.320792494	2.627800051	3.122841807	0	-0.431528906	1.067527559
1915-02-24	2	2.087844318	2.196271145	2.475884009	3.081072395	0	-0.388039691	1.290577122
1915-02-25	2	2.021726389	2.087844318	2.320792494	2.799375534	0	-0.299066105	1.438919621
1915-02-26	2	2.19512238	2.021726389	2.196271145	2.627800051	0	-0.001148765	1.744612691
1915-02-27	2	2.265034369	2.19512238	2.087844318	2.475884009	0	0.177190051	1.907534875
1915-02-28	2	2.30392524	2.265034369	2.021726389	2.320792494	0	0.282198851	1.990713426
1915-03-01	3	2.059947601	2.30392524	2.19512238	2.196271145	0	-0.135174778	1.769637552
1915-03-02	3	1.905906565	2.059947601	2.265034369	2.087844318	1.529187763	-0.359127804	1.654971681
1915-03-03	3	1.74198717	1.905906565	2.30392524	2.021726389	1.670796069	-0.56193807	1.523708249
1915-03-04	3	1.662998758	1.74198717	2.059947601	2.19512238	2.33638245	-0.396948843	1.420128434
1915-03-05	3	1.584666915	1.662998758	1.905906565	2.265034369	3.028531128	-0.32123965	1.298225343
1915-03-06	3	1.519069633	1.584666915	1.74198717	2.30392524	3.316462919	-0.222917537	0.752501423
1915-03-07	3	1.472818615	1.519069633	1.662998758	2.059947601	3.223509511	-0.190180143	0.226106516
1915-03-08	3	1.454907688	1.472818615	1.584666915	1.905906565	2.778749704	-0.129759227	-0.074280074
1915-03-09	3	1.442786328	1.454907688	1.519069633	1.74198717	2.224569581	-0.076283305	-0.228009741
1915-03-10	3	1.420590595	1.442786328	1.472818615	1.662998758	2.085923088	-0.052228019	-0.915791854
1915-03-11	3	1.385053861	1.420590595	1.454907688	1.584666915	2.252631945	-0.069853827	-1.643477267
1915-03-12	3	1.435442354	1.385053861	1.442786328	1.519069633	2.862067188	-0.007343974	-1.881020566
1915-03-13	3	1.504271411	1.435442354	1.420590595	1.472818615	3.09425526	0.083680816	-1.719238099
1915-03-14	3	1.644232775	1.504271411	1.385053861	1.454907688	3.140860313	0.259178914	-1.134516929
1915-03-15	3	1.744695975	1.644232775	1.435442354	1.442786328	2.793390322	0.309253621	-0.479873606
1915-03-16	3	1.873935031	1.744695975	1.504271411	1.420590595	2.390764781	0.369663619	-0.211988057
1915-03-17	3	1.926416209	1.873935031	1.644232775	1.385053861	2.019673702	0.282183433	-0.326215736
1915-03-18	3	1.978423534	1.926416209	1.744695975	1.435442354	1.810980041	0.233727559	-0.883643654
1915-03-19	3	1.98695237	1.978423534	1.873935031	1.504271411	1.732904455	0.11301734	-1.107302889
1915-03-20	3	1.99540908	1.98695237	1.926416209	1.644232775	2.284143231	0.068992871	-1.145451233
1915-03-21	3	2.064542293	1.99540908	1.978423534	1.744695975	2.891711904	0.086118759	-0.728848029
1915-03-22	3	2.168329863	2.064542293	1.98695237	1.873935031	3.122841807	0.181377493	-0.222434918
1915-03-23	3	2.254258403	2.168329863	1.99540908	1.926416209	3.081072395	0.258849322	0.2345847
1915-03-24	3	2.268244645	2.254258403	2.064542293	1.978423534	2.799375534	0.203702352	0.457264603
1915-03-25	3	2.239524166	2.268244645	2.168329863	1.98695237	2.627800051	0.071194303	0.506619711
1915-03-26	3	2.343344188	2.239524166	2.254258403	1.99540908	2.475884009	0.089085786	0.059200958
1915-03-27	3	2.554724071	2.343344188	2.268244645	2.064542293	2.320792494	0.286479426	-0.336987833
1915-03-28	3	2.596748712	2.554724071	2.239524166	2.168329863	2.196271145	0.357224545	-0.526093096
1915-03-29	3	2.495226972	2.596748712	2.343344188	2.254258403	2.087844318	0.151882784	-0.585845422
1915-03-30	3	2.226799236	2.495226972	2.554724071	2.268244645	2.021726389	-0.327924835	-0.572576298
1915-03-31	3	2.118712911	2.226799236	2.596748712	2.239524166	2.19512238	-0.478035801	-0.509087141
1915-04-01	4	2.18239809	2.118712911	2.495226972	2.343344188	2.265034369	-0.312828882	-0.293485919
1915-04-02	4	2.295123733	2.18239809	2.226799236	2.554724071	2.30392524	0.068324497	-0.02566876
1915-04-03	4	2.440994182	2.295123733	2.118712911	2.596748712	2.059947601	0.322281272	0.244723037
1915-04-04	4	2.440994182	2.440994182	2.18239809	2.495226972	1.905906565	0.258596092	0.353149864
1915-04-05	4	2.344334778	2.440994182	2.295123733	2.226799236	1.74198717	0.049211045	0.322608389
1915-04-06	4	2.196845033	2.344334778	2.440994182	2.118712911	1.662998758	-0.244149149	0.001722653
1915-04-07	4	2.134102565	2.196845033	2.440994182	2.18239809	1.584666915	-0.306891617	-0.130931804
1915-04-08	4	2.134102565	2.134102565	2.344334778	2.295123733	1.519069633	-0.210232213	-0.169822675
1915-04-09	4	2.340366519	2.134102565	2.196845033	2.440994182	1.472818615	0.143521486	0.280418917
1915-04-10	4	2.486246796	2.340366519	2.134102565	2.440994182	1.454907688	0.352144231	0.580340232
1915-04-11	4	2.674777558	2.486246796	2.134102565	2.344334778	1.442786328	0.540674994	0.932790389
1915-04-12	4	2.662968511	2.674777558	2.340366519	2.196845033	1.420590595	0.322601992	0.999969753
1915-04-13	4	2.705603116	2.662968511	2.486246796	2.134102565	1.385053861	0.21935632	1.120936201
1915-04-14	4	2.739516166	2.705603116	2.674777558	2.134102565	1.435442354	0.064738608	1.220446534
1915-04-15	4	2.850197612	2.739516166	2.662968511	2.340366519	1.504271411	0.187229102	1.377378997
1915-04-16	4	2.916600067	2.850197612	2.705603116	2.486246796	1.644232775	0.21099695	1.461692379
1915-04-17	4	2.9576455	2.916600067	2.739516166	2.674777558	1.744695975	0.218129334	1.514859172
1915-04-18	4	2.989310415	2.9576455	2.850197612	2.662968511	1.873935031	0.139112802	1.568719819
1915-04-19	4	2.960322878	2.989310415	2.916600067	2.705603116	1.926416209	0.043722811	1.575269017
1915-04-20	4	2.879611498	2.960322878	2.9576455	2.739516166	1.978423534	-0.078034003	1.444169144
1915-04-21	4	2.755066521	2.879611498	2.989310415	2.850197612	1.98695237	-0.234243894	1.25079511
1915-04-22	4	2.626680857	2.755066521	2.960322878	2.916600067	1.99540908	-0.333642021	0.982448082
1915-04-23	4	2.503282984	2.626680857	2.879611498	2.9576455	2.064542293	-0.376328514	0.758587009
1915-04-24	4	2.352715404	2.503282984	2.755066521	2.989310415	2.168329863	-0.402351117	0.478780373
1915-04-25	4	2.29668258	2.352715404	2.626680857	2.960322878	2.254258403	-0.329998277	0.370266371
1915-04-26	4	2.400172188	2.29668258	2.503282984	2.879611498	2.268244645	-0.103110796	0.421748654
1915-04-27	4	2.544240104	2.400172188	2.352715404	2.755066521	2.239524166	0.1915247	0.557287734
1915-04-28	4	2.672640805	2.544240104	2.29668258	2.626680857	2.343344188	0.375958226	0.677231725
1915-04-29	4	2.594823783	2.672640805	2.400172188	2.503282984	2.554724071	0.194651596	0.53028149
1915-04-30	4	2.43513435	2.594823783	2.544240104	2.352715404	2.596748712	-0.109105754	0.266804487
1915-05-01	5	2.182979993	2.43513435	2.672640805	2.29668258	2.495226972	-0.489660813	-0.07127841
1915-05-02	5	2.047368819	2.182979993	2.594823783	2.400172188	2.226799236	-0.547454964	-0.220875825
1915-05-03	5	1.96982133	2.047368819	2.43513435	2.544240104	2.118712911	-0.46531302	-0.269702836
1915-05-04	5	1.952391695	1.96982133	2.182979993	2.672640805	2.18239809	-0.230588298	-0.390952493
1915-05-05	5	2.01349024	1.952391695	2.047368819	2.594823783	2.295123733	-0.033878579	-0.541233831
1915-05-06	5	2.104342154	2.01349024	1.96982133	2.43513435	2.440994182	0.134520824	-0.492406557
1915-05-07	5	2.226242288	2.104342154	1.952391695	2.182979993	2.440994182	0.273850593	-0.268984684
1915-05-08	5	3.07346056	2.226242288	2.01349024	2.047368819	2.344334778	1.059970319	0.846661323
1915-05-09	5	3.581273052	3.07346056	2.104342154	1.96982133	2.196845033	1.476930898	1.462560142
1915-05-10	5	3.989751291	3.581273052	2.226242288	1.952391695	2.134102565	1.763509003	1.807353201
1915-05-11	5	4.021708898	3.989751291	3.07346056	2.01349024	2.134102565	0.948248339	1.726585165
1915-05-12	5	3.972409816	4.021708898	3.581273052	2.104342154	2.340366519	0.391136764	1.531415634
1915-05-13	5	3.784826628	3.972409816	3.989751291	2.226242288	2.486246796	-0.204924663	1.343832446
1915-05-14	5	3.644067706	3.784826628	4.021708898	3.07346056	2.674777558	-0.377641192	1.299732928
1915-05-15	5	3.525272012	3.644067706	3.972409816	3.581273052	2.662968511	-0.447137805	1.328426979
1915-05-16	5	3.469007173	3.525272012	3.784826628	3.989751291	2.705603116	-0.315819455	1.334904608
1915-05-17	5	3.424628486	3.469007173	3.644067706	4.021708898	2.739516166	-0.21943922	1.290525921
1915-05-18	5	3.351425082	3.424628486	3.525272012	3.972409816	2.850197612	-0.17384693	1.011058563
1915-05-19	5	3.214011195	3.351425082	3.469007173	3.784826628	2.916600067	-0.254995979	0.727764398
1915-05-20	5	3.061933054	3.214011195	3.424628486	3.644067706	2.9576455	-0.362695432	0.387155496
1915-05-21	5	2.962993106	3.061933054	3.351425082	3.525272012	2.989310415	-0.388431976	0.300024596
1915-05-22	5	2.922171112	2.962993106	3.214011195	3.469007173	2.960322878	-0.291840083	0.216567996
1915-05-23	5	2.930469915	2.922171112	3.061933054	3.424628486	2.879611498	-0.13146314	0.190953749
1915-05-24	5	2.90818487	2.930469915	2.962993106	3.351425082	2.755066521	-0.054808236	0.057987258
1915-05-25	5	2.916600067	2.90818487	2.922171112	3.214011195	2.626680857	-0.005571045	0
1915-05-26	5	3.01241799	2.916600067	2.930469915	3.061933054	2.503282984	0.081948075	0.05477249
1915-05-27	5	3.125111956	3.01241799	2.90818487	2.962993106	2.352715404	0.216927086	0.135801541
1915-05-28	5	3.16729357	3.125111956	2.916600067	2.922171112	2.29668258	0.250693503	0.206970692
1915-05-29	5	3.129636851	3.16729357	3.01241799	2.930469915	2.400172188	0.117218861	0.250025353
1915-05-30	5	3.109111615	3.129636851	3.125111956	2.90818487	2.544240104	-0.016000341	0.354045094
1915-05-31	5	3.109111615	3.109111615	3.16729357	2.916600067	2.672640805	-0.058181955	0.482430758
1915-06-01	6	3.064345601	3.109111615	3.129636851	3.01241799	2.594823783	-0.06529125	0.561062617
1915-06-02	6	2.960322878	3.064345601	3.109111615	3.125111956	2.43513435	-0.148788737	0.607607474
1915-06-03	6	2.867949558	2.960322878	3.109111615	3.16729357	2.182979993	-0.241162057	0.571266978
1915-06-04	6	2.847208074	2.867949558	3.064345601	3.129636851	2.047368819	-0.217137527	0.447035886
1915-06-05	6	2.899698256	2.847208074	2.960322878	3.109111615	1.96982133	-0.060624622	0.355458152
1915-06-06	6	2.960322878	2.899698256	2.867949558	3.109111615	1.952391695	0.09237332	0.287682072
1915-06-07	6	2.989310415	2.960322878	2.847208074	3.064345601	2.01349024	0.142102341	0.394486632
1915-06-08	6	2.949570086	2.989310415	2.899698256	2.960322878	2.104342154	0.04987183	0.514435736
1915-06-09	6	2.867949558	2.949570086	2.960322878	2.867949558	2.226242288	-0.09237332	0.684969565
1915-06-10	6	2.735171966	2.867949558	2.989310415	2.847208074	3.07346056	-0.254138449	0.687803146
1915-06-11	6	2.592895142	2.735171966	2.949570086	2.899698256	3.581273052	-0.356674944	0.623073812
1915-06-12	6	2.459253429	2.592895142	2.867949558	2.960322878	3.989751291	-0.408696129	0.506861734
1915-06-13	6	2.40391051	2.459253429	2.735171966	2.989310415	4.021708898	-0.331261456	0.390420269
1915-06-14	6	2.40391051	2.40391051	2.592895142	2.949570086	3.972409816	-0.188984633	0.299568356
1915-06-15	6	2.391237259	2.40391051	2.459253429	2.867949558	3.784826628	-0.06801617	0.16499497
1915-06-16	6	2.351733085	2.391237259	2.40391051	2.735171966	3.644067706	-0.052177424	-0.721727474
1915-06-17	6	2.29668258	2.351733085	2.40391051	2.592895142	3.525272012	-0.10722793	-1.284590472
1915-06-18	6	2.240073768	2.29668258	2.391237259	2.459253429	3.469007173	-0.151163491	-1.749677524
1915-06-19	6	2.180650347	2.240073768	2.351733085	2.40391051	3.424628486	-0.171082738	-1.841058551
1915-06-20	6	2.118712911	2.180650347	2.29668258	2.40391051	3.351425082	-0.177969669	-1.853696906
1915-06-21	6	2.086563908	2.118712911	2.240073768	2.391237259	3.214011195	-0.15350986	-1.69826272
1915-06-22	6	2.05400895	2.086563908	2.180650347	2.351733085	3.061933054	-0.126641397	-1.590058756
1915-06-23	6	2.004490526	2.05400895	2.118712911	2.29668258	2.962993106	-0.114222385	-1.520781486
1915-06-24	6	1.927167806	2.004490526	2.086563908	2.240073768	2.922171112	-0.159396102	-1.541839367
1915-06-25	6	1.845809432	1.927167806	2.05400895	2.180650347	2.930469915	-0.208199518	-1.578819054
1915-06-26	6	1.789657272	1.845809432	2.004490526	2.118712911	2.90818487	-0.214833254	-1.56176781
1915-06-27	6	1.770509602	1.789657272	1.927167806	2.086563908	2.916600067	-0.156658204	-1.443501592
1915-06-28	6	1.770509602	1.770509602	1.845809432	2.05400895	3.01241799	-0.07529983	-1.291423452
1915-06-29	6	1.76168342	1.770509602	1.789657272	2.004490526	3.125111956	-0.027973852	-1.201309687
1915-06-30	6	1.732904455	1.76168342	1.770509602	1.927167806	3.16729357	-0.037605147	-1.189266657
1915-07-01	7	1.703272657	1.732904455	1.770509602	1.845809432	3.129636851	-0.067236945	-1.227197257
1915-07-02	7	1.672735934	1.703272657	1.76168342	1.789657272	3.109111615	-0.088947486	-1.235448936
1915-07-03	7	1.622054447	1.672735934	1.732904455	1.770509602	3.109111615	-0.110850008	-1.29454562
1915-07-04	7	1.535876751	1.622054447	1.703272657	1.770509602	3.064345601	-0.167395907	-1.476541239
1915-07-05	7	1.432982328	1.535876751	1.672735934	1.76168342	2.960322878	-0.239753606	-1.692129628
1915-07-06	7	1.321032002	1.432982328	1.622054447	1.732904455	2.867949558	-0.301022445	-1.846261568
1915-07-07	7	1.2407597	1.321032002	1.535876751	1.703272657	2.847208074	-0.295117051	-1.888877151
1915-07-08	7	1.198070291	1.2407597	1.432982328	1.672735934	2.899698256	-0.234912036	-1.911041323
1915-07-09	7	1.18395241	1.198070291	1.321032002	1.622054447	2.960322878	-0.137079593	-1.925159205
1915-07-10	7	1.169632356	1.18395241	1.2407597	1.535876751	2.989310415	-0.071127344	-1.894713245
1915-07-11	7	1.155104255	1.169632356	1.198070291	1.432982328	2.949570086	-0.042966036	-1.805218623
1915-07-12	7	1.125399101	1.155104255	1.18395241	1.321032002	2.867949558	-0.058553309	-1.742550457
1915-07-13	7	1.079118348	1.125399101	1.169632356	1.2407597	2.735171966	-0.090514008	-1.768089725
1915-07-14	7	0.991149575	1.079118348	1.155104255	1.198070291	2.592895142	-0.16395468	-1.908548681
1915-07-15	7	0.898899842	0.991149575	1.125399101	1.18395241	2.459253429	-0.226499259	-2.061423036
1915-07-16	7	0.792605183	0.898899842	1.079118348	1.169632356	2.40391051	-0.286513165	-2.196705232
1915-07-17	7	0.702189548	0.792605183	0.991149575	1.155104255	2.40391051	-0.288960028	-2.247380539
1915-07-18	7	0.633379341	0.702189548	0.898899842	1.125399101	2.391237259	-0.265520501	-2.234570217
1915-07-19	7	0.571212435	0.633379341	0.792605183	1.079118348	2.351733085	-0.221392748	-2.163959531
1915-07-20	7	0.51730717	0.571212435	0.702189548	0.991149575	2.29668258	-0.184882378	-2.075587972
1915-07-21	7	0.469731652	0.51730717	0.633379341	0.898899842	2.240073768	-0.163647689	-1.989521777
1915-07-22	7	0.460003949	0.469731652	0.571212435	0.792605183	2.180650347	-0.111208486	-1.943906561
1915-07-23	7	0.460003949	0.460003949	0.51730717	0.702189548	2.118712911	-0.057303221	-1.943906561
1915-07-24	7	0.434259953	0.460003949	0.469731652	0.633379341	2.086563908	-0.035471699	-1.956977305
1915-07-25	7	0.372548147	0.434259953	0.460003949	0.571212435	2.05400895	-0.087455802	-1.979184938
1915-07-26	7	0.299916271	0.372548147	0.460003949	0.51730717	2.004490526	-0.160087678	-1.996766309
1915-07-27	7	0.233514958	0.299916271	0.434259953	0.469731652	1.927167806	-0.200744995	-2.00655881
1915-07-28	7	0.15534354	0.233514958	0.372548147	0.460003949	1.845809432	-0.217204607	-2.025306807
1915-07-29	7	0.077728286	0.15534354	0.299916271	0.460003949	1.789657272	-0.222187985	-2.040984625
1915-07-30	7	0.013635383	0.077728286	0.233514958	0.434259953	1.770509602	-0.219879575	-2.072928525
1915-07-31	7	-0.041847186	0.013635383	0.15534354	0.372548147	1.770509602	-0.197190726	-2.095856136
1915-08-01	8	-0.099448933	-0.041847186	0.077728286	0.299916271	1.76168342	-0.177177218	-2.103939458
1915-08-02	8	-0.136027757	-0.099448933	0.013635383	0.233514958	1.732904455	-0.14966314	-2.063195562
1915-08-03	8	-0.185113647	-0.136027757	-0.041847186	0.15534354	1.703272657	-0.143266461	-2.03092308
1915-08-04	8	-0.210272207	-0.185113647	-0.099448933	0.077728286	1.672735934	-0.110823275	-1.999929479
1915-08-05	8	-0.282911391	-0.210272207	-0.136027757	0.013635383	1.622054447	-0.146883634	-2.053420993
1915-08-06	8	-0.317758122	-0.282911391	-0.185113647	-0.041847186	1.535876751	-0.132644475	-2.088267724
1915-08-07	8	-0.382202085	-0.317758122	-0.210272207	-0.099448933	1.432982328	-0.171929878	-2.143885505
1915-08-08	8	-0.395911363	-0.382202085	-0.282911391	-0.136027757	1.321032002	-0.112999972	-2.128815818
1915-08-09	8	-0.419971507	-0.395911363	-0.317758122	-0.185113647	1.2407597	-0.102213385	-2.123244164
1915-08-10	8	-0.433415758	-0.419971507	-0.382202085	-0.210272207	1.198070291	-0.051213673	-2.106151692
1915-08-11	8	-0.465781043	-0.433415758	-0.395911363	-0.282911391	1.18395241	-0.06986968	-2.08783549
1915-08-12	8	-0.500079679	-0.465781043	-0.419971507	-0.317758122	1.169632356	-0.080108172	-2.03595643
1915-08-13	8	-0.534715176	-0.500079679	-0.433415758	-0.382202085	1.155104255	-0.101299417	-1.967697503
1915-08-14	8	-0.558791238	-0.534715176	-0.465781043	-0.395911363	1.125399101	-0.093010195	-1.879823241
1915-08-15	8	-0.570593463	-0.558791238	-0.500079679	-0.419971507	1.079118348	-0.070513784	-1.811353163
1915-08-16	8	-0.570593463	-0.570593463	-0.534715176	-0.433415758	0.991149575	-0.035878288	-1.768663754
1915-08-17	8	-0.570593463	-0.570593463	-0.558791238	-0.465781043	0.898899842	-0.011802225	-1.754545873
1915-08-18	8	-0.570593463	-0.570593463	-0.570593463	-0.500079679	0.792605183	0	-1.740225819
1915-08-19	8	-0.570593463	-0.570593463	-0.570593463	-0.534715176	0.702189548	0	-1.725697719
1915-08-20	8	-0.570593463	-0.570593463	-0.570593463	-0.558791238	0.633379341	0	-1.695992564
1915-08-21	8	-0.570593463	-0.570593463	-0.570593463	-0.570593463	0.571212435	0	-1.649711812
1915-08-22	8	-0.570593463	-0.570593463	-0.570593463	-0.570593463	0.51730717	0	-1.561743039
1915-08-23	8	-0.570593463	-0.570593463	-0.570593463	-0.570593463	0.469731652	0	-1.469493305
1915-08-24	8	-0.683593435	-0.570593463	-0.570593463	-0.570593463	0.460003949	-0.112999972	-1.476198619
1915-08-25	8	-0.78351546	-0.683593435	-0.570593463	-0.570593463	0.460003949	-0.212921997	-1.485705008
1915-08-26	8	-0.946366782	-0.78351546	-0.570593463	-0.570593463	0.434259953	-0.375773318	-1.579746123
1915-08-27	8	-0.967872987	-0.946366782	-0.683593435	-0.570593463	0.372548147	-0.284279551	-1.539085421
1915-08-28	8	-1.012324749	-0.967872987	-0.78351546	-0.570593463	0.299916271	-0.228809289	-1.529631919
1915-08-29	8	-1.023753445	-1.012324749	-0.946366782	-0.570593463	0.233514958	-0.077386664	-1.493485097
1915-08-30	8	-1.047010307	-1.023753445	-0.967872987	-0.683593435	0.15534354	-0.079137321	-1.507014256
1915-08-31	8	-1.118632683	-1.047010307	-1.012324749	-0.78351546	0.077728286	-0.106307934	-1.578636632
1915-09-01	9	-1.160574314	-1.118632683	-1.023753445	-0.946366782	0.013635383	-0.136820869	-1.594834268
1915-09-02	9	-1.182223786	-1.160574314	-1.047010307	-0.967872987	-0.041847186	-0.135213479	-1.554771934
1915-09-03	9	-1.157284838	-1.182223786	-1.118632683	-1.012324749	-0.099448933	-0.038652154	-1.457201109
1915-09-04	9	-1.134556587	-1.157284838	-1.160574314	-1.023753445	-0.136027757	0.026017728	-1.368071545
1915-09-05	9	-1.11233345	-1.134556587	-1.182223786	-1.047010307	-0.185113647	0.069890336	-1.26767699
1915-09-06	9	-1.090593463	-1.11233345	-1.157284838	-1.118632683	-0.210272207	0.066691374	-1.168321749
1915-09-07	9	-1.067813435	-1.090593463	-1.134556587	-1.160574314	-0.282911391	0.066743152	-1.081448818
1915-09-08	9	-1.045540799	-1.067813435	-1.11233345	-1.182223786	-0.317758122	0.066792651	-1.003693613
1915-09-09	9	-1.078379571	-1.045540799	-1.090593463	-1.157284838	-0.382202085	0.012213892	-0.978930638
1915-09-10	9	-1.070820956	-1.078379571	-1.067813435	-1.134556587	-0.395911363	-0.003007521	-0.934793199
1915-09-11	9	-1.095212409	-1.070820956	-1.045540799	-1.11233345	-0.419971507	-0.04967161	-0.910098762
1915-09-12	9	-1.058844765	-1.095212409	-1.078379571	-1.090593463	-0.433415758	0.019534806	-0.848572558
1915-09-13	9	-1.095212409	-1.058844765	-1.070820956	-1.067813435	-0.465781043	-0.024391453	-0.812301018
1915-09-14	9	-0.943710737	-1.095212409	-1.095212409	-1.045540799	-0.500079679	0.151501672	-0.625952615
1915-09-15	9	-0.892019644	-0.943710737	-1.058844765	-1.078379571	-0.534715176	0.166825121	-0.509817559
1915-09-16	9	-0.862240769	-0.892019644	-1.095212409	-1.070820956	-0.558791238	0.23297164	-0.466329406
1915-09-17	9	-0.898336785	-0.862240769	-0.943710737	-1.095212409	-0.570593463	0.045373953	-0.478365278
1915-09-18	9	-0.950364122	-0.898336785	-0.892019644	-1.058844765	-0.570593463	-0.058344478	-0.516948364
1915-09-19	9	-0.982931451	-0.950364122	-0.862240769	-1.095212409	-0.570593463	-0.120690682	-0.517150408
1915-09-20	9	-1.058844765	-0.982931451	-0.898336785	-0.943710737	-0.570593463	-0.16050798	-0.558765086
1915-09-21	9	-0.96110248	-1.058844765	-0.950364122	-0.892019644	-0.570593463	-0.010738358	-0.426387305
1915-09-22	9	-1.081419087	-0.96110248	-0.982931451	-0.862240769	-0.570593463	-0.098487636	-0.522627849
1915-09-23	9	-1.144234082	-1.081419087	-1.058844765	-0.898336785	-0.570593463	-0.085389317	-0.573640618
1915-09-24	9	-1.292459616	-1.144234082	-0.96110248	-0.950364122	-0.570593463	-0.331357136	-0.721866153
1915-09-25	9	-1.107634929	-1.292459616	-1.081419087	-0.982931451	-0.570593463	-0.026215842	-0.537041466
1915-09-26	9	-1.035314268	-1.107634929	-1.144234082	-1.058844765	-0.683593435	0.108919814	-0.464720804
1915-09-27	9	-1.023753445	-1.035314268	-1.292459616	-0.96110248	-0.78351546	0.268706171	-0.453159982
1915-09-28	9	-1.035314268	-1.023753445	-1.107634929	-1.081419087	-0.946366782	0.072320662	-0.464720804
