season	obs	residual	yest.residual	yest.all.obs
0	2.901270567	0.364995085	0.394756555	2.944679015
0	2.856741659	0.334135649	0.364995085	2.901270567
0	2.817212607	0.308302403	0.334135649	2.856741659
0	2.793084851	0.297899311	0.308302403	2.817212607
0	2.784887539	0.303453671	0.297899311	2.793084851
0	2.786346086	0.318623765	0.303453671	2.784887539
0	2.787906646	0.332296846	0.318623765	2.786346086
0	2.788091068	0.345130228	0.332296846	2.787906646
0	2.796186129	0.367501995	0.345130228	2.788091068
0	2.799809904	0.385323769	0.367501995	2.796186129
0	2.768976765	0.368612035	0.385323769	2.799809904
0	2.690976332	0.304702459	0.368612035	2.768976765
0	2.582137138	0.209951404	0.304702459	2.690976332
0	2.484497223	0.126413794	0.209951404	2.582137138
0	2.410995632	0.06703913	0.126413794	2.484497223
0	2.35569873	0.025900358	0.06703913	2.410995632
0	2.317868246	0.002263336	0.025900358	2.35569873
0	2.282653922	-0.018719512	0.002263336	2.317868246
0	2.247650304	-0.039447837	-0.018719512	2.282653922
0	2.202946101	-0.069821352	-0.039447837	2.247650304
0	2.156204303	-0.102169574	-0.069821352	2.202946101
0	2.097120842	-0.146791495	-0.102169574	2.156204303
0	2.006424213	-0.222954964	-0.146791495	2.097120842
0	1.903276692	-0.311494883	-0.222954964	2.006424213
0	1.827045792	-0.373041386	-0.311494883	1.903276692
0	1.779621448	-0.405702456	-0.373041386	1.827045792
0	1.747127641	-0.423352164	-0.405702456	1.779621448
0	1.722842854	-0.432710143	-0.423352164	1.747127641
0	1.72942619	-0.41111542	-0.432710143	1.722842854
0	1.766481288	-0.358962473	-0.41111542	1.72942619
0	1.802354102	-0.307903434	-0.358962473	1.766481288
0	1.820955901	-0.274025078	-0.307903434	1.802354102
0	1.813702539	-0.265909546	-0.274025078	1.820955901
0	1.783204505	-0.280944284	-0.265909546	1.813702539
0	1.767375424	-0.281213546	-0.280944284	1.783204505
0	1.765456336	-0.267474142	-0.281213546	1.767375424
0	1.774910663	-0.242260398	-0.267474142	1.765456336
0	1.772012085	-0.229296236	-0.242260398	1.774910663
0	1.751075243	-0.23426453	-0.229296236	1.772012085
0	1.720474521	-0.248788563	-0.23426453	1.751075243
0	1.658561334	-0.294514346	-0.248788563	1.720474521
0	1.594008798	-0.34276734	-0.294514346	1.658561334
0	1.559572178	-0.360792332	-0.34276734	1.594008798
0	1.595033338	-0.308809083	-0.360792332	1.559572178
0	1.650249314	-0.23695703	-0.308809083	1.595033338
0	1.647948032	-0.222495029	-0.23695703	1.650249314
0	1.572890019	-0.280643704	-0.222495029	1.647948032
0	1.442948915	-0.393532999	-0.280643704	1.572890019
0	1.383016903	-0.436303446	-0.393532999	1.442948915
0	1.41287177	-0.389222712	-0.436303446	1.383016903
0	1.510619086	-0.274296393	-0.389222712	1.41287177
0	1.585260506	-0.182390398	-0.274296393	1.510619086
0	1.626876306	-0.123211799	-0.182390398	1.585260506
0	1.629161873	-0.103173714	-0.123211799	1.626876306
0	1.575690829	-0.142553503	-0.103173714	1.629161873
0	1.496548623	-0.212263836	-0.142553503	1.575690829
0	1.418114547	-0.28344254	-0.212263836	1.496548623
0	1.397600431	-0.286571952	-0.28344254	1.418114547
0	1.359529901	-0.305702037	-0.286571952	1.397600431
0	1.309220089	-0.336428659	-0.305702037	1.359529901
0	1.215586455	-0.410533113	-0.336428659	1.309220089
0	1.163147698	-0.443503491	-0.410533113	1.215586455
0	1.13344869	-0.453704178	-0.443503491	1.163147698
0	1.152576218	-0.414978067	-0.453704178	1.13344869
0	1.172228695	-0.375584078	-0.414978067	1.152576218
0	1.255051771	-0.27296463	-0.375584078	1.172228695
0	1.37027027	-0.156437625	-0.27296463	1.255051771
0	1.491266725	-0.068927362	-0.156437625	1.37027027
0	1.52157747	-0.033615267	-0.068927362	1.491266725
0	1.480644584	-0.033094947	-0.033615267	1.52157747
0	1.407225844	-0.072896418	-0.033094947	1.480644584
0	1.328590598	-0.12279367	-0.072896418	1.407225844
0	1.241352391	-0.184169671	-0.12279367	1.328590598
0	1.164513327	-0.236781762	-0.184169671	1.241352391
0	1.172432916	-0.205511173	-0.236781762	1.164513327
0	1.23218657	-0.122819031	-0.205511173	1.172432916
0	1.269722596	-0.062473395	-0.122819031	1.23218657
0	1.278544249	-0.030795948	-0.062473395	1.269722596
0	1.304228774	0.017900417	-0.030795948	1.278544249
0	1.360457245	0.097367665	0.017900417	1.304228774
0	1.403815176	0.164239069	0.097367665	1.360457245
0	1.411757712	0.196003932	0.164239069	1.403815176
0	1.378302005	0.186705733	0.196003932	1.411757712
0	1.336043495	0.168961878	0.186705733	1.378302005
0	1.288578057	0.146387975	0.168961878	1.336043495
0	1.288408092	0.171505223	0.146387975	1.288578057
0	1.293293931	0.202082605	0.171505223	1.288408092
0	1.31435611	0.249010158	0.202082605	1.293293931
0	1.316349338	0.203145676	0.249010158	1.31435611
0	1.319258928	0.112119464	0.203145676	1.316349338
0	1.323573154	0.1010522	0.112119464	1.319258928
0	1.336544665	0.200158479	0.1010522	1.323573154
0	1.375994139	0.30463545	0.200158479	1.336544665
0	1.436042774	0.415801689	0.30463545	1.375994139
0	1.499833699	0.513618575	0.415801689	1.436042774
0	1.560123615	0.334831298	0.513618575	1.499833699
0	1.601213564	0.037843992	0.334831298	1.560123615
0	1.610557531	-0.144570964	0.037843992	1.601213564
0	1.581622898	-0.168004367	-0.144570964	1.610557531
1	1.523879141	-0.05492604	-0.168004367	1.581622898
1	1.46834115	0.041721289	-0.05492604	1.523879141
1	1.439165281	0.122894812	0.041721289	1.46834115
1	1.422514484	0.186629958	0.122894812	1.439165281
1	1.415761135	0.240158666	0.186629958	1.422514484
1	1.348520317	0.22030637	0.240158666	1.415761135
1	1.282023387	0.193261127	0.22030637	1.348520317
1	1.207496989	0.153497364	0.193261127	1.282023387
1	1.1959566	0.174086922	0.153497364	1.207496989
1	1.152893139	0.16175579	0.174086922	1.1959566
1	1.089777708	0.128643052	0.16175579	1.152893139
1	1.008238776	0.076914546	0.128643052	1.089777708
1	0.951882883	0.050545449	0.076914546	1.008238776
1	0.865257842	-0.005673343	0.050545449	0.951882883
1	0.784603366	-0.055408306	-0.005673343	0.865257842
1	0.701230006	-0.107309602	-0.055408306	0.784603366
1	0.754309793	-0.022113549	-0.107309602	0.701230006
1	0.76121819	0.017615637	-0.022113549	0.754309793
1	0.754963698	0.044936077	0.017615637	0.76121819
1	0.659459414	-0.016465808	0.044936077	0.754963698
1	0.636267098	-0.022707039	-0.016465808	0.659459414
1	0.676631256	0.025502082	-0.022707039	0.636267098
1	0.700881501	0.086869738	0.025502082	0.676631256
1	0.695810905	0.122027324	0.086869738	0.700881501
1	0.643540628	0.110021279	0.122027324	0.695810905
1	0.780854165	0.287894559	0.110021279	0.643540628
1	1.117119995	0.482221446	0.287894559	0.780854165
1	1.542303585	0.194300989	0.482221446	1.117119995
1	1.817342785	-0.113728246	0.194300989	1.542303585
1	1.91727472	-0.305575787	-0.113728246	1.817342785
1	1.827354851	-0.399821355	-0.305575787	1.91727472
1	1.646818883	-0.392474132	-0.399821355	1.827354851
1	1.441477884	-0.36352328	-0.392474132	1.646818883
1	1.354521394	-0.274942672	-0.36352328	1.441477884
1	1.334221346	-0.182014885	-0.274942672	1.354521394
1	1.411677341	-0.064518065	-0.182014885	1.334221346
1	1.804057401	0.330657931	-0.064518065	1.411677341
1	2.206257473	0.56771036	0.330657931	1.804057401
1	2.54038071	0.265266444	0.56771036	2.206257473
1	2.608424937	-0.140874775	0.265266444	2.54038071
1	2.557013422	-0.444542225	-0.140874775	2.608424937
1	2.403962332	-0.653757733	-0.444542225	2.557013422
1	2.807333387	-0.184990786	-0.653757733	2.403962332
1	3.237860082	0.310401183	-0.184990786	2.807333387
1	3.573215498	0.589663687	0.310401183	3.237860082
1	3.586113151	0.410182125	0.589663687	3.573215498
1	3.470227846	0.161195912	0.410182125	3.586113151
1	3.302239269	-0.035913624	0.161195912	3.470227846
1	3.124636281	-0.166427965	-0.035913624	3.302239269
1	3.117518319	-0.131860129	-0.166427965	3.124636281
1	3.225129425	0.056618367	-0.131860129	3.117518319
1	3.441872508	0.304614906	0.056618367	3.225129425
1	3.445442576	0.183448437	0.304614906	3.441872508
1	3.257616036	-0.106901374	0.183448437	3.445442576
1	2.930756068	-0.426052068	-0.106901374	3.257616036
1	2.657239586	-0.552960546	-0.426052068	2.930756068
1	2.522195536	-0.55834145	-0.552960546	2.657239586
1	2.448122273	-0.543072467	-0.55834145	2.522195536
1	2.438645608	-0.491188633	-0.543072467	2.448122273
1	2.474380661	-0.414956882	-0.491188633	2.438645608
1	2.539560885	-0.397920492	-0.414956882	2.474380661
1	2.543737793	-0.561405992	-0.397920492	2.539560885
1	2.488242227	-0.738018564	-0.561405992	2.543737793
1	2.409428786	-0.844906702	-0.738018564	2.488242227
1	2.392604874	-0.780972757	-0.844906702	2.409428786
1	2.575395203	-0.529879175	-0.780972757	2.392604874
1	2.841436293	-0.247744171	-0.529879175	2.575395203
1	3.097491625	-0.076399586	-0.247744171	2.841436293
1	3.18573065	-0.128030191	-0.076399586	3.097491625
1	3.14633883	-0.378689655	-0.128030191	3.18573065
1	2.993992798	-0.517602447	-0.378689655	3.14633883
1	2.833356764	-0.590259642	-0.517602447	2.993992798
1	2.71049226	-0.577443931	-0.590259642	2.833356764
1	2.63733991	-0.540205697	-0.577443931	2.71049226
1	2.610747492	-0.501214048	-0.540205697	2.63733991
1	2.591870379	-0.490219998	-0.501214048	2.610747492
1	2.574483439	-0.483444878	-0.490219998	2.591870379
1	2.537472673	-0.483841774	-0.483444878	2.574483439
1	2.504566647	-0.483429405	-0.483841774	2.537472673
1	2.597250723	-0.36934856	-0.483429405	2.504566647
1	3.033275517	0.030252364	-0.36934856	2.597250723
1	3.591283692	0.44976493	0.030252364	3.033275517
1	4.012039005	0.226332147	0.44976493	3.591283692
1	4.188488192	-0.283961198	0.226332147	4.012039005
1	4.126797638	-0.638396433	-0.283961198	4.188488192
1	3.890349791	-0.762148819	-0.638396433	4.126797638
1	3.62796179	-0.690222625	-0.762148819	3.890349791
1	3.487370926	-0.525732411	-0.690222625	3.62796179
1	3.429531943	-0.351260652	-0.525732411	3.487370926
1	3.317030798	-0.299591749	-0.351260652	3.429531943
1	3.147688386	-0.327355652	-0.299591749	3.317030798
1	2.971673838	-0.359077575	-0.327355652	3.147688386
1	2.862777358	-0.368134114	-0.359077575	2.971673838
1	2.798043338	-0.364416536	-0.368134114	2.862777358
1	2.740687167	-0.374300773	-0.364416536	2.798043338
1	2.682362656	-0.398577337	-0.374300773	2.740687167
1	2.616602661	-0.438638893	-0.398577337	2.682362656
1	2.556065819	-0.47858675	-0.438638893	2.616602661
1	2.49679969	-0.520370014	-0.47858675	2.556065819
1	2.423252202	-0.57833852	-0.520370014	2.49679969
1	2.358660984	-0.628537439	-0.57833852	2.423252202
1	2.296764785	-0.676748389	-0.628537439	2.358660984
1	2.269749625	-0.690493279	-0.676748389	2.296764785
1	2.247016946	-0.700203656	-0.690493279	2.269749625
1	2.246167799	-0.692765552	-0.700203656	2.247016946
1	2.237299777	-0.717945229	-0.692765552	2.246167799
1	2.223922981	-0.741231374	-0.717945229	2.237299777
1	2.199655513	-0.742863405	-0.741231374	2.223922981
1	2.179319692	-0.736851088	-0.742863405	2.199655513
1	2.15701063	-0.73843359	-0.736851088	2.179319692
1	2.126028586	-0.751870962	-0.73843359	2.15701063
1	2.099920112	-0.762323466	-0.751870962	2.126028586
1	2.087291453	-0.760378798	-0.762323466	2.099920112
1	2.098554865	-0.735096641	-0.760378798	2.087291453
1	2.107208471	-0.712747707	-0.735096641	2.098554865
1	2.091698756	-0.714747203	-0.712747707	2.107208471
1	2.048833436	-0.744203515	-0.714747203	2.091698756
1	2.000708852	-0.778970138	-0.744203515	2.048833436
1	1.987928932	-0.778413196	-0.778970138	2.000708852
1	1.999201102	-0.753807064	-0.778413196	1.987928932
1	2.005370992	-0.734295167	-0.753807064	1.999201102
1	1.992363512	-0.733945856	-0.734295167	2.005370992
1	1.953561138	-0.759373577	-0.733945856	1.992363512
1	1.908116963	-0.791421832	-0.759373577	1.953561138
1	1.864918451	-0.821200757	-0.791421832	1.908116963
1	1.85469854	-0.817975377	-0.821200757	1.864918451
1	1.889756125	-0.769446736	-0.817975377	1.85469854
1	1.947587745	-0.698125702	-0.769446736	1.889756125
1	2.009204326	-0.629015036	-0.698125702	1.947587745
1	2.038599263	-0.678013043	-0.629015036	2.009204326
1	2.068538156	-0.73879239	-0.678013043	2.038599263
1	2.186301664	-0.668325474	-0.73879239	2.068538156
1	2.357588148	-0.51235009	-0.668325474	2.186301664
1	2.561475752	-0.387873665	-0.51235009	2.357588148
1	2.655652397	-0.397479168	-0.387873665	2.561475752
1	2.681270525	-0.47972282	-0.397479168	2.655652397
1	2.576694258	-0.621059655	-0.47972282	2.681270525
1	2.433697966	-0.737737563	-0.621059655	2.576694258
1	2.348073654	-0.718242807	-0.737737563	2.433697966
1	2.382317101	-0.572319074	-0.718242807	2.348073654
1	2.485062438	-0.44342389	-0.572319074	2.382317101
1	2.490619857	-0.49947241	-0.44342389	2.485062438
1	2.450595878	-0.581007509	-0.49947241	2.490619857
1	2.366635146	-0.630270725	-0.581007509	2.450595878
1	2.309754437	-0.608286788	-0.630270725	2.366635146
1	2.242340732	-0.621677727	-0.608286788	2.309754437
1	2.168160952	-0.655133478	-0.621677727	2.242340732
1	2.122654677	-0.666566113	-0.655133478	2.168160952
1	2.112935639	-0.650361588	-0.666566113	2.122654677
1	2.153578408	-0.588795342	-0.650361588	2.112935639
1	2.174538413	-0.549932137	-0.588795342	2.153578408
1	2.182462763	-0.525911084	-0.549932137	2.174538413
1	2.142519161	-0.550824179	-0.525911084	2.182462763
1	2.110408953	-0.568527108	-0.550824179	2.142519161
1	2.082105268	-0.582783912	-0.568527108	2.110408953
1	2.077317792	-0.573732919	-0.582783912	2.082105268
1	2.080223113	-0.557102134	-0.573732919	2.077317792
1	2.076750091	-0.546905627	-0.557102134	2.080223113
1	2.071873645	-0.538134263	-0.546905627	2.076750091
1	2.086462473	-0.509898756	-0.538134263	2.071873645
1	2.222379997	-0.360332093	-0.509898756	2.086462473
1	2.423627015	-0.180226341	-0.360332093	2.222379997
1	2.608062673	-0.20110379	-0.180226341	2.423627015
1	2.681776999	-0.347940912	-0.20110379	2.608062673
1	2.658986913	-0.510312657	-0.347940912	2.681776999
1	2.568336048	-0.618615894	-0.510312657	2.658986913
1	2.467350402	-0.682121127	-0.618615894	2.568336048
1	2.415119223	-0.66001827	-0.682121127	2.467350402
1	2.412394321	-0.553919977	-0.66001827	2.415119223
1	2.433696709	-0.439410574	-0.553919977	2.412394321
1	2.419349635	-0.389630358	-0.439410574	2.433696709
1	2.381943695	-0.382161563	-0.389630358	2.419349635
1	2.315762123	-0.415708966	-0.382161563	2.381943695
1	2.265201081	-0.441216951	-0.415708966	2.315762123
1	2.223150234	-0.462841941	-0.441216951	2.265201081
1	2.203649142	-0.464710126	-0.462841941	2.223150234
1	2.178922259	-0.473457533	-0.464710126	2.203649142
1	2.173904287	-0.463459472	-0.473457533	2.178922259
1	2.177792363	-0.445111965	-0.463459472	2.173904287
1	2.197099989	-0.411903755	-0.445111965	2.177792363
1	2.195814988	-0.420149842	-0.411903755	2.197099989
1	2.19491642	-0.432925291	-0.420149842	2.195814988
1	2.189705436	-0.426215919	-0.432925291	2.19491642
1	2.184074992	-0.403998413	-0.426215919	2.189705436
1	2.169460668	-0.396357493	-0.403998413	2.184074992
1	2.146567821	-0.400409661	-0.396357493	2.169460668
1	2.132931039	-0.397242771	-0.400409661	2.146567821
1	2.131360059	-0.39765098	-0.397242771	2.132931039
1	2.140661474	-0.435253417	-0.39765098	2.131360059
1	2.14306419	-0.496097254	-0.435253417	2.140661474
1	2.131577831	-0.561036482	-0.496097254	2.14306419
1	2.110301219	-0.571983298	-0.561036482	2.131577831
1	2.097740452	-0.536516671	-0.571983298	2.110301219
1	2.103362723	-0.471490128	-0.536516671	2.097740452
1	2.130348838	-0.402443432	-0.471490128	2.103362723
1	2.175120021	-0.326602293	-0.402443432	2.130348838
1	2.228326158	-0.249127891	-0.326602293	2.175120021
1	2.27729809	-0.183983742	-0.249127891	2.228326158
1	2.285793639	-0.238801966	-0.183983742	2.27729809
1	2.240118029	-0.380717965	-0.238801966	2.285793639
1	2.163890996	-0.504184652	-0.380717965	2.240118029
1	2.116708561	-0.502951545	-0.504184652	2.163890996
1	2.123903443	-0.423716621	-0.502951545	2.116708561
1	2.134986245	-0.362323539	-0.423716621	2.123903443
1	2.121235918	-0.339772521	-0.362323539	2.134986245
1	2.082162465	-0.351279924	-0.339772521	2.121235918
1	2.035781852	-0.375444272	-0.351279924	2.082162465
1	1.977276871	-0.414958554	-0.375444272	2.035781852
1	1.915460423	-0.45970305	-0.414958554	1.977276871
1	1.891258576	-0.467956688	-0.45970305	1.915460423
1	1.901732264	-0.442257024	-0.467956688	1.891258576
1	1.963729298	-0.401570728	-0.442257024	1.901732264
1	2.019157969	-0.396941553	-0.401570728	1.963729298
0	2.063865356	-0.373886979	-0.396941553	2.019157969
0	2.046463457	-0.345701001	-0.373886979	2.063865356
0	2.009379267	-0.340908655	-0.345701001	2.046463457
0	1.995555268	-0.323522579	-0.340908655	2.009379267
0	2.036311539	-0.258145131	-0.323522579	1.995555268
0	2.102462898	-0.171359328	-0.258145131	2.036311539
0	2.159247023	-0.096317172	-0.171359328	2.102462898
0	2.204285253	-0.034420264	-0.096317172	2.159247023
0	2.231009613	0.008344476	-0.034420264	2.204285253
0	2.248041029	0.040970166	0.008344476	2.231009613
0	2.238009673	0.046308587	0.040970166	2.248041029
0	2.202412156	0.025943516	0.046308587	2.238009673
0	2.135706518	-0.025813483	0.025943516	2.202412156
0	2.049053313	-0.097789074	-0.025813483	2.135706518
0	1.952707071	-0.178945407	-0.097789074	2.049053313
0	1.888967192	-0.227308145	-0.178945407	1.952707071
0	1.923073117	-0.177734743	-0.227308145	1.888967192
0	2.03740559	-0.047854978	-0.177734743	1.923073117
0	2.148177017	0.078549754	-0.047854978	2.03740559
0	2.195805417	0.141903663	0.078549754	2.148177017
0	2.197450448	0.15937105	0.141903663	2.195805417
0	2.169277204	0.147120749	0.15937105	2.197450448
0	2.125797626	0.119667941	0.147120749	2.169277204
0	2.085443985	0.09544787	0.119667941	2.125797626
0	2.070134935	0.096382038	0.09544787	2.085443985
0	2.107553551	0.150156331	0.096382038	2.070134935
0	2.14546618	0.204537686	0.150156331	2.107553551
0	2.158924297	0.234581921	0.204537686	2.14546618
0	2.112739772	0.20510576	0.234581921	2.158924297
0	2.037506519	0.146708103	0.20510576	2.112739772
0	1.96430257	0.090458789	0.146708103	2.037506519
0	1.921546392	0.064121408	0.090458789	1.96430257
0	1.922360376	0.027418073	0.064121408	1.921546392
0	1.939042922	-0.035685991	0.027418073	1.922360376
0	1.950939685	-0.111690511	-0.035685991	1.939042922
0	1.901179798	-0.174871676	-0.111690511	1.950939685
0	1.804347688	-0.228645177	-0.174871676	1.901179798
0	1.705439793	-0.251231391	-0.228645177	1.804347688
0	1.64228949	-0.260009695	-0.251231391	1.705439793
0	1.588867369	-0.273187737	-0.260009695	1.64228949
0	1.504096192	-0.326528415	-0.273187737	1.588867369
0	1.428851612	-0.375744948	-0.326528415	1.504096192
0	1.3960753	-0.385772581	-0.375744948	1.428851612
0	1.398149618	-0.362912639	-0.385772581	1.3960753
0	1.41980059	-0.321524562	-0.362912639	1.398149618
0	1.449350104	-0.272658547	-0.321524562	1.41980059
0	1.495237995	-0.207670767	-0.272658547	1.449350104
0	1.520227154	-0.163679342	-0.207670767	1.495237995
0	1.535104847	-0.129792277	-0.163679342	1.520227154
0	1.509437706	-0.136366613	-0.129792277	1.535104847
0	1.461638665	-0.164949629	-0.136366613	1.509437706
0	1.402094885	-0.205128231	-0.164949629	1.461638665
0	1.367253534	-0.22043316	-0.205128231	1.402094885
0	1.361820938	-0.206142265	-0.22043316	1.367253534
0	1.331074762	-0.216965597	-0.206142265	1.361820938
0	1.268336148	-0.259572382	-0.216965597	1.331074762
0	1.164334334	-0.343224502	-0.259572382	1.268336148
0	1.106431968	-0.380550919	-0.343224502	1.164334334
0	1.1094717	-0.356700768	-0.380550919	1.106431968
0	1.129267467	-0.315851842	-0.356700768	1.1094717
0	1.123536207	-0.300278741	-0.315851842	1.129267467
0	1.061126067	-0.341124553	-0.300278741	1.123536207
0	1.013092038	-0.36732737	-0.341124553	1.061126067
0	0.936388552	-0.421934293	-0.36732737	1.013092038
0	0.887838655	-0.448097148	-0.421934293	0.936388552
0	0.889230222	-0.424011853	-0.448097148	0.887838655
0	0.986637492	-0.303583367	-0.424011853	0.889230222
0	1.103425775	-0.163452134	-0.303583367	0.986637492
0	1.122370134	-0.120834697	-0.163452134	1.103425775
0	1.070912253	-0.148274614	-0.120834697	1.122370134
0	0.952414054	-0.242395123	-0.148274614	1.070912253
0	0.874282065	-0.295774443	-0.242395123	0.952414054
0	0.814145905	-0.330766929	-0.295774443	0.874282065
0	0.81473645	-0.304630797	-0.330766929	0.814145905
0	0.836773592	-0.256712454	-0.304630797	0.81473645
0	0.83749366	-0.22979433	-0.256712454	0.836773592
0	0.800807429	-0.239788607	-0.22979433	0.83749366
0	0.7264038	-0.286849984	-0.239788607	0.800807429
0	0.694165104	-0.291058682	-0.286849984	0.7264038
0	0.748880046	-0.207786661	-0.291058682	0.694165104
0	0.848515265	-0.079171909	-0.207786661	0.748880046
0	0.933139995	0.0347449	-0.079171909	0.848515265
0	0.947606632	0.078357745	0.0347449	0.933139995
0	0.962546199	0.123103599	0.078357745	0.947606632
0	0.982663261	0.174267915	0.123103599	0.962546199
0	1.000529664	0.224211658	0.174267915	0.982663261
0	0.974775289	0.231322548	0.224211658	1.000529664
0	0.919690608	0.209918206	0.231322548	0.974775289
0	0.926071669	0.250810475	0.209918206	0.919690608
0	0.982405623	0.342570723	0.250810475	0.926071669
0	1.063405881	0.459980013	0.342570723	0.982405623
0	1.078162724	0.512214295	0.459980013	1.063405881
0	1.043314402	0.515938409	0.512214295	1.078162724
0	0.990388322	0.502747652	0.515938409	1.043314402
0	0.997673585	0.551020402	0.502747652	0.990388322
0	1.057213512	0.652897178	0.551020402	0.997673585
0	1.125845679	0.765323087	0.652897178	1.057213512
0	1.144264324	0.829112369	0.765323087	1.125845679
0	1.104766146	0.836696582	0.829112369	1.144264324
0	0.994342641	0.775219734	0.836696582	1.104766146
0	0.896966367	0.728827921	0.775219734	0.994342641
0	0.878978159	0.764060697	0.728827921	0.896966367
0	0.981616197	0.922385312	0.764060697	0.878978159
0	1.056072162	1.055259427	0.922385312	0.981616197
0	1.090423598	1.151071878	1.055259427	1.056072162
0	1.06110126	1.186620957	1.151071878	1.090423598
0	1.017465847	1.211705576	1.186620957	1.06110126
0	0.984454159	1.251790808	1.211705576	1.017465847
0	0.973503306	1.318958594	1.251790808	0.984454159
0	1.02012647	1.449474328	1.318958594	0.973503306
0	1.034858841	1.554767548	1.449474328	1.02012647
0	1.062836417	1.68144219	1.554767548	1.034858841
0	1.080038977	1.807242339	1.68144219	1.062836417
0	1.08906868	1.937174937	1.807242339	1.080038977
0	1.073248327	2.0572311	1.937174937	1.08906868
0	1.028296883	2.167436521	2.0572311	1.073248327
0	1.059537042	2.380967923	2.167436521	1.028296883
0	1.112954596	2.655820176	2.380967923	1.059537042
0	1.191724481	3.013904563	2.655820176	1.112954596
0	1.194398797	2.689008187	3.013904563	1.191724481
0	1.146294106	2.127084401	2.689008187	1.194398797
0	1.048734499	2.091017281	2.127084401	1.146294106
0	0.902761424	2.429153176	2.091017281	1.048734499
0	0.79601318	2.948723014	2.429153176	0.902761424
0	0.720561936	4.043132196	2.948723014	0.79601318
1	0.709734188	-0.228585165	4.043132196	0.720561936
1	0.656808951	-0.235698198	-0.228585165	0.709734188
1	0.559637768	-0.016685908	-0.235698198	0.656808951
1	0.435587128	0.170007445	-0.016685908	0.559637768
1	0.31260366	0.31752325	0.170007445	0.435587128
1	0.240934125	0.477070801	0.31752325	0.31260366
1	0.256286444	0.693636073	0.477070801	0.240934125
1	0.277975602	0.897046618	0.693636073	0.256286444
1	0.265201217	1.054019717	0.897046618	0.277975602
1	0.254587284	1.189647322	1.054019717	0.265201217
1	0.289194023	1.247739288	1.189647322	0.254587284
1	0.371263141	1.35823086	1.247739288	0.289194023
1	0.397705171	1.530924303	1.35823086	0.371263141
1	0.519424583	1.889246456	1.530924303	0.397705171
1	0.646857356	2.105843338	1.889246456	0.519424583
1	0.793630098	0.425736338	2.105843338	0.646857356
1	0.796692095	-0.232622944	0.425736338	0.793630098
1	0.789660821	-0.420083727	-0.232622944	0.796692095
1	0.955859823	-0.112357715	-0.420083727	0.789660821
1	1.226903784	0.162668391	-0.112357715	0.955859823
1	1.427418163	-0.041586422	0.162668391	1.226903784
1	1.455563431	-0.405862678	-0.041586422	1.427418163
1	1.405553611	-0.624097662	-0.405862678	1.455563431
1	1.471864841	-0.600015752	-0.624097662	1.405553611
1	1.653204265	-0.381784287	-0.600015752	1.471864841
1	1.809455204	-0.352914989	-0.381784287	1.653204265
1	1.812839539	-0.523848182	-0.352914989	1.809455204
1	1.687121094	-0.71041476	-0.523848182	1.812839539
1	1.539687381	-0.796528451	-0.71041476	1.687121094
1	1.464867959	-0.707244538	-0.796528451	1.539687381
1	1.462891129	-0.619105902	-0.707244538	1.464867959
1	1.473853581	-0.569737651	-0.619105902	1.462891129
1	1.469572061	-0.514535131	-0.569737651	1.473853581
1	1.439739686	-0.537269788	-0.514535131	1.469572061
1	1.431650708	-0.548187008	-0.537269788	1.439739686
1	1.501706964	-0.480541293	-0.548187008	1.431650708
1	1.645442302	-0.40635297	-0.480541293	1.501706964
1	1.766932131	-0.467586883	-0.40635297	1.645442302
1	1.947143925	-0.423747391	-0.467586883	1.766932131
1	2.119290013	-0.30576293	-0.423747391	1.947143925
1	2.267370272	-0.242913941	-0.30576293	2.119290013
1	2.222154714	-0.420776018	-0.242913941	2.267370272
1	2.070749793	-0.624003174	-0.420776018	2.222154714
1	1.839069847	-0.750411417	-0.624003174	2.070749793
1	1.711558514	-0.717124854	-0.750411417	1.839069847
1	1.643836662	-0.679791998	-0.717124854	1.711558514
1	1.584966693	-0.688802968	-0.679791998	1.643836662
1	1.548893515	-0.696965597	-0.688802968	1.584966693
1	1.516778874	-0.678174422	-0.696965597	1.548893515
1	1.519944954	-0.630355564	-0.678174422	1.516778874
1	1.525286925	-0.591493222	-0.630355564	1.519944954
1	1.555506886	-0.53461596	-0.591493222	1.525286925
1	1.592618754	-0.491634206	-0.53461596	1.555506886
1	1.58167302	-0.599749416	-0.491634206	1.592618754
1	1.548494344	-0.717324542	-0.599749416	1.58167302
1	1.511761132	-0.759768923	-0.717324542	1.548494344
1	1.531400699	-0.664153615	-0.759768923	1.511761132
1	1.548192574	-0.588661269	-0.664153615	1.531400699
1	1.559104877	-0.650734728	-0.588661269	1.548192574
1	1.552305866	-0.781328027	-0.650734728	1.559104877
1	1.53113404	-0.873118815	-0.781328027	1.552305866
1	1.476441236	-0.879367417	-0.873118815	1.53113404
1	1.378666869	-0.87765233	-0.879367417	1.476441236
1	1.276814128	-0.909989128	-0.87765233	1.378666869
1	1.169685773	-0.967718296	-0.909989128	1.276814128
1	1.100257849	-1.000611107	-0.967718296	1.169685773
1	1.064973952	-1.007353686	-1.000611107	1.100257849
1	1.093877318	-0.954765427	-1.007353686	1.064973952
1	1.118662334	-0.90919767	-0.954765427	1.093877318
1	1.128358611	-0.880444507	-0.90919767	1.118662334
1	1.102773957	-0.887946568	-0.880444507	1.128358611
1	1.059959374	-0.913206909	-0.887946568	1.102773957
