season	obs	residual	yest.residual	two.yest.residual	three.yest.residual	ma.2
0	1.071982814	1.881655718	1.719808135	1.489671796	1.370250086	1.697045216
0	1.069574903	2.014088275	1.881655718	1.719808135	1.489671796	1.871850709
0	1.075158276	2.1732849	2.014088275	1.881655718	1.719808135	2.023009631
0	1.091146114	2.36849441	2.1732849	2.014088275	1.881655718	2.185289195
0	1.101521459	2.594757736	2.36849441	2.1732849	2.014088275	2.378845682
0	1.06744226	2.833172861	2.594757736	2.36849441	2.1732849	2.598808336
0	0.920416228	3.057471128	2.833172861	2.594757736	2.36849441	2.828467242
0	0.688109645	3.414611973	3.057471128	2.833172861	2.594757736	3.101751988
0	0.294719021	4.608134927	3.414611973	3.057471128	2.833172861	3.69340601
1	0.534055028	0.919223672	4.608134927	3.414611973	3.057471128	2.980656858
1	1.010657918	2.296643117	0.919223672	4.608134927	3.414611973	2.608000572
1	1.934172187	5.929248246	2.296643117	0.919223672	4.608134927	3.048371678
1	2.551020203	0.448505989	5.929248246	2.296643117	0.919223672	2.891465784
1	2.910966602	0.166494888	0.448505989	5.929248246	2.296643117	2.181416374
1	2.897951152	-0.172346727	0.166494888	0.448505989	5.929248246	0.147551384
1	2.565243713	-0.606388463	-0.172346727	0.166494888	0.448505989	-0.2040801
1	1.956506135	-1.118800626	-0.606388463	-0.172346727	0.166494888	-0.632511938
1	1.330915659	-1.486671496	-1.118800626	-0.606388463	-0.172346727	-1.070620195
1	1.091011285	-1.496086202	-1.486671496	-1.118800626	-0.606388463	-1.367186108
1	1.057781212	-1.359321634	-1.496086202	-1.486671496	-1.118800626	-1.447359777
1	1.293006728	-1.066626945	-1.359321634	-1.496086202	-1.486671496	-1.307344927
1	1.569344362	-0.847153561	-1.066626945	-1.359321634	-1.496086202	-1.091034047
1	1.798454669	-0.801081176	-0.847153561	-1.066626945	-1.359321634	-0.904953894
1	1.803263993	-0.951657202	-0.801081176	-0.847153561	-1.066626945	-0.866630646
1	1.721767037	-1.120178406	-0.951657202	-0.801081176	-0.847153561	-0.957638928
1	1.575459461	-1.251841145	-1.120178406	-0.951657202	-0.801081176	-1.107892251
1	1.509935135	-1.214123603	-1.251841145	-1.120178406	-0.951657202	-1.195381051
1	1.438304757	-1.234270813	-1.214123603	-1.251841145	-1.120178406	-1.233411853
1	1.378822169	-1.291979097	-1.234270813	-1.214123603	-1.251841145	-1.246791171
1	1.304104258	-1.421598926	-1.291979097	-1.234270813	-1.214123603	-1.315949612
1	1.240241325	-1.514157697	-1.421598926	-1.291979097	-1.234270813	-1.40924524
1	1.447568238	-1.277979502	-1.514157697	-1.421598926	-1.291979097	-1.404578708
1	1.89063752	-0.778678798	-1.277979502	-1.514157697	-1.421598926	-1.190271999
1	2.298457859	-0.416150744	-0.778678798	-1.277979502	-1.514157697	-0.824269681
1	2.476016622	-0.46332033	-0.416150744	-0.778678798	-1.277979502	-0.552716624
1	2.430962763	-0.749694308	-0.46332033	-0.416150744	-0.778678798	-0.543055127
1	2.217126275	-1.089122204	-0.749694308	-0.46332033	-0.416150744	-0.767378947
1	1.952035508	-1.321041654	-1.089122204	-0.749694308	-0.46332033	-1.053286055
1	1.745286925	-1.393340872	-1.321041654	-1.089122204	-0.749694308	-1.26783491
1	1.663474294	-1.320637233	-1.393340872	-1.321041654	-1.089122204	-1.345006586
1	1.671160082	-1.2048227	-1.320637233	-1.393340872	-1.321041654	-1.306266935
1	1.710752966	-1.090811861	-1.2048227	-1.320637233	-1.393340872	-1.205423931
1	1.725284766	-1.025750727	-1.090811861	-1.2048227	-1.320637233	-1.107128429
1	1.712616919	-1.002319561	-1.025750727	-1.090811861	-1.2048227	-1.039627383
1	1.731755683	-0.95496679	-1.002319561	-1.025750727	-1.090811861	-0.994345693
1	1.818737033	-0.845498203	-0.95496679	-1.002319561	-1.025750727	-0.934261518
1	1.935659077	-0.716384452	-0.845498203	-0.95496679	-1.002319561	-0.838949815
1	2.006557236	-0.675397587	-0.716384452	-0.845498203	-0.95496679	-0.745760081
1	1.989655721	-0.709633883	-0.675397587	-0.716384452	-0.845498203	-0.700471974
1	1.90653952	-0.767415924	-0.709633883	-0.675397587	-0.716384452	-0.717482465
1	1.801381853	-0.836377664	-0.767415924	-0.709633883	-0.675397587	-0.77114249
1	1.6896517	-0.920701161	-0.836377664	-0.767415924	-0.709633883	-0.84149825
1	1.596507184	-0.991820153	-0.920701161	-0.836377664	-0.767415924	-0.916299659
1	1.528242749	-1.041314739	-0.991820153	-0.920701161	-0.836377664	-0.984612018
1	1.512993459	-1.039740556	-1.041314739	-0.991820153	-0.920701161	-1.024291816
1	1.478996078	-1.058076643	-1.039740556	-1.041314739	-0.991820153	-1.046377312
1	1.432510132	-1.089588609	-1.058076643	-1.039740556	-1.041314739	-1.062468602
1	1.348423532	-1.159092047	-1.089588609	-1.058076643	-1.039740556	-1.102252433
1	1.316798998	-1.176350268	-1.159092047	-1.089588609	-1.058076643	-1.141676974
1	1.32482035	-1.154065489	-1.176350268	-1.159092047	-1.089588609	-1.163169268
1	1.378446524	-1.086508519	-1.154065489	-1.176350268	-1.159092047	-1.138974759
1	1.430643115	-1.041255101	-1.086508519	-1.154065489	-1.176350268	-1.093943036
1	1.464791747	-1.021822436	-1.041255101	-1.086508519	-1.154065489	-1.049862019
1	1.527144291	-0.956637756	-1.021822436	-1.041255101	-1.086508519	-1.006571764
1	1.577442174	-0.876354076	-0.956637756	-1.021822436	-1.041255101	-0.951604756
1	1.620059028	-0.818499872	-0.876354076	-0.956637756	-1.021822436	-0.883830568
1	1.605802933	-0.853139663	-0.818499872	-0.876354076	-0.956637756	-0.849331204
1	1.577767805	-0.903396329	-0.853139663	-0.818499872	-0.876354076	-0.858345288
1	1.537249267	-0.921192765	-0.903396329	-0.853139663	-0.818499872	-0.892576252
1	1.518749432	-0.900010835	-0.921192765	-0.903396329	-0.853139663	-0.908199976
1	1.499859298	-0.889053565	-0.900010835	-0.921192765	-0.903396329	-0.903419055
1	1.472108305	-0.893089776	-0.889053565	-0.900010835	-0.921192765	-0.894051392
1	1.404110996	-0.941346289	-0.893089776	-0.889053565	-0.900010835	-0.907829877
1	1.343534788	-0.98879377	-0.941346289	-0.893089776	-0.889053565	-0.941076612
0	1.337068176	-0.982205291	-0.98879377	-0.941346289	-0.893089776	-0.970781783
0	1.421660265	-0.880494505	-0.982205291	-0.98879377	-0.941346289	-0.950497855
0	1.539259912	-0.746604513	-0.880494505	-0.982205291	-0.98879377	-0.869768103
0	1.658026099	-0.612120321	-0.746604513	-0.880494505	-0.982205291	-0.746406446
0	1.714921341	-0.539847216	-0.612120321	-0.746604513	-0.880494505	-0.63285735
0	1.695193957	-0.544515524	-0.539847216	-0.612120321	-0.746604513	-0.565494354
0	1.581292623	-0.64694496	-0.544515524	-0.539847216	-0.612120321	-0.577102567
0	1.434944005	-0.781037636	-0.64694496	-0.544515524	-0.539847216	-0.657499373
0	1.350234874	-0.849817819	-0.781037636	-0.64694496	-0.544515524	-0.759266805
0	1.360276998	-0.824066424	-0.849817819	-0.781037636	-0.64694496	-0.818307293
0	1.442169608	-0.745251403	-0.824066424	-0.849817819	-0.781037636	-0.806378549
0	1.540225308	-0.665330306	-0.745251403	-0.824066424	-0.849817819	-0.744882711
0	1.652094778	-0.55261777	-0.665330306	-0.745251403	-0.824066424	-0.654399827
0	1.717735239	-0.492131694	-0.55261777	-0.665330306	-0.745251403	-0.57002659
0	1.709293034	-0.580001644	-0.492131694	-0.55261777	-0.665330306	-0.541583703
0	1.649031811	-0.729341183	-0.580001644	-0.492131694	-0.55261777	-0.600491507
0	1.614870477	-0.782896353	-0.729341183	-0.580001644	-0.492131694	-0.69741306
0	1.660620417	-0.673890551	-0.782896353	-0.729341183	-0.580001644	-0.728709362
0	1.747954363	-0.512780588	-0.673890551	-0.782896353	-0.729341183	-0.656522497
0	1.830030891	-0.378169385	-0.512780588	-0.673890551	-0.782896353	-0.521613508
0	1.873750123	-0.296086164	-0.378169385	-0.512780588	-0.673890551	-0.395678712
0	1.853185046	-0.287166979	-0.296086164	-0.378169385	-0.512780588	-0.320474176
0	1.771036705	-0.345268271	-0.287166979	-0.296086164	-0.378169385	-0.309507138
0	1.657296514	-0.438224802	-0.345268271	-0.287166979	-0.296086164	-0.356886684
0	1.602060331	-0.474605979	-0.438224802	-0.345268271	-0.287166979	-0.41936635
0	1.631865714	-0.42707196	-0.474605979	-0.438224802	-0.345268271	-0.446634247
0	1.701362418	-0.342285873	-0.42707196	-0.474605979	-0.438224802	-0.414654604
0	1.708667437	-0.350032964	-0.342285873	-0.42707196	-0.474605979	-0.373130266
0	1.659895449	-0.406330898	-0.350032964	-0.342285873	-0.42707196	-0.366216578
0	1.596414224	-0.441712845	-0.406330898	-0.350032964	-0.342285873	-0.399358902
0	1.597703265	-0.413923134	-0.441712845	-0.406330898	-0.350032964	-0.420655626
0	1.62320058	-0.365842055	-0.413923134	-0.441712845	-0.406330898	-0.407159345
0	1.631318797	-0.337483609	-0.365842055	-0.413923134	-0.441712845	-0.372416266
0	1.578105164	-0.371818296	-0.337483609	-0.365842055	-0.413923134	-0.35838132
0	1.516070791	-0.415739244	-0.371818296	-0.337483609	-0.365842055	-0.375013716
0	1.426523364	-0.487581478	-0.415739244	-0.371818296	-0.337483609	-0.425046339
0	1.393683615	-0.502907406	-0.487581478	-0.415739244	-0.371818296	-0.46874271
0	1.374156341	-0.504981039	-0.502907406	-0.487581478	-0.415739244	-0.498489974
0	1.40971146	-0.451952577	-0.504981039	-0.502907406	-0.487581478	-0.486613674
0	1.408387035	-0.435734743	-0.451952577	-0.504981039	-0.502907406	-0.464222786
0	1.359695562	-0.466785277	-0.435734743	-0.451952577	-0.504981039	-0.451490866
0	1.264343417	-0.544376874	-0.466785277	-0.435734743	-0.451952577	-0.482298965
0	1.131596125	-0.659229541	-0.544376874	-0.466785277	-0.435734743	-0.556797231
0	1.023089326	-0.749696718	-0.659229541	-0.544376874	-0.466785277	-0.651101045
0	0.938303463	-0.816291608	-0.749696718	-0.659229541	-0.544376874	-0.741739289
0	0.953691037	-0.782556159	-0.816291608	-0.749696718	-0.659229541	-0.782848162
0	0.97306992	-0.744667124	-0.782556159	-0.816291608	-0.749696718	-0.78117163
0	0.980637944	-0.718426153	-0.744667124	-0.782556159	-0.816291608	-0.748549812
0	0.887130338	-0.793086849	-0.718426153	-0.744667124	-0.782556159	-0.752060042
0	0.746279852	-0.914908296	-0.793086849	-0.718426153	-0.744667124	-0.808807099
0	0.601153284	-1.040813721	-0.914908296	-0.793086849	-0.718426153	-0.916269622
0	0.606843133	-1.015714255	-1.040813721	-0.914908296	-0.793086849	-0.990478757
0	0.770583583	-0.832380194	-1.015714255	-1.040813721	-0.914908296	-0.96296939
0	0.958755231	-0.624413088	-0.832380194	-1.015714255	-1.040813721	-0.824169179
0	1.103030929	-0.460181843	-0.624413088	-0.832380194	-1.015714255	-0.638991708
0	1.122916027	-0.445119057	-0.460181843	-0.624413088	-0.832380194	-0.509904662
0	1.089406374	-0.716273923	-0.445119057	-0.460181843	-0.624413088	-0.540524941
0	1.009519611	-0.989922107	-0.716273923	-0.445119057	-0.460181843	-0.717105029
0	1.032533352	-1.015505986	-0.989922107	-0.716273923	-0.445119057	-0.907234005
0	1.076820388	-0.833753314	-1.015505986	-0.989922107	-0.716273923	-0.946393802
0	1.135495918	-0.665730319	-0.833753314	-1.015505986	-0.989922107	-0.838329873
0	1.131383392	-0.592324572	-0.665730319	-0.833753314	-1.015505986	-0.697269402
0	1.10096376	-0.566677138	-0.592324572	-0.665730319	-0.833753314	-0.60824401
0	0.954905695	-0.670461821	-0.566677138	-0.592324572	-0.665730319	-0.609821177
0	0.799190409	-0.792484714	-0.670461821	-0.566677138	-0.592324572	-0.676541224
0	0.631253793	-0.931933989	-0.792484714	-0.670461821	-0.566677138	-0.798293508
0	0.710565845	-0.827218002	-0.931933989	-0.792484714	-0.670461821	-0.850545569
0	0.755172586	-0.758980675	-0.827218002	-0.931933989	-0.792484714	-0.839377555
0	0.813523233	-0.677971538	-0.758980675	-0.827218002	-0.931933989	-0.754723405
0	0.739903559	-0.729416624	-0.677971538	-0.758980675	-0.827218002	-0.722122946
0	0.678298862	-0.769032885	-0.729416624	-0.677971538	-0.758980675	-0.725473683
0	0.61069631	-0.814650428	-0.769032885	-0.729416624	-0.677971538	-0.771033313
0	0.619231015	-0.784020555	-0.814650428	-0.769032885	-0.729416624	-0.789234623
0	0.665351329	-0.715622695	-0.784020555	-0.814650428	-0.769032885	-0.771431226
0	0.766867923	-0.591598589	-0.715622695	-0.784020555	-0.814650428	-0.697080613
0	0.843359	-0.492337217	-0.591598589	-0.715622695	-0.784020555	-0.599852834
0	0.86815663	-0.444586497	-0.492337217	-0.591598589	-0.715622695	-0.509507434
0	0.775534022	-0.514785162	-0.444586497	-0.492337217	-0.591598589	-0.483902959
0	0.650971029	-0.642450097	-0.514785162	-0.444586497	-0.492337217	-0.533940585
0	0.549600588	-0.742195296	-0.642450097	-0.514785162	-0.444586497	-0.633143518
0	0.571690127	-0.694782369	-0.742195296	-0.642450097	-0.514785162	-0.693142587
0	0.638745432	-0.596664035	-0.694782369	-0.742195296	-0.642450097	-0.677880567
0	0.71637518	-0.490161074	-0.596664035	-0.694782369	-0.742195296	-0.593869159
0	0.761807358	-0.417062481	-0.490161074	-0.596664035	-0.694782369	-0.501295864
0	0.669536589	-0.482309716	-0.417062481	-0.490161074	-0.596664035	-0.463177757
0	0.634391003	-0.490675692	-0.482309716	-0.417062481	-0.490161074	-0.463349296
0	0.650020918	-0.448235691	-0.490675692	-0.482309716	-0.417062481	-0.473740366
0	0.789061787	-0.282157998	-0.448235691	-0.490675692	-0.482309716	-0.407023127
0	0.772624968	-0.271178698	-0.282157998	-0.448235691	-0.490675692	-0.333857463
0	0.669213573	-0.346725543	-0.271178698	-0.282157998	-0.448235691	-0.300020747
0	0.573340066	-0.414250318	-0.346725543	-0.271178698	-0.282157998	-0.34405152
0	0.551692077	-0.407051938	-0.414250318	-0.346725543	-0.271178698	-0.3893426
0	0.555039264	-0.374324708	-0.407051938	-0.414250318	-0.346725543	-0.398542321
0	0.551931534	-0.347500206	-0.374324708	-0.407051938	-0.414250318	-0.376292284
0	0.64121764	-0.22765756	-0.347500206	-0.374324708	-0.407051938	-0.316494158
0	0.754262586	-0.083376273	-0.22765756	-0.347500206	-0.374324708	-0.219511347
0	0.838572792	0.032910721	-0.083376273	-0.22765756	-0.347500206	-0.092707704
0	0.851316055	0.078372325	0.032910721	-0.083376273	-0.22765756	0.009302258
0	0.808348974	0.068897826	0.078372325	0.032910721	-0.083376273	0.060060291
0	0.739746197	0.034602456	0.068897826	0.078372325	0.032910721	0.060624202
0	0.694666289	0.024683082	0.034602456	0.068897826	0.078372325	0.042727788
0	0.736909413	0.102883843	0.024683082	0.034602456	0.068897826	0.05405646
0	0.82687617	0.228268157	0.102883843	0.024683082	0.034602456	0.118611694
0	0.893938909	0.241360966	0.228268157	0.102883843	0.024683082	0.190837655
0	0.907916029	0.147086023	0.241360966	0.228268157	0.102883843	0.205571715
0	0.811792966	0.064145427	0.147086023	0.241360966	0.228268157	0.150864138
0	0.728772538	0.078601423	0.064145427	0.147086023	0.241360966	0.096610957
0	0.719410404	0.146739853	0.078601423	0.064145427	0.147086023	0.096495567
0	0.866747459	0.358840036	0.146739853	0.078601423	0.064145427	0.194727104
0	0.946978356	0.496158396	0.358840036	0.146739853	0.078601423	0.333912762
0	0.934036235	0.536089342	0.496158396	0.358840036	0.146739853	0.463695925
0	0.857064602	0.510026195	0.536089342	0.496158396	0.358840036	0.514091311
0	0.766867923	0.470244165	0.510026195	0.536089342	0.496158396	0.505453234
0	0.735247463	0.489533687	0.470244165	0.510026195	0.536089342	0.489934682
0	0.723855661	0.530235239	0.489533687	0.470244165	0.510026195	0.49667103
0	0.813307116	0.673477705	0.530235239	0.489533687	0.470244165	0.564415544
0	0.883385624	0.799465151	0.673477705	0.530235239	0.489533687	0.667726032
0	0.911374233	0.885861621	0.799465151	0.673477705	0.530235239	0.786268159
0	0.881291234	0.917064045	0.885861621	0.799465151	0.673477705	0.867463606
0	0.811551	0.911890633	0.917064045	0.885861621	0.799465151	0.904938767
0	0.754417684	0.923061463	0.911890633	0.917064045	0.885861621	0.917338714
0	0.749442651	0.990659514	0.923061463	0.911890633	0.917064045	0.941870537
0	0.854865507	1.173561764	0.990659514	0.923061463	0.911890633	1.029094247
0	0.964471836	1.366319523	1.173561764	0.990659514	0.923061463	1.176846934
0	1.018165335	1.509741287	1.366319523	1.173561764	0.990659514	1.349874191
0	0.976110489	1.565305469	1.509741287	1.366319523	1.173561764	1.480455426
0	0.883421186	1.579402881	1.565305469	1.509741287	1.366319523	1.551483212
0	0.806488118	1.620889309	1.579402881	1.565305469	1.509741287	1.588532553
0	0.767240777	1.714853062	1.620889309	1.579402881	1.565305469	1.63838175
0	0.827622199	1.926493407	1.714853062	1.620889309	1.579402881	1.754078592
0	0.857879658	2.129916626	1.926493407	1.714853062	1.620889309	1.923754365
0	0.906857127	2.382643453	2.129916626	1.926493407	1.714853062	2.146351162
0	0.883693777	2.617577705	2.382643453	2.129916626	1.926493407	2.376712595
0	1.07886978	3.166340793	2.617577705	2.382643453	2.129916626	2.722187317
0	1.182626272	3.81773138	3.166340793	2.617577705	2.382643453	3.200549959
0	1.217183793	5.137583801	3.81773138	3.166340793	2.617577705	4.040551991
1	0.997393345	-0.920148389	5.137583801	3.81773138	3.166340793	2.678388931
1	0.695574936	-1.427669692	-0.920148389	5.137583801	3.81773138	0.929921907
1	0.308620575	-1.481655845	-1.427669692	-0.920148389	5.137583801	-1.276491309
1	-0.099702356	-1.562953619	-1.481655845	-1.427669692	-0.920148389	-1.490759719
1	-0.40998402	-1.606658969	-1.562953619	-1.481655845	-1.427669692	-1.550422811
1	-0.444982755	-1.433139513	-1.606658969	-1.562953619	-1.481655845	-1.5342507
1	-0.356276169	-1.185668801	-1.433139513	-1.606658969	-1.562953619	-1.408489094
1	-0.191674114	-0.900740464	-1.185668801	-1.433139513	-1.606658969	-1.173182926
1	-0.092599268	-0.708623272	-0.900740464	-1.185668801	-1.433139513	-0.931677512
1	-0.055681831	-0.596757965	-0.708623272	-0.900740464	-1.185668801	-0.7353739
1	-0.065002216	-0.542438889	-0.596757965	-0.708623272	-0.900740464	-0.615940042
1	-0.003036543	-0.423460632	-0.542438889	-0.596757965	-0.708623272	-0.520885829
1	0.107666688	-0.259694963	-0.423460632	-0.542438889	-0.596757965	-0.408531495
1	0.20283056	-0.115132273	-0.259694963	-0.423460632	-0.542438889	-0.266095956
1	0.310440679	0.040261957	-0.115132273	-0.259694963	-0.423460632	-0.111521759
1	0.430239846	0.209959953	0.040261957	-0.115132273	-0.259694963	0.045029879
1	0.529522851	0.361961934	0.209959953	0.040261957	-0.115132273	0.204061281
1	0.535281413	0.422671838	0.361961934	0.209959953	0.040261957	0.331531242
1	0.52185238	0.46671082	0.422671838	0.361961934	0.209959953	0.417114864
1	0.519646312	0.524842158	0.46671082	0.422671838	0.361961934	0.471408272
1	0.642621131	0.511590562	0.524842158	0.46671082	0.422671838	0.501047847
1	0.781438446	-0.304631586	0.511590562	0.524842158	0.46671082	0.243933711
1	0.897071608	-0.700044533	-0.304631586	0.511590562	0.524842158	-0.164361852
1	0.933292248	-0.823553024	-0.700044533	-0.304631586	0.511590562	-0.609409714
1	0.901941431	-0.707025727	-0.823553024	-0.700044533	-0.304631586	-0.743541095
1	0.785819492	-0.574207806	-0.707025727	-0.823553024	-0.700044533	-0.701595519
1	0.619022589	-0.531209346	-0.574207806	-0.707025727	-0.823553024	-0.604147626
1	0.517221696	-0.470340314	-0.531209346	-0.574207806	-0.707025727	-0.525252489
1	0.566276398	-0.299381086	-0.470340314	-0.531209346	-0.574207806	-0.433643582
1	0.644910772	-0.128219131	-0.299381086	-0.470340314	-0.531209346	-0.29931351
1	0.628060809	-0.072987183	-0.128219131	-0.299381086	-0.470340314	-0.166862466
1	0.532532554	-0.143168051	-0.072987183	-0.128219131	-0.299381086	-0.114791455
1	0.454358267	-0.210666994	-0.143168051	-0.072987183	-0.128219131	-0.142274076
1	0.387869948	-0.220549456	-0.210666994	-0.143168051	-0.072987183	-0.1914615
1	0.350434886	-0.203345597	-0.220549456	-0.210666994	-0.143168051	-0.211520682
1	0.284609576	-0.218977246	-0.203345597	-0.220549456	-0.210666994	-0.214290766
1	0.359382997	-0.096257296	-0.218977246	-0.203345597	-0.220549456	-0.172860047
1	0.397714806	-0.010754027	-0.096257296	-0.218977246	-0.203345597	-0.108662857
1	0.494773123	0.13366924	-0.010754027	-0.096257296	-0.218977246	0.008885972
1	0.456549526	0.143624634	0.13366924	-0.010754027	-0.096257296	0.088846615
1	0.479853783	0.042165192	0.143624634	0.13366924	-0.010754027	0.106486355
1	0.464825585	-0.488491263	0.042165192	0.143624634	0.13366924	-0.100900479
1	0.507377693	-0.72036941	-0.488491263	0.042165192	0.143624634	-0.388898494
1	0.457847467	-0.741156287	-0.72036941	-0.488491263	0.042165192	-0.650005653
1	0.337679416	-0.628479577	-0.741156287	-0.72036941	-0.488491263	-0.696668425
1	0.1930675	-0.593027103	-0.628479577	-0.741156287	-0.72036941	-0.654220989
1	0.107756802	-0.540755865	-0.593027103	-0.628479577	-0.741156287	-0.587420848
1	0.065099796	-0.477001257	-0.540755865	-0.593027103	-0.628479577	-0.536928075
1	0.028725186	-0.428131947	-0.477001257	-0.540755865	-0.593027103	-0.481963023
1	0.216606243	-0.16846927	-0.428131947	-0.477001257	-0.540755865	-0.357867492
1	0.475407313	0.154083264	-0.16846927	-0.428131947	-0.477001257	-0.147505984
1	0.727339501	0.32368473	0.154083264	-0.16846927	-0.428131947	0.103099575
1	0.692846518	-0.306543731	0.32368473	0.154083264	-0.16846927	0.057074755
1	0.525300774	-0.811410525	-0.306543731	0.32368473	0.154083264	-0.264756508
1	0.2126731	-1.152529035	-0.811410525	-0.306543731	0.32368473	-0.756827764
1	0.179057282	-0.941502469	-1.152529035	-0.811410525	-0.306543731	-0.968480676
1	0.299661296	-0.620137294	-0.941502469	-1.152529035	-0.811410525	-0.904722932
1	0.409931327	-0.356899206	-0.620137294	-0.941502469	-1.152529035	-0.639512989
1	0.485798859	-0.164437768	-0.356899206	-0.620137294	-0.941502469	-0.380491423
1	0.530822264	-0.028326814	-0.164437768	-0.356899206	-0.620137294	-0.183221263
1	0.62618457	0.141343975	-0.028326814	-0.164437768	-0.356899206	-0.017140202
1	0.626207566	0.105519019	0.141343975	-0.028326814	-0.164437768	0.072845393
1	0.616316791	-0.523998539	0.105519019	0.141343975	-0.028326814	-0.092378515
1	0.622282996	-1.023270088	-0.523998539	0.105519019	0.141343975	-0.480583203
1	0.653129739	-1.168316141	-1.023270088	-0.523998539	0.105519019	-0.905194923
1	0.618559257	-1.106182964	-1.168316141	-1.023270088	-0.523998539	-1.099256398
1	0.457493651	-1.016243482	-1.106182964	-1.168316141	-1.023270088	-1.096914196
1	0.399264485	-0.882073652	-1.016243482	-1.106182964	-1.168316141	-1.001500033
1	0.505217287	-0.63349407	-0.882073652	-1.016243482	-1.106182964	-0.843937068
1	0.739102805	-0.631569062	-0.63349407	-0.882073652	-1.016243482	-0.715712261
1	0.859841581	-0.964491242	-0.631569062	-0.63349407	-0.882073652	-0.743184791
1	0.922287831	-1.180569479	-0.964491242	-0.631569062	-0.63349407	-0.925543261
1	0.898076675	-1.2728057	-1.180569479	-0.964491242	-0.631569062	-1.139288807
1	0.853950333	-1.198845332	-1.2728057	-1.180569479	-0.964491242	-1.217406837
1	0.742861489	-1.142253832	-1.198845332	-1.2728057	-1.180569479	-1.204634955
1	0.643661158	-1.072804362	-1.142253832	-1.198845332	-1.2728057	-1.137967842
1	0.55915428	-1.035486245	-1.072804362	-1.142253832	-1.198845332	-1.083514813
1	0.471084221	-1.036204548	-1.035486245	-1.072804362	-1.142253832	-1.048165052
1	0.375566348	-1.067965748	-1.036204548	-1.035486245	-1.072804362	-1.046552181
1	0.106817279	-1.288293718	-1.067965748	-1.036204548	-1.035486245	-1.130821338
1	-0.058184619	-1.414473921	-1.288293718	-1.067965748	-1.036204548	-1.256911129
1	-0.26035288	-1.583656553	-1.414473921	-1.288293718	-1.067965748	-1.428808064
1	0.032841866	-1.260923727	-1.583656553	-1.414473921	-1.288293718	-1.419684734
1	0.225102636	-1.041068363	-1.260923727	-1.583656553	-1.414473921	-1.295216214
1	0.478344202	-0.761251639	-1.041068363	-1.260923727	-1.583656553	-1.021081243
1	0.546201907	-0.66727229	-0.761251639	-1.041068363	-1.260923727	-0.823197431
1	0.546600399	-0.640872449	-0.66727229	-0.761251639	-1.041068363	-0.689798793
1	0.371302707	-0.790072709	-0.640872449	-0.66727229	-0.761251639	-0.699405816
1	0.105243415	-1.029797814	-0.790072709	-0.640872449	-0.66727229	-0.820247657
1	-0.045846922	-1.154266313	-1.029797814	-0.790072709	-0.640872449	-0.991378945
1	0.057913719	-1.023520236	-1.154266313	-1.029797814	-0.790072709	-1.069194788
1	0.284717434	-0.769266424	-1.023520236	-1.154266313	-1.029797814	-0.982350991
1	0.414156936	-0.613118276	-0.769266424	-1.023520236	-1.154266313	-0.801968312
1	0.476698828	-0.581523827	-0.613118276	-0.769266424	-1.023520236	-0.654636176
1	0.426793163	-0.66203935	-0.581523827	-0.613118276	-0.769266424	-0.618893818
1	0.303595494	-0.738689894	-0.66203935	-0.581523827	-0.613118276	-0.660751024
1	0.081131699	-0.909965874	-0.738689894	-0.66203935	-0.581523827	-0.770231706
1	-0.047319013	-1.018587135	-0.909965874	-0.738689894	-0.66203935	-0.889080968
1	-0.045441727	-1.013178201	-1.018587135	-0.909965874	-0.738689894	-0.98057707
1	0.113827269	-0.811474981	-1.013178201	-1.018587135	-0.909965874	-0.947746772
1	0.210410331	-0.672392505	-0.811474981	-1.013178201	-1.018587135	-0.832348562
1	0.264585158	-0.579621004	-0.672392505	-0.811474981	-1.013178201	-0.687829496
1	0.246888332	-0.572357753	-0.579621004	-0.672392505	-0.811474981	-0.608123754
1	0.334328987	-0.559236217	-0.572357753	-0.579621004	-0.672392505	-0.570404991
1	0.534962362	-0.47169594	-0.559236217	-0.572357753	-0.579621004	-0.53442997
1	1.014694182	-0.217177697	-0.47169594	-0.559236217	-0.572357753	-0.416036618
1	1.388582656	-0.321591988	-0.217177697	-0.47169594	-0.559236217	-0.336821875
1	1.671281389	-0.513503005	-0.321591988	-0.217177697	-0.47169594	-0.350757563
1	1.847089968	-0.668400392	-0.513503005	-0.321591988	-0.217177697	-0.501165128
1	2.008204069	-0.621247473	-0.668400392	-0.513503005	-0.321591988	-0.60105029
1	2.137925089	-0.59415488	-0.621247473	-0.668400392	-0.513503005	-0.627934249
1	2.120572225	-0.733456004	-0.59415488	-0.621247473	-0.668400392	-0.649619453
1	1.995828097	-0.977326287	-0.733456004	-0.59415488	-0.621247473	-0.76831239
1	2.029827459	-0.936593177	-0.977326287	-0.733456004	-0.59415488	-0.882458489
1	2.265892939	-0.591646016	-0.936593177	-0.977326287	-0.733456004	-0.835188493
1	2.551818398	-0.266193572	-0.591646016	-0.936593177	-0.977326287	-0.598144255
1	2.592058243	-0.257529891	-0.266193572	-0.591646016	-0.936593177	-0.371789827
1	2.480144069	-0.390663049	-0.257529891	-0.266193572	-0.591646016	-0.304795504
1	2.201490948	-0.597837142	-0.390663049	-0.257529891	-0.266193572	-0.415343361
1	1.939440878	-0.727601169	-0.597837142	-0.390663049	-0.257529891	-0.572033787
1	1.705046356	-0.853680328	-0.727601169	-0.597837142	-0.390663049	-0.726372879
1	1.560476015	-0.923253288	-0.853680328	-0.727601169	-0.597837142	-0.834844928
