date	season	obs
1925-09-15	0	-0.895805138
1925-09-16	0	-0.941061729
1925-09-17	0	-0.941061729
1925-09-18	0	-0.965159281
1925-09-19	0	-0.918824057
1925-09-20	0	-0.863464011
1925-09-21	0	-0.829766478
1925-09-22	0	-0.847677405
1925-09-23	0	-0.809847835
1925-09-24	0	-0.792596113
1925-09-25	0	-0.770047243
1925-09-26	0	-0.818001637
1925-09-27	0	-0.690776637
1925-09-28	0	-0.658352318
1925-09-29	0	-0.668372441
1925-09-30	0	-0.740391034
1925-10-01	1	-0.680530646
1925-10-02	1	-0.634705896
1925-10-03	1	-0.656360285
1925-10-04	1	-0.743643069
1925-10-05	1	-0.58531314
1925-10-06	1	-0.370171865
1925-10-07	1	-0.230864955
1925-10-08	1	-0.254550273
1925-10-09	1	-0.333483964
1925-10-10	1	-0.306474504
1925-10-11	1	-0.221803405
1925-10-12	1	-0.166651585
1925-10-13	1	-0.166651585
1925-10-14	1	-0.173995559
1925-10-15	1	-0.19761381
1925-10-16	1	-0.270658004
1925-10-17	1	-0.382202085
1925-10-18	1	-0.454333657
1925-10-19	1	-0.425485503
1925-10-20	1	-0.365697584
1925-10-21	1	-0.356808637
1925-10-22	1	-0.32487559
1925-10-23	1	-0.373165879
1925-10-24	1	-0.419186269
1925-10-25	1	-0.449467467
1925-10-26	1	-0.411367621
1925-10-27	1	-0.356808637
1925-10-28	1	-0.402065229
1925-10-29	1	-0.439805557
1925-10-30	1	-0.459223642
1925-10-31	1	-0.532075491
1925-11-01	1	-0.537361847
1925-11-02	1	-0.490761526
1925-11-03	1	-0.356071446
1925-11-04	1	-0.312805866
1925-11-05	1	-0.321310524
1925-11-06	1	-0.388271906
1925-11-07	1	-0.464137657
1925-11-08	1	-0.459223642
1925-11-09	1	-0.358284652
1925-11-10	1	-0.26391489
1925-11-11	1	0.057467101
1925-11-12	1	0.266871476
1925-11-13	1	0.343320016
1925-11-14	1	0.160632226
1925-11-15	1	0.000308687
1925-11-16	1	-0.025300238
1925-11-17	1	-0.0012405
1925-11-18	1	-0.073561162
1925-11-19	1	-0.142554033
1925-11-20	1	-0.17031683
1925-11-21	1	-0.177687871
1925-11-22	1	-0.165432815
1925-11-23	1	-0.177071538
1925-11-24	1	-0.221159282
1925-11-25	1	-0.301577678
1925-11-26	1	-0.283596557
1925-11-27	1	-0.22891627
1925-11-28	1	-0.169705022
1925-11-29	1	0.124378535
1925-11-30	1	0.943278529
1925-12-01	1	1.274511987
1925-12-02	1	1.350884966
1925-12-03	1	1.012003412
1925-12-04	1	0.685165665
1925-12-05	1	0.434259953
1925-12-06	1	0.285666078
1925-12-07	1	0.192216075
1925-12-08	1	0.143340729
1925-12-09	1	0.095243527
1925-12-10	1	0.05502748
1925-12-11	1	0.002370543
1925-12-12	1	-0.040233849
1925-12-13	1	-0.096602361
1925-12-14	1	-0.126610383
1925-12-15	1	-0.115541234
1925-12-16	1	-0.081369344
1925-12-17	1	0.085813942
1925-12-18	1	0.22859893
1925-12-19	1	0.287216466
1925-12-20	1	0.217033332
1925-12-21	1	0.155785334
1925-12-22	1	0.095243527
1925-12-23	1	0.03827832
1925-12-24	1	-0.070233371
1925-12-25	1	-0.1086128
1925-12-26	1	-0.077457632
1925-12-27	1	-0.00746136
1925-12-28	1	0.016685716
1925-12-29	1	-0.028481577
1925-12-30	1	-0.085296418
1925-12-31	1	-0.177687871
1926-01-01	1	-0.242637492
1926-01-02	1	-0.326305183
1926-01-03	1	-0.312805866
1926-01-04	1	-0.300182977
1926-01-05	1	-0.287717442
1926-01-06	1	-0.309283495
1926-01-07	1	-0.300880084
1926-01-08	1	-0.330606265
1926-01-09	1	-0.352393619
1926-01-10	1	-0.38371609
1926-01-11	1	-0.365697584
1926-01-12	1	-0.330606265
1926-01-13	1	-0.243295603
1926-01-14	1	-0.243295603
1926-01-15	1	-0.263243073
1926-01-16	1	-0.330606265
1926-01-17	1	-0.28978427
1926-01-18	1	-0.243295603
1926-01-19	1	-0.255216274
1926-01-20	1	-0.272689837
1926-01-21	1	-0.255216274
1926-01-22	1	-0.251226907
1926-01-23	1	-0.289094853
1926-01-24	1	-0.280175411
1926-01-25	1	-0.313511831
1926-01-26	1	-0.28840591
1926-01-27	1	0.865577664
1926-01-28	1	1.496211494
1926-01-29	1	1.741082601
1926-01-30	1	1.849876132
1926-01-31	1	1.687166198
1926-02-01	1	2.001007415
1926-02-02	1	2.103082708
1926-02-03	1	2.523350547
1926-02-04	1	2.487963535
1926-02-05	1	2.419644291
1926-02-06	1	2.002402116
1926-02-07	1	1.804206095
1926-02-08	1	1.607680483
1926-02-09	1	1.656125879
1926-02-10	1	2.029895256
1926-02-11	1	2.414119415
1926-02-12	1	2.652838178
1926-02-13	1	2.554322867
1926-02-14	1	2.384602163
1926-02-15	1	2.070418901
1926-02-16	1	1.91811114
1926-02-17	1	1.644232775
1926-02-18	1	1.677569196
1926-02-19	1	1.750091671
1926-02-20	1	1.774893651
1926-02-21	1	1.626123629
1926-02-22	1	1.431750042
1926-02-23	1	1.308557828
1926-02-24	1	1.169632356
1926-02-25	1	1.190251643
1926-02-26	1	1.249675064
1926-02-27	1	1.341482613
1926-02-28	1	1.394057137
1926-03-01	1	1.428044046
1926-03-02	1	1.428044046
1926-03-03	1	1.428044046
1926-03-04	1	1.479894116
1926-03-05	1	1.544726366
1926-03-06	1	1.606645822
1926-03-07	1	1.622054447
1926-03-08	1	1.622054447
1926-03-09	1	1.57616527
1926-03-10	1	1.481068514
1926-03-11	1	1.429280905
1926-03-12	1	1.51793905
1926-03-13	1	1.657110616
1926-03-14	1	1.769630481
1926-03-15	1	1.797385949
1926-03-16	1	1.783604508
1926-03-17	1	1.713557928
1926-03-18	1	1.608714075
1926-03-19	1	1.560027211
1926-03-20	1	1.560027211
1926-03-21	1	1.59099605
1926-03-22	1	1.686210632
1926-03-23	1	1.714487728
1926-03-24	1	1.728331973
1926-03-25	1	1.637229245
1926-03-26	1	1.606645822
1926-03-27	1	1.560027211
1926-03-28	1	1.512266885
1926-03-29	1	1.445222383
1926-03-30	1	1.479894116
1926-03-31	1	1.479894116
1926-04-01	1	1.479894116
1926-04-02	1	1.410565449
1926-04-03	1	2.261813754
1926-04-04	1	2.994491774
1926-04-05	1	3.308944087
1926-04-06	1	3.353231767
1926-04-07	1	3.169465124
1926-04-08	1	3.001957377
1926-04-09	1	2.792442005
1926-04-10	1	2.564702202
1926-04-11	1	2.509177737
1926-04-12	1	2.531184023
1926-04-13	1	2.550301953
1926-04-14	1	2.539771277
1926-04-15	1	2.485817151
1926-04-16	1	2.426963628
1926-04-17	1	2.279400139
1926-04-18	1	2.126129508
1926-04-19	1	2.089761864
1926-04-20	1	2.124280509
1926-04-21	1	2.146246005
1926-04-22	1	2.180650347
1926-04-23	1	2.208821224
1926-04-24	1	2.262351244
1926-04-25	1	2.417806055
1926-04-26	1	2.442341589
1926-04-27	1	2.442341589
1926-04-28	1	2.312649955
1926-04-29	1	2.218412271
1926-04-30	1	2.140799698
1926-05-01	0	2.042694353
1926-05-02	0	2.078201042
1926-05-03	0	2.211651682
1926-05-04	0	2.211651682
1926-05-05	0	2.129203596
1926-05-06	0	1.882613586
1926-05-07	0	1.737456124
1926-05-08	0	1.61796864
1926-05-09	0	1.522453731
1926-05-10	0	1.445222383
1926-05-11	0	1.428044046
1926-05-12	0	1.410565449
1926-05-13	0	1.428044046
1926-05-14	0	1.445222383
1926-05-15	0	1.495054756
1926-05-16	0	1.52694812
1926-05-17	0	1.575097464
1926-05-18	0	1.622054447
1926-05-19	0	1.637229245
1926-05-20	0	1.592047022
1926-05-21	0	1.505417543
1926-05-22	0	1.421836701
1926-05-23	0	1.31689121
1926-05-24	0	1.199626712
1926-05-25	0	1.093055856
1926-05-26	0	1.023197558
1926-05-27	0	1.012003412
1926-05-28	0	0.991149575
1926-05-29	0	0.973757833
1926-05-30	0	0.909349258
1926-05-31	0	0.877667622
1926-06-01	0	0.869046879
1926-06-02	0	0.855974797
1926-06-03	0	0.804219716
1926-06-04	0	0.702189548
1926-06-05	0	0.622359946
1926-06-06	0	0.565364465
1926-06-07	0	0.565364465
1926-06-08	0	0.541624478
1926-06-09	0	0.482874973
1926-06-10	0	0.384566673
1926-06-11	0	0.271603346
1926-06-12	0	0.174166595
1926-06-13	0	0.080589518
1926-06-14	0	0.023767182
1926-06-15	0	-0.034340448
1926-06-16	0	-0.060315935
1926-06-17	0	-0.047243853
1926-06-18	0	-0.00902264
1926-06-19	0	-0.025829759
1926-06-20	0	-0.100589834
1926-06-21	0	-0.225030255
1926-06-22	0	-0.327020746
1926-06-23	0	-0.415269304
1926-06-24	0	-0.459223642
1926-06-25	0	-0.499228977
1926-06-26	0	-0.519848264
1926-06-27	0	-0.502636135
1926-06-28	0	-0.49244929
1926-06-29	0	-0.523326529
1926-06-30	0	-0.551596963
1926-07-01	0	-0.530319564
1926-07-02	0	-0.573336949
1926-07-03	0	-0.671398162
1926-07-04	0	-0.881994498
1926-07-05	0	-0.939739852
1926-07-06	0	-0.939739852
1926-07-07	0	-0.846473311
1926-07-08	0	-0.786911049
1926-07-09	0	-0.812170716
1926-07-10	0	-0.844069463
1926-07-11	0	-0.865914992
1926-07-12	0	-0.770047243
1926-07-13	0	-0.695939271
1926-07-14	0	-0.730697905
1926-07-15	0	-0.862240769
1926-07-16	0	-1.036768813
1926-07-17	0	-1.188980569
1926-07-18	0	-1.296226099
1926-07-19	0	-1.286836359
1926-07-20	0	-1.188980569
1926-07-21	0	-1.139383627
1926-07-22	0	-1.147480838
1926-07-23	0	-1.197491258
1926-07-24	0	-1.324936205
1926-07-25	0	-1.405788301
1926-07-26	0	-1.374697714
1926-07-27	0	-1.277533966
1926-07-28	0	-1.214733065
1926-07-29	0	-1.232277374
1926-07-30	0	-1.259184827
1926-07-31	0	-1.364545343
1926-08-01	0	-1.33469238
1926-08-02	0	-1.33469238
1926-08-03	0	-1.286836359
1926-08-04	0	-1.374697714
1926-08-05	0	-1.405788301
1926-08-06	0	-1.324936205
1926-08-07	0	-1.374697714
1926-08-08	0	-1.315274294
1926-08-09	0	-1.344544676
1926-08-10	0	-1.268317311
1926-08-11	0	-1.324936205
1926-08-12	0	-1.286836359
1926-08-13	0	-1.223466745
1926-08-14	0	-1.259184827
1926-08-15	0	-1.259184827
1926-08-16	0	-1.305704843
1926-08-17	0	-1.188980569
1926-08-18	0	-1.32299634
1926-08-19	0	-1.32299634
1926-08-20	0	-1.477793223
1926-08-21	0	-1.498365377
1926-08-22	0	-1.486884195
1926-08-23	0	-1.380838982
1926-08-24	0	-1.315274294
1926-08-25	0	-1.374697714
1926-08-26	0	-1.344544676
1926-08-27	0	-1.33469238
1926-08-28	0	-1.440052895
1926-08-29	0	-1.440052895
1926-08-30	0	-1.387018199
1926-08-31	0	-1.259184827
1926-09-01	0	-1.223466745
1926-09-02	0	-1.139383627
1926-09-03	0	-1.054390415
1926-09-04	0	-1.115478107
1926-09-05	0	-1.268317311
1926-09-06	0	-1.305704843
1926-09-07	0	-1.214733065
1926-09-08	0	-1.131351456
1926-09-09	0	-1.115478107
1926-09-10	0	-1.107634929
1926-09-11	0	-1.188980569
1926-09-12	0	-1.232277374
1926-09-13	0	-1.223466745
1926-09-14	0	-1.07686327
1926-09-15	0	-1.039684267
1926-09-16	0	-1.047010307
1926-09-17	0	-1.092130743
1926-09-18	0	-1.214733065
1926-09-19	0	-1.223466745
1926-09-20	0	-1.1805417
1926-09-21	0	-1.061825393
1926-09-22	0	-0.977429373
1926-09-23	0	-0.970594077
1926-09-24	0	-0.927920936
1926-09-25	0	-1.07383755
1926-09-26	0	-1.253745104
1926-09-27	0	-1.313353064
1926-09-28	0	-1.257368296
1926-09-29	0	-1.07686327
1926-09-30	0	-0.943710737
1926-10-01	1	-0.761168162
1926-10-02	1	-0.766708342
1926-10-03	1	-0.845270665
1926-10-04	1	-0.852508332
1926-10-05	1	-0.710538071
1926-10-06	1	-0.624052042
1926-10-07	1	-0.659349824
1926-10-08	1	-0.561502492
1926-10-09	1	-0.332763763
1926-10-10	1	-0.11264855
1926-10-11	1	-0.064711546
1926-10-12	1	-0.167871841
1926-10-13	1	-0.291164533
1926-10-14	1	-0.356808637
1926-10-15	1	-0.372416535
1926-10-16	1	-0.424695925
1926-10-17	1	-0.498378998
1926-10-18	1	-0.525070208
1926-10-19	1	-0.535596621
1926-10-20	1	-0.519848264
1926-10-21	1	-0.530319564
1926-10-22	1	-0.530319564
1926-10-23	1	-0.671398162
1926-10-24	1	-0.852508332
1926-10-25	1	-1.069316065
1926-10-26	1	-1.08446787
1926-10-27	1	-1.07686327
1926-10-28	1	-1.099852789
1926-10-29	1	-1.139383627
1926-10-30	1	-1.188980569
1926-10-31	1	-1.241166322
1926-11-01	1	-1.259184827
1926-11-02	1	-1.241166322
1926-11-03	1	-1.232277374
1926-11-04	1	-1.232277374
1926-11-05	1	-1.232277374
1926-11-06	1	-1.250134992
1926-11-07	1	-1.296226099
1926-11-08	1	-1.344544676
1926-11-09	1	-1.344544676
1926-11-10	1	-1.241166322
1926-11-11	1	-0.564221116
1926-11-12	1	-0.088674799
1926-11-13	1	0.089124421
1926-11-14	1	-0.071341405
1926-11-15	1	-0.402065229
1926-11-16	1	-0.58995783
1926-11-17	1	-0.516382056
1926-11-18	1	0.721942026
1926-11-19	1	0.99688025
1926-11-20	1	1.127072741
1926-11-21	1	1.322408465
1926-11-22	1	1.929419214
1926-11-23	1	2.668353553
1926-11-24	1	2.718625919
1926-11-25	1	2.841202049
1926-11-26	1	2.512530632
1926-11-27	1	2.746494098
1926-11-28	1	2.756378857
1926-11-29	1	2.750129865
1926-11-30	1	2.485817151
1926-12-01	1	2.216726404
1926-12-02	1	2.204845076
1926-12-03	1	2.22401139
1926-12-04	1	2.157647269
1926-12-05	1	1.93390688
1926-12-06	1	1.664953793
1926-12-07	1	1.288838879
1926-12-08	1	1.148578947
1926-12-09	1	1.023197558
1926-12-10	1	0.954072158
1926-12-11	1	0.900998478
1926-12-12	1	0.862532198
1926-12-13	1	0.815700898
1926-12-14	1	0.732418549
1926-12-15	1	0.702189548
1926-12-16	1	0.644278632
1926-12-17	1	0.630635855
1926-12-18	1	0.585684467
1926-12-19	1	0.599950044
1926-12-20	1	0.627884822
1926-12-21	1	0.671018193
1926-12-22	1	0.68412454
1926-12-23	1	0.657737785
1926-12-24	1	0.605599777
1926-12-25	1	0.559482095
1926-12-26	1	0.541624478
1926-12-27	1	0.532574642
1926-12-28	1	0.51730717
1926-12-29	1	0.486054626
1926-12-30	1	0.453793764
1926-12-31	1	0.501802983
1927-01-01	1	1.72649711
1927-01-02	1	2.30392524
1927-01-03	1	2.497353275
1927-01-04	1	2.38079082
1927-01-05	1	2.20313616
1927-01-06	1	2.131043523
1927-01-07	1	1.920383008
1927-01-08	1	1.669824723
1927-01-09	1	1.653165837
1927-01-10	1	1.669824723
1927-01-11	1	1.641237267
1927-01-12	1	1.528068568
1927-01-13	1	1.430516235
1927-01-14	1	1.405514933
1927-01-15	1	1.423081257
1927-01-16	1	1.488086087
1927-01-17	1	1.463306058
1927-01-18	1	1.446438188
1927-01-19	1	1.533652056
1927-01-20	1	1.608714075
1927-01-21	1	1.608714075
1927-01-22	1	1.496211494
1927-01-23	1	1.395336728
1927-01-24	1	1.30576453
1927-01-25	1	1.287415392
1927-01-26	1	1.323783036
1927-01-27	1	1.646224808
1927-01-28	1	1.826886613
1927-01-29	1	1.896654378
1927-01-30	1	1.745597282
1927-01-31	1	1.622054447
1927-02-01	1	2.012800823
1927-02-02	1	2.792758211
1927-02-03	1	2.982795734
1927-02-04	1	3.004007083
1927-02-05	1	2.632264345
1927-02-06	1	2.484957306
1927-02-07	1	2.296163234
1927-02-08	1	2.059947601
1927-02-09	1	1.882613586
1927-02-10	1	1.74289092
1927-02-11	1	1.653165837
1927-02-12	1	1.622054447
1927-02-13	1	2.147452278
1927-02-14	1	2.689257769
1927-02-15	1	3.069153302
1927-02-16	1	3.419573715
1927-02-17	1	3.558159879
1927-02-18	1	3.584286183
1927-02-19	1	3.842896441
1927-02-20	1	4.032748569
1927-02-21	1	4.092242365
1927-02-22	1	3.802258795
1927-02-23	1	3.412794028
1927-02-24	1	3.207767678
1927-02-25	1	3.054660295
1927-02-26	1	2.941428929
1927-02-27	1	2.799061415
1927-02-28	1	2.672997248
1927-03-01	1	2.570641638
1927-03-02	1	2.496928376
1927-03-03	1	2.412270986
1927-03-04	1	2.326856181
1927-03-05	1	2.246645533
1927-03-06	1	2.212216813
1927-03-07	1	2.270379117
1927-03-08	1	2.28098367
1927-03-09	1	2.260737907
1927-03-10	1	2.158839875
1927-03-11	1	2.10119056
1927-03-12	1	2.692757948
1927-03-13	1	2.866775849
1927-03-14	1	2.965390231
1927-03-15	1	2.63300646
1927-03-16	1	2.487963535
1927-03-17	1	2.360539405
1927-03-18	1	2.260199549
1927-03-19	1	2.179483486
1927-03-20	1	2.16300283
1927-03-21	1	2.185884439
1927-03-22	1	2.254258403
1927-03-23	1	2.359564746
1927-03-24	1	2.444583239
1927-03-25	1	2.485387321
1927-03-26	1	2.444583239
1927-03-27	1	2.369751591
1927-03-28	1	2.301861255
1927-03-29	1	2.268244645
1927-03-30	1	2.763240508
1927-03-31	1	3.238602598
1927-04-01	1	3.640010905
1927-04-02	1	3.68893011
1927-04-03	1	3.572758678
1927-04-04	1	3.295648545
1927-04-05	1	3.088156249
1927-04-06	1	2.946863725
1927-04-07	1	2.841202049
1927-04-08	1	2.720666736
1927-04-09	1	2.613908332
1927-04-10	1	2.487534627
1927-04-11	1	2.392181546
1927-04-12	1	2.302377651
1927-04-13	1	2.290954889
1927-04-14	1	2.313160811
1927-04-15	1	2.30289378
1927-04-16	1	2.258582734
1927-04-17	1	2.246645533
1927-04-18	1	2.314691814
1927-04-19	1	2.436038101
1927-04-20	1	2.551509926
1927-04-21	1	2.672997248
1927-04-22	1	2.817736094
1927-04-23	1	2.968312268
1927-04-24	1	3.134141363
1927-04-25	1	3.236576255
1927-04-26	1	3.22842957
1927-04-27	1	3.162936265
1927-04-28	1	3.08343926
1927-04-29	1	3.037481958
1927-04-30	1	2.941428929
1927-05-01	0	2.850197612
1927-05-02	0	2.829080689
1927-05-03	0	2.85317824
1927-05-04	0	2.924945039
1927-05-05	0	2.86824277
1927-05-06	0	2.780991499
1927-05-07	0	2.559526001
1927-05-08	0	2.483235394
1927-05-09	0	2.475449887
1927-05-10	0	2.560324086
1927-05-11	0	2.726426535
1927-05-12	0	2.928539678
1927-05-13	0	3.095190276
1927-05-14	0	3.199381885
1927-05-15	0	3.22842957
1927-05-16	0	3.178104486
1927-05-17	0	3.078699914
1927-05-18	0	2.89770764
1927-05-19	0	2.687503075
1927-05-20	0	2.38079082
1927-05-21	0	2.170099253
1927-05-22	0	2.144433863
1927-05-23	0	2.295123733
1927-05-24	0	2.483235394
1927-05-25	0	2.580853824
1927-05-26	0	2.561918347
1927-05-27	0	2.436038101
1927-05-28	0	2.271976987
1927-05-29	0	2.14140631
1927-05-30	0	2.089761864
1927-05-31	0	2.06060528
1927-06-01	0	2.054670544
1927-06-02	0	2.111240896
1927-06-03	0	2.291476946
1927-06-04	0	2.522936554
1927-06-05	0	2.727776974
1927-06-06	0	2.810308019
1927-06-07	0	2.718285377
1927-06-08	0	2.616551339
1927-06-09	0	2.552716441
1927-06-10	0	2.651018341
1927-06-11	0	2.69170918
1927-06-12	0	2.730808811
1927-06-13	0	2.711450081
1927-06-14	0	2.671570714
1927-06-15	0	2.600204273
1927-06-16	0	2.549495827
1927-06-17	0	2.455716732
1927-06-18	0	2.303409643
1927-06-19	0	2.180650347
1927-06-20	0	2.118712911
1927-06-21	0	2.140799698
1927-06-22	0	2.16300283
1927-06-23	0	2.185884439
1927-06-24	0	2.174802377
1927-06-25	0	2.076261177
1927-06-26	0	1.902061885
1927-06-27	0	1.696671973
1927-06-28	0	1.457314428
1927-06-29	0	1.202732304
1927-06-30	0	1.030591307
1927-07-01	0	0.979588753
1927-07-02	0	0.958040417
1927-07-03	0	0.931960704
1927-07-04	0	0.898899842
1927-07-05	0	0.886214682
1927-07-06	0	0.871209042
1927-07-07	0	0.871209042
1927-07-08	0	0.862532198
1927-07-09	0	0.875519393
1927-07-10	0	0.894689309
1927-07-11	0	0.907268091
1927-07-12	0	0.894689309
1927-07-13	0	0.858165378
1927-07-14	0	0.811124231
1927-07-15	0	0.747197144
1927-07-16	0	0.68412454
1927-07-17	0	0.608412718
1927-07-18	0	0.547612519
1927-07-19	0	0.49553337
1927-07-20	0	0.430575474
1927-07-21	0	0.363259049
1927-07-22	0	0.302208098
1927-07-23	0	0.259333254
1927-07-24	0	0.259333254
1927-07-25	0	0.233923538
1927-07-26	0	0.186235707
1927-07-27	0	0.093834745
1927-07-28	0	-0.00486463
1927-07-29	0	-0.091498862
1927-07-30	0	-0.166651585
1927-07-31	0	-0.232166192
1927-08-01	0	-0.26391489
1927-08-02	0	-0.319888048
1927-08-03	0	-0.361243234
1927-08-04	0	-0.355334797
1927-08-05	0	-0.350193398
1927-08-06	0	-0.370171865
1927-08-07	0	-0.414487749
1927-08-08	0	-0.431030071
1927-08-09	0	-0.44060716
1927-08-10	0	-0.468251197
1927-08-11	0	-0.484038812
1927-08-12	0	-0.499228977
1927-08-13	0	-0.540901673
1927-08-14	0	-0.556987811
1927-08-15	0	-0.540901673
1927-08-16	0	-0.519848264
1927-08-17	0	-0.540901673
1927-08-18	0	-0.562407879
1927-08-19	0	-0.618288337
1927-08-20	0	-0.677477208
1927-08-21	0	-0.714748603
1927-08-22	0	-0.702169821
1927-08-23	0	-0.653379657
1927-08-24	0	-0.671398162
1927-08-25	0	-0.731770291
1927-08-26	0	-0.798313682
1927-08-27	0	-0.833323091
1927-08-28	0	-0.760063799
1927-08-29	0	-0.683593435
1927-08-30	0	-0.606859641
1927-08-31	0	-0.584386785
1927-09-01	0	-0.658352318
1927-09-02	0	-0.732843828
1927-09-03	0	-0.772279387
1927-09-04	0	-0.714748603
1927-09-05	0	-0.671398162
1927-09-06	0	-0.618288337
1927-09-07	0	-0.612557662
1927-09-08	0	-0.612557662
1927-09-09	0	-0.647444921
1927-09-10	0	-0.677477208
1927-09-11	0	-0.721097831
1927-09-12	0	-0.708439434
1927-09-13	0	-0.665355848
1927-09-14	0	-0.606859641
1927-09-15	0	-0.618288337
1927-09-16	0	-0.647444921
1927-09-17	0	-0.720036823
1927-09-18	0	-0.765597848
1927-09-19	0	-0.720036823
1927-09-20	0	-0.671398162
1927-09-21	0	-0.665355848
1927-09-22	0	-0.740391034
1927-09-23	0	-0.792596113
1927-09-24	0	-0.82622247
1927-09-25	0	-0.725353156
1927-09-26	0	-0.581612858
1927-09-27	0	-0.518113658
1927-09-28	0	-0.593689178
1927-09-29	0	-0.593689178
1927-09-30	0	-0.616374461
1927-10-01	1	-0.604967493
1927-10-02	1	-0.659349824
1927-10-03	1	-0.63568008
1927-10-04	1	-0.601193904
1927-10-05	1	-0.578846605
1927-10-06	1	-0.567857483
1927-10-07	1	-0.530319564
1927-10-08	1	-0.606859641
1927-10-09	1	-0.653379657
1927-10-10	1	-0.659349824
1927-10-11	1	-0.573336949
1927-10-12	1	-0.47736099
1927-10-13	1	-0.452708961
1927-10-14	1	-0.467427134
1927-10-15	1	-0.546235019
1927-10-16	1	-0.567857483
1927-10-17	1	-0.516382056
1927-10-18	1	-0.417617642
1927-10-19	1	-0.412926468
1927-10-20	1	-0.42390697
1927-10-21	1	-0.446236447
1927-10-22	1	-0.465781043
1927-10-23	1	-0.487394519
1927-10-24	1	-0.458406982
1927-10-25	1	-0.268630291
1927-10-26	1	0.185807167
1927-10-27	1	0.373259132
1927-10-28	1	0.398523634
1927-10-29	1	0.20322847
1927-10-30	1	0.244488447
1927-10-31	1	0.323722421
1927-11-01	1	0.28953755
1927-11-02	1	0.128926065
1927-11-03	1	0.035791375
1927-11-04	1	0.00339988
1927-11-05	1	-0.082489792
1927-11-06	1	0.154016987
1927-11-07	1	0.855097219
1927-11-08	1	1.925664046
1927-11-09	1	2.084640214
1927-11-10	1	2.014179183
1927-11-11	1	1.31827338
1927-11-12	1	1.105093835
1927-11-13	1	1.148578947
1927-11-14	1	1.127072741
1927-11-15	1	1.082620979
1927-11-16	1	1.012003412
1927-11-17	1	1.012003412
1927-11-18	1	1.155104255
1927-11-19	1	1.409305209
1927-11-20	1	1.441566071
1927-11-21	1	1.33606988
1927-11-22	1	1.059631461
1927-11-23	1	0.987310799
1927-11-24	1	0.961992991
1927-11-25	1	0.961992991
1927-11-26	1	0.961992991
1927-11-27	1	0.961992991
1927-11-28	1	1.059631461
1927-11-29	1	1.036100963
1927-11-30	1	1.012003412
1927-12-01	1	0.881950283
1927-12-02	1	0.869046879
1927-12-03	1	0.84272957
1927-12-04	1	0.815700898
1927-12-05	1	0.773736699
1927-12-06	1	0.729934076
1927-12-07	1	0.657737785
1927-12-08	1	0.597113163
1927-12-09	1	0.582806767
1927-12-10	1	0.627884822
1927-12-11	1	0.747197144
1927-12-12	1	0.913498641
1927-12-13	1	0.987310799
1927-12-14	1	0.940057914
1927-12-15	1	0.778487302
1927-12-16	1	0.627884822
1927-12-17	1	0.535600363
1927-12-18	1	0.470054285
1927-12-19	1	0.403362911
1927-12-20	1	0.403362911
1927-12-21	1	0.368271591
1927-12-22	1	0.368271591
1927-12-23	1	0.331903947
1927-12-24	1	0.331903947
1927-12-25	1	0.298002395
1927-12-26	1	0.392964203
1927-12-27	1	1.989779227
1927-12-28	1	2.126129508
1927-12-29	1	2.169509804
1927-12-30	1	1.21199163
1927-12-31	1	0.99688025
1928-01-01	1	0.946088083
1928-01-02	1	0.933991162
1928-01-03	1	0.933991162
1928-01-04	1	0.933991162
1928-01-05	1	0.933991162
1928-01-06	1	0.942072014
1928-01-07	1	0.942072014
1928-01-08	1	0.927887379
1928-01-09	1	0.919690611
1928-01-10	1	0.933991162
1928-01-11	1	0.948090086
1928-01-12	1	0.961992991
1928-01-13	1	0.948090086
1928-01-14	1	0.921746111
1928-01-15	1	0.907268091
1928-01-16	1	0.907268091
1928-01-17	1	0.907268091
1928-01-18	1	0.84272957
1928-01-19	1	0.787921334
1928-01-20	1	0.752075202
1928-01-21	1	0.780854167
1928-01-22	1	0.794938906
1928-01-23	1	0.773736699
1928-01-24	1	0.759347961
1928-01-25	1	0.787921334
1928-01-26	1	0.855974797
1928-01-27	1	1.082620979
1928-01-28	1	1.370740019
1928-01-29	1	1.491576492
1928-01-30	1	1.468073648
1928-01-31	1	1.341482613
1928-02-01	1	1.565435553
1928-02-02	1	2.155257781
1928-02-03	1	2.3702341
1928-02-04	1	2.305984973
1928-02-05	1	1.855541869
1928-02-06	1	1.464500088
1928-02-07	1	1.360199737
1928-02-08	1	1.30576453
1928-02-09	1	1.230256978
1928-02-10	1	1.148578947
1928-02-11	1	1.036100963
1928-02-12	1	0.973757833
1928-02-13	1	0.896796792
1928-02-14	1	0.84272957
1928-02-15	1	0.82930655
1928-02-16	1	0.869046879
1928-02-17	1	0.888340082
1928-02-18	1	0.862532198
1928-02-19	1	0.822526863
1928-02-20	1	0.787921334
1928-02-21	1	0.773736699
1928-02-22	1	0.773736699
1928-02-23	1	0.787921334
1928-02-24	1	0.822526863
1928-02-25	1	0.862532198
1928-02-26	1	0.900998478
1928-02-27	1	0.881950283
1928-02-28	1	0.84272957
1928-02-29	1	0.801907576
1928-03-01	1	0.84272957
1928-03-02	1	0.967892713
1928-03-03	1	1.151846923
1928-03-04	1	1.300154417
1928-03-05	1	1.394057137
1928-03-06	1	1.445222383
1928-03-07	1	1.512266885
1928-03-08	1	1.658094384
1928-03-09	1	1.744695975
1928-03-10	1	1.771387951
1928-03-11	1	1.712627263
