season	obs	residual	yest.residual	yest.all.obs	two.yest.all.obs	all.change.obs
2	2.800312944	-0.3257991	-0.428215158	2.762679549	2.818219926	2.852350352
3	2.883147911	-0.262954342	-0.3257991	2.800312944	2.762679549	2.818219926
3	2.984457389	-0.231873393	-0.262954342	2.883147911	2.800312944	2.762679549
3	3.012442666	-0.308863968	-0.231873393	2.984457389	2.883147911	2.800312944
3	2.950609336	-0.449825572	-0.308863968	3.012442666	2.984457389	2.883147911
3	2.829172995	-0.578769404	-0.449825572	2.950609336	3.012442666	2.984457389
3	2.692655062	-0.636334255	-0.578769404	2.829172995	2.950609336	3.012442666
3	2.596698497	-0.619336596	-0.636334255	2.692655062	2.829172995	2.950609336
3	2.518029202	-0.620414864	-0.619336596	2.596698497	2.692655062	2.829172995
3	2.462406245	-0.622574406	-0.620414864	2.518029202	2.596698497	2.692655062
3	2.422414402	-0.626991815	-0.622574406	2.462406245	2.518029202	2.596698497
3	2.398056708	-0.62535044	-0.626991815	2.422414402	2.462406245	2.518029202
3	2.374084479	-0.634922978	-0.62535044	2.398056708	2.422414402	2.462406245
3	2.340688148	-0.679154769	-0.634922978	2.374084479	2.398056708	2.422414402
3	2.301386223	-0.721462503	-0.679154769	2.340688148	2.374084479	2.398056708
3	2.270769943	-0.737947884	-0.721462503	2.301386223	2.340688148	2.374084479
3	2.246152628	-0.735673914	-0.737947884	2.270769943	2.301386223	2.340688148
3	2.235916787	-0.723791303	-0.735673914	2.246152628	2.270769943	2.301386223
3	2.228482118	-0.713056903	-0.723791303	2.235916787	2.246152628	2.270769943
3	2.225768638	-0.700576515	-0.713056903	2.228482118	2.235916787	2.246152628
3	2.219328938	-0.694292022	-0.700576515	2.225768638	2.228482118	2.235916787
3	2.204335871	-0.693416699	-0.694292022	2.219328938	2.225768638	2.228482118
3	2.184170222	-0.697191433	-0.693416699	2.204335871	2.219328938	2.225768638
3	2.140202836	-0.726102831	-0.697191433	2.184170222	2.204335871	2.219328938
3	2.092404884	-0.760728146	-0.726102831	2.140202836	2.184170222	2.204335871
3	2.051356342	-0.788453481	-0.760728146	2.092404884	2.140202836	2.184170222
3	2.041866626	-0.784129458	-0.788453481	2.051356342	2.092404884	2.140202836
3	2.051216245	-0.761171529	-0.784129458	2.041866626	2.051356342	2.092404884
3	2.073841855	-0.72507822	-0.761171529	2.051216245	2.041866626	2.051356342
3	2.106474345	-0.679062227	-0.72507822	2.073841855	2.051216245	2.041866626
3	2.14152422	-0.630695465	-0.679062227	2.106474345	2.073841855	2.051216245
3	2.186346758	-0.574785329	-0.630695465	2.14152422	2.106474345	2.073841855
4	2.241944727	-0.506985707	-0.574785329	2.186346758	2.14152422	2.106474345
4	2.292072628	-0.472752912	-0.506985707	2.241944727	2.186346758	2.14152422
4	2.301315882	-0.63153938	-0.472752912	2.292072628	2.241944727	2.186346758
4	2.258781983	-0.81321821	-0.63153938	2.301315882	2.292072628	2.241944727
4	2.207560667	-0.918129912	-0.81321821	2.258781983	2.301315882	2.292072628
4	2.180830117	-0.84134081	-0.918129912	2.207560667	2.258781983	2.301315882
4	2.187436469	-0.738002466	-0.84134081	2.180830117	2.207560667	2.258781983
4	2.200421215	-0.65850734	-0.738002466	2.187436469	2.180830117	2.207560667
4	2.21827813	-0.594263014	-0.65850734	2.200421215	2.187436469	2.180830117
4	2.242716792	-0.536268352	-0.594263014	2.21827813	2.200421215	2.187436469
4	2.269589597	-0.483806653	-0.536268352	2.242716792	2.21827813	2.200421215
4	2.301545549	-0.431125892	-0.483806653	2.269589597	2.242716792	2.21827813
4	2.348657107	-0.366218681	-0.431125892	2.301545549	2.269589597	2.242716792
4	2.401495178	-0.297334483	-0.366218681	2.348657107	2.301545549	2.269589597
4	2.442383978	-0.241434581	-0.297334483	2.401495178	2.348657107	2.301545549
4	2.471528231	-0.197889307	-0.241434581	2.442383978	2.401495178	2.348657107
4	2.49312695	-0.162250965	-0.197889307	2.471528231	2.442383978	2.401495178
4	2.497152651	-0.146788987	-0.162250965	2.49312695	2.471528231	2.442383978
4	2.448696032	-0.233597551	-0.146788987	2.497152651	2.49312695	2.471528231
4	2.37235839	-0.350689483	-0.233597551	2.448696032	2.497152651	2.49312695
4	2.316404325	-0.423582137	-0.350689483	2.37235839	2.448696032	2.497152651
4	2.323320691	-0.370795673	-0.423582137	2.316404325	2.37235839	2.448696032
4	2.362027986	-0.290285527	-0.370795673	2.323320691	2.316404325	2.37235839
4	2.403399911	-0.218056225	-0.290285527	2.362027986	2.323320691	2.316404325
4	2.443896334	-0.153502889	-0.218056225	2.403399911	2.362027986	2.323320691
4	2.478916396	-0.098563203	-0.153502889	2.443896334	2.403399911	2.362027986
4	2.508071613	-0.051984539	-0.098563203	2.478916396	2.443896334	2.403399911
4	2.515982363	-0.028126446	-0.051984539	2.508071613	2.478916396	2.443896334
4	2.515635988	-0.013400911	-0.028126446	2.515982363	2.508071613	2.478916396
4	2.508794	-0.005651891	-0.013400911	2.515635988	2.515982363	2.508071613
5	2.510393297	0.010252579	-0.005651891	2.508794	2.515635988	2.515982363
5	2.512119112	0.026140834	0.010252579	2.510393297	2.508794	2.515635988
5	2.514648333	0.042744069	0.026140834	2.512119112	2.510393297	2.508794
5	2.504213951	0.04634789	0.042744069	2.514648333	2.512119112	2.510393297
5	2.485074384	0.041235954	0.04634789	2.504213951	2.514648333	2.512119112
5	2.427825457	-0.002050781	0.041235954	2.485074384	2.504213951	2.514648333
5	2.353154407	-0.14978514	-0.002050781	2.427825457	2.485074384	2.504213951
5	2.270525695	-0.389072169	-0.14978514	2.353154407	2.427825457	2.485074384
5	2.227757698	-0.530145599	-0.389072169	2.270525695	2.353154407	2.427825457
5	2.215804219	-0.53023545	-0.530145599	2.227757698	2.270525695	2.353154407
5	2.211412975	-0.434490573	-0.53023545	2.215804219	2.227757698	2.270525695
5	2.211329728	-0.364766531	-0.434490573	2.211412975	2.215804219	2.227757698
5	2.219715308	-0.304142613	-0.364766531	2.211329728	2.211412975	2.215804219
5	2.248165181	-0.236142961	-0.304142613	2.219715308	2.211329728	2.211412975
5	2.284438199	-0.170148577	-0.236142961	2.248165181	2.219715308	2.211329728
5	2.323076306	-0.107982311	-0.170148577	2.284438199	2.248165181	2.219715308
5	2.352112484	-0.059173858	-0.107982311	2.323076306	2.284438199	2.248165181
5	2.378146117	-0.015617399	-0.059173858	2.352112484	2.323076306	2.284438199
5	2.380154182	0.002579334	-0.015617399	2.378146117	2.352112484	2.323076306
5	2.365002559	0.002819036	0.002579334	2.380154182	2.378146117	2.352112484
5	2.308724701	-0.038586222	0.002819036	2.365002559	2.380154182	2.378146117
5	2.234950778	-0.099577435	-0.038586222	2.308724701	2.365002559	2.380154182
5	2.137958896	-0.184420269	-0.099577435	2.234950778	2.308724701	2.365002559
5	2.038414421	-0.268955184	-0.184420269	2.137958896	2.234950778	2.308724701
5	1.931981314	-0.360536407	-0.268955184	2.038414421	2.137958896	2.234950778
5	1.853151336	-0.424620724	-0.360536407	1.931981314	2.038414421	2.137958896
5	1.806810555	-0.456269542	-0.424620724	1.853151336	1.931981314	2.038414421
5	1.845558111	-0.403169946	-0.456269542	1.806810555	1.853151336	1.931981314
5	1.907653142	-0.332508642	-0.403169946	1.845558111	1.806810555	1.853151336
5	1.987820909	-0.243411345	-0.332508642	1.907653142	1.845558111	1.806810555
5	1.987396559	-0.23027102	-0.243411345	1.987820909	1.907653142	1.845558111
6	1.961412747	-0.243270541	-0.23027102	1.987396559	1.987820909	1.907653142
6	1.894767757	-0.325310629	-0.243270541	1.961412747	1.987396559	1.987820909
6	1.83588989	-0.410772951	-0.325310629	1.894767757	1.961412747	1.987396559
6	1.7548908	-0.47991972	-0.410772951	1.83588989	1.894767757	1.961412747
6	1.712404809	-0.48565501	-0.47991972	1.7548908	1.83588989	1.894767757
6	1.750104128	-0.419238115	-0.48565501	1.712404809	1.7548908	1.83588989
6	1.845170815	-0.300754001	-0.419238115	1.750104128	1.712404809	1.7548908
6	1.91934448	-0.206343369	-0.300754001	1.845170815	1.750104128	1.712404809
6	1.939189339	-0.168142797	-0.206343369	1.91934448	1.845170815	1.750104128
6	1.915373845	-0.174702017	-0.168142797	1.939189339	1.91934448	1.845170815
6	1.865111662	-0.208325261	-0.174702017	1.915373845	1.939189339	1.91934448
6	1.814193345	-0.242930757	-0.208325261	1.865111662	1.915373845	1.939189339
6	1.793447971	-0.247497386	-0.242930757	1.814193345	1.865111662	1.915373845
6	1.807245933	-0.217559396	-0.247497386	1.793447971	1.814193345	1.865111662
6	1.833738318	-0.174906409	-0.217559396	1.807245933	1.793447971	1.814193345
6	1.869211355	-0.123225868	-0.174906409	1.833738318	1.807245933	1.793447971
6	1.872765568	-0.103390403	-0.123225868	1.869211355	1.833738318	1.807245933
6	1.827091926	-0.132691915	-0.103390403	1.872765568	1.869211355	1.833738318
6	1.682376544	-0.260932925	-0.132691915	1.827091926	1.872765568	1.869211355
6	1.530929347	-0.395802083	-0.260932925	1.682376544	1.827091926	1.872765568
6	1.428889397	-0.481171299	-0.395802083	1.530929347	1.682376544	1.827091926
6	1.411268391	-0.481989011	-0.481171299	1.428889397	1.530929347	1.682376544
6	1.404758668	-0.471556398	-0.481989011	1.411268391	1.428889397	1.530929347
6	1.403624961	-0.45558996	-0.471556398	1.404758668	1.411268391	1.428889397
6	1.367282759	-0.474708894	-0.45558996	1.403624961	1.404758668	1.411268391
6	1.364187359	-0.460450329	-0.474708894	1.367282759	1.403624961	1.404758668
6	1.439185678	-0.367967904	-0.460450329	1.364187359	1.367282759	1.403624961
6	1.646923844	-0.142640039	-0.367967904	1.439185678	1.364187359	1.367282759
6	1.811950034	0.010596949	-0.142640039	1.646923844	1.439185678	1.364187359
6	1.894140247	-0.223028447	0.010596949	1.811950034	1.646923844	1.439185678
7	1.859435275	-0.52299256	-0.223028447	1.894140247	1.811950034	1.646923844
7	1.763041834	-0.721027752	-0.52299256	1.859435275	1.894140247	1.811950034
7	1.639691628	-0.717842785	-0.721027752	1.763041834	1.859435275	1.894140247
7	1.556683472	-0.654307723	-0.717842785	1.639691628	1.763041834	1.859435275
7	1.559936823	-0.547954841	-0.654307723	1.556683472	1.639691628	1.763041834
7	1.585398569	-0.450395683	-0.547954841	1.559936823	1.556683472	1.639691628
7	1.593839881	-0.390607227	-0.450395683	1.585398569	1.559936823	1.556683472
7	1.544946605	-0.40143804	-0.390607227	1.593839881	1.585398569	1.559936823
7	1.448185007	-0.468387814	-0.40143804	1.544946605	1.593839881	1.585398569
7	1.368042338	-0.523732735	-0.468387814	1.448185007	1.544946605	1.593839881
7	1.335459108	-0.534512367	-0.523732735	1.368042338	1.448185007	1.544946605
7	1.411785666	-0.438134085	-0.534512367	1.335459108	1.368042338	1.448185007
7	1.433994403	-0.396866228	-0.438134085	1.411785666	1.335459108	1.368042338
7	1.404790337	-0.407545521	-0.396866228	1.433994403	1.411785666	1.335459108
7	1.286425663	-0.507644957	-0.407545521	1.404790337	1.433994403	1.411785666
7	1.169899412	-0.606002611	-0.507644957	1.286425663	1.404790337	1.433994403
7	1.114827879	-0.64289984	-0.606002611	1.169899412	1.286425663	1.404790337
7	1.121992036	-0.617492673	-0.64289984	1.114827879	1.169899412	1.286425663
7	1.19492412	-0.526209362	-0.617492673	1.121992036	1.114827879	1.169899412
7	1.252461282	-0.450187224	-0.526209362	1.19492412	1.121992036	1.114827879
7	1.278392533	-0.405619994	-0.450187224	1.252461282	1.19492412	1.121992036
7	1.231450331	-0.43376283	-0.405619994	1.278392533	1.252461282	1.19492412
7	1.140829409	-0.505411436	-0.43376283	1.231450331	1.278392533	1.252461282
7	1.060838243	-0.5662493	-0.505411436	1.140829409	1.231450331	1.278392533
7	1.069752006	-0.537996828	-0.5662493	1.060838243	1.140829409	1.231450331
7	1.087025598	-0.501205842	-0.537996828	1.069752006	1.060838243	1.140829409
7	1.108459483	-0.460070315	-0.501205842	1.087025598	1.069752006	1.060838243
7	1.10155958	-0.44704472	-0.460070315	1.108459483	1.087025598	1.069752006
7	1.111997772	-0.416442155	-0.44704472	1.10155958	1.108459483	1.087025598
7	1.088132181	-0.419899293	-0.416442155	1.111997772	1.10155958	1.108459483
7	1.055937505	-0.431467431	-0.419899293	1.088132181	1.111997772	1.10155958
8	1.058761473	-0.407786312	-0.431467431	1.055937505	1.088132181	1.111997772
8	1.102178858	-0.343271149	-0.407786312	1.058761473	1.055937505	1.088132181
8	1.127337477	-0.29676509	-0.343271149	1.102178858	1.058761473	1.055937505
8	1.111974194	-0.290521492	-0.29676509	1.127337477	1.102178858	1.058761473
8	1.06965854	-0.310961059	-0.290521492	1.111974194	1.127337477	1.102178858
8	1.041160385	-0.317303966	-0.310961059	1.06965854	1.111974194	1.127337477
8	1.03535282	-0.300666831	-0.317303966	1.041160385	1.06965854	1.111974194
8	1.136886009	-0.176388764	-0.300666831	1.03535282	1.041160385	1.06965854
8	1.212917127	-0.077301349	-0.176388764	1.136886009	1.03535282	1.041160385
8	1.236355322	-0.03048362	-0.077301349	1.212917127	1.136886009	1.03535282
8	1.073302248	-0.169825754	-0.03048362	1.236355322	1.212917127	1.136886009
8	0.899541559	-0.319551159	-0.169825754	1.073302248	1.236355322	1.212917127
8	0.752676535	-0.442042078	-0.319551159	0.899541559	1.073302248	1.236355322
8	0.764087116	-0.4058733	-0.442042078	0.752676535	0.899541559	1.073302248
8	0.756620144	-0.388151733	-0.4058733	0.764087116	0.752676535	0.899541559
8	0.707256258	-0.411882494	-0.388151733	0.756620144	0.764087116	0.752676535
8	0.590446418	-0.502624022	-0.411882494	0.707256258	0.756620144	0.764087116
8	0.469390981	-0.597170868	-0.502624022	0.590446418	0.707256258	0.756620144
8	0.400062449	-0.639541223	-0.597170868	0.469390981	0.590446418	0.707256258
8	0.420024103	-0.592190312	-0.639541223	0.400062449	0.469390981	0.590446418
8	0.5089303	-0.475431309	-0.592190312	0.420024103	0.400062449	0.469390981
8	0.650439978	-0.305568932	-0.475431309	0.5089303	0.420024103	0.400062449
8	0.779033492	-0.147961949	-0.305568932	0.650439978	0.5089303	0.420024103
8	0.870861009	-0.026456465	-0.147961949	0.779033492	0.650439978	0.5089303
8	0.89884732	0.031892454	-0.026456465	0.870861009	0.779033492	0.650439978
8	0.857478296	0.021495132	0.031892454	0.89884732	0.870861009	0.779033492
8	0.730238065	-0.074112914	0.021495132	0.857478296	0.89884732	0.870861009
8	0.564182599	-0.207826686	-0.074112914	0.730238065	0.857478296	0.89884732
8	0.494467112	-0.244442971	-0.207826686	0.564182599	0.730238065	0.857478296
8	0.641066612	-0.06393772	-0.244442971	0.494467112	0.564182599	0.730238065
8	0.859884056	0.189643563	-0.06393772	0.641066612	0.494467112	0.564182599
9	1.028553218	0.3939898	0.189643563	0.859884056	0.641066612	0.494467112
9	1.089150701	0.491226388	0.3939898	1.028553218	0.859884056	0.641066612
9	1.082586984	0.52229612	0.491226388	1.089150701	1.028553218	0.859884056
9	1.070755013	0.549205385	0.52229612	1.082586984	1.089150701	1.028553218
9	1.100877933	0.619174606	0.549205385	1.070755013	1.082586984	1.089150701
9	1.189806751	0.749137949	0.619174606	1.100877933	1.070755013	1.082586984
9	1.278739849	0.880436972	0.749137949	1.189806751	1.100877933	1.070755013
9	1.335666512	0.981352233	0.880436972	1.278739849	1.189806751	1.100877933
9	1.28510186	0.976583339	0.981352233	1.335666512	1.278739849	1.189806751
9	1.144798396	0.883778079	0.976583339	1.28510186	1.335666512	1.278739849
9	0.982861814	0.771000132	0.883778079	1.144798396	1.28510186	1.335666512
9	0.975532302	0.81131896	0.771000132	0.982861814	1.144798396	1.28510186
9	1.10746519	0.993538965	0.81131896	0.975532302	0.982861814	1.144798396
9	1.234404557	1.173939891	0.993538965	1.10746519	0.975532302	0.982861814
9	1.289968319	1.287208511	1.173939891	1.234404557	1.10746519	0.975532302
9	1.230529272	1.288742815	1.287208511	1.289968319	1.234404557	1.10746519
9	1.160689352	1.283459516	1.288742815	1.230529272	1.289968319	1.234404557
9	1.133702518	1.32502305	1.283459516	1.160689352	1.230529272	1.289968319
9	1.244909453	1.509233117	1.32502305	1.133702518	1.160689352	1.230529272
9	1.348836672	1.691194168	1.509233117	1.244909453	1.133702518	1.160689352
9	1.389829977	1.816041582	1.691194168	1.348836672	1.244909453	1.133702518
9	1.376215028	1.893098972	1.816041582	1.389829977	1.348836672	1.244909453
9	1.275481533	1.891139199	1.893098972	1.376215028	1.389829977	1.348836672
9	1.152517351	1.87673602	1.891139199	1.275481533	1.376215028	1.389829977
9	1.01453304	1.859375361	1.87673602	1.152517351	1.275481533	1.376215028
9	1.060793574	2.041497319	1.859375361	1.01453304	1.152517351	1.275481533
9	1.158211437	2.294635816	2.041497319	1.060793574	1.01453304	1.152517351
9	1.197988079	2.517097773	2.294635816	1.158211437	1.060793574	1.01453304
9	1.134675686	2.675201577	2.517097773	1.197988079	1.158211437	1.060793574
9	1.061398929	2.883748332	2.675201577	1.134675686	1.197988079	1.158211437
10	0.868674033	3.080503343	2.883748332	1.061398929	1.134675686	1.197988079
10	0.675245538	3.525531743	3.080503343	0.868674033	1.061398929	1.134675686
10	0.416627041	5.433694949	3.525531743	0.675245538	0.868674033	1.061398929
10	1.004160562	1.984473175	5.433694949	0.416627041	0.675245538	0.868674033
10	1.330957331	2.528910125	1.984473175	1.004160562	0.416627041	0.675245538
10	1.492850039	4.124929474	2.528910125	1.330957331	1.004160562	0.416627041
12	1.310999444	-0.987563365	4.124929474	1.492850039	1.330957331	1.004160562
12	1.180475246	-1.111421218	-0.987563365	1.310999444	1.492850039	1.330957331
12	1.219617369	-0.727565149	-1.111421218	1.180475246	1.310999444	1.492850039
12	1.309731012	-0.354444493	-0.727565149	1.219617369	1.180475246	1.310999444
12	1.318495884	-0.124663226	-0.354444493	1.309731012	1.219617369	1.180475246
12	1.269315729	-0.007935313	-0.124663226	1.318495884	1.309731012	1.219617369
12	1.184663057	0.029429612	-0.007935313	1.269315729	1.318495884	1.309731012
12	1.152059879	0.086906171	0.029429612	1.184663057	1.269315729	1.318495884
12	1.139197012	0.142440133	0.086906171	1.152059879	1.184663057	1.269315729
12	1.221719717	0.279390291	0.142440133	1.139197012	1.152059879	1.184663057
12	1.326891752	0.43036523	0.279390291	1.221719717	1.139197012	1.152059879
12	1.408699029	0.552872986	0.43036523	1.326891752	1.221719717	1.139197012
12	1.420493611	0.602520158	0.552872986	1.408699029	1.326891752	1.221719717
12	1.364333931	0.582786932	0.602520158	1.420493611	1.408699029	1.326891752
12	1.286706847	0.541052275	0.582786932	1.364333931	1.420493611	1.408699029
12	1.216763466	0.50690498	0.541052275	1.286706847	1.364333931	1.420493611
12	1.235659652	0.533702164	0.50690498	1.216763466	1.286706847	1.364333931
12	1.254401712	0.396269388	0.533702164	1.235659652	1.216763466	1.286706847
12	1.252436697	0.324210361	0.396269388	1.254401712	1.235659652	1.216763466
12	1.161237172	0.328279385	0.324210361	1.252436697	1.254401712	1.235659652
12	1.105274255	0.369165354	0.328279385	1.161237172	1.252436697	1.254401712
12	1.070460116	0.410474512	0.369165354	1.105274255	1.161237172	1.252436697
12	1.046093605	0.448973058	0.410474512	1.070460116	1.105274255	1.161237172
12	1.001109389	0.458912187	0.448973058	1.046093605	1.070460116	1.105274255
12	0.969302394	0.477545207	0.458912187	1.001109389	1.046093605	1.070460116
12	0.984405943	0.54092777	0.477545207	0.969302394	1.001109389	1.046093605
12	1.000049824	0.604124816	0.54092777	0.984405943	0.969302394	1.001109389
12	1.014397874	0.666228693	0.604124816	1.000049824	0.984405943	0.969302394
12	1.042516036	0.742882279	0.666228693	1.014397874	1.000049824	0.984405943
1	1.073253229	0.819311406	0.742882279	1.042516036	1.014397874	1.000049824
1	1.109949075	0.603056088	0.819311406	1.073253229	1.042516036	1.014397874
1	1.090312766	0.421460678	0.603056088	1.109949075	1.073253229	1.042516036
1	1.049241757	0.420729383	0.421460678	1.090312766	1.109949075	1.073253229
1	0.943747336	0.481581662	0.420729383	1.049241757	1.090312766	1.109949075
1	0.850140314	0.519010665	0.481581662	0.943747336	1.049241757	1.090312766
1	0.694881006	0.469928154	0.519010665	0.850140314	0.943747336	1.049241757
1	0.567561462	0.432719215	0.469928154	0.694881006	0.850140314	0.943747336
1	0.508542375	0.45433444	0.432719215	0.567561462	0.694881006	0.850140314
1	0.626705675	0.648335938	0.45433444	0.508542375	0.567561462	0.694881006
1	0.772333598	0.868271626	0.648335938	0.626705675	0.508542375	0.567561462
1	0.824427298	0.995459866	0.868271626	0.772333598	0.626705675	0.508542375
1	0.735591069	0.983698851	0.995459866	0.824427298	0.772333598	0.626705675
1	0.533390806	0.766367522	0.983698851	0.735591069	0.824427298	0.772333598
1	0.387938042	0.429289026	0.766367522	0.533390806	0.735591069	0.824427298
1	0.424666926	0.387585007	0.429289026	0.387938042	0.533390806	0.735591069
1	0.649871214	0.772124441	0.387585007	0.424666926	0.387938042	0.533390806
1	0.835058245	1.114561833	0.772124441	0.649871214	0.424666926	0.387938042
1	0.967974409	1.378793645	1.114561833	0.835058245	0.649871214	0.424666926
1	0.941233299	0.807673217	1.378793645	0.967974409	0.835058245	0.649871214
1	0.84105533	-0.525658541	0.807673217	0.941233299	0.967974409	0.835058245
1	1.00090916	-0.911784335	-0.525658541	0.84105533	0.941233299	0.967974409
1	1.533008444	-0.554636181	-0.911784335	1.00090916	0.84105533	0.941233299
1	2.069429191	0.011227996	-0.554636181	1.533008444	1.00090916	0.84105533
1	2.323132493	-0.08574873	0.011227996	2.069429191	1.533008444	1.00090916
1	2.317153511	-0.555077781	-0.08574873	2.323132493	2.069429191	1.533008444
1	2.03668945	-1.144871421	-0.555077781	2.317153511	2.323132493	2.069429191
1	1.625226442	-1.602911564	-1.144871421	2.03668945	2.317153511	2.323132493
1	1.267936786	-1.828589101	-1.602911564	1.625226442	2.03668945	2.317153511
1	1.174796173	-1.68608225	-1.828589101	1.267936786	1.625226442	2.03668945
1	1.207706991	-1.453573386	-1.68608225	1.174796173	1.267936786	1.625226442
2	1.222796674	-1.294673281	-1.453573386	1.207706991	1.174796173	1.267936786
2	1.199864286	-1.217096669	-1.294673281	1.222796674	1.207706991	1.174796173
2	1.11615776	-1.23109974	-1.217096669	1.199864286	1.222796674	1.207706991
2	0.984700558	-1.313424688	-1.23109974	1.11615776	1.199864286	1.222796674
2	0.881041751	-1.381100935	-1.313424688	0.984700558	1.11615776	1.199864286
2	0.897089147	-1.337290066	-1.381100935	0.881041751	0.984700558	1.11615776
2	1.004528179	-1.216107185	-1.337290066	0.897089147	0.881041751	0.984700558
2	1.107796732	-1.112152306	-1.216107185	1.004528179	0.897089147	0.881041751
2	1.286912733	-0.936644241	-1.112152306	1.107796732	1.004528179	0.897089147
2	1.473183441	-0.723506503	-0.936644241	1.286912733	1.107796732	1.004528179
2	1.623935677	-0.619031104	-0.723506503	1.473183441	1.286912733	1.107796732
2	1.625455047	-0.764086998	-0.619031104	1.623935677	1.473183441	1.286912733
2	1.577536913	-0.891529735	-0.764086998	1.625455047	1.623935677	1.473183441
