date,obs,Average_3day_ahead,error10,error30
2/14/1929,1.983471071,1.857851236,1.703106061,1.903502084
2/15/1929,2.102479335,1.712396691,1.766851665,1.313871976
2/16/1929,1.785123964,1.6661157,1.660889721,1.38152849
2/17/1929,1.68595041,1.646280989,1.714014237,1.712409814
2/18/1929,1.6661157,1.639669419,1.491706328,1.880264292
2/19/1929,1.646280989,1.639669419,1.660961726,1.970376359
2/20/1929,1.626446278,1.664793386,1.5372952,1.88583013
2/21/1929,1.646280989,1.664793386,1.696452313,1.658576607
2/22/1929,1.646280989,1.720330576,1.663833862,1.665650377
2/23/1929,1.701818179,1.757355369,1.847241511,1.438587754
2/24/1929,1.646280989,1.775867766,1.648721101,1.970064598
2/25/1929,1.812892559,1.757355369,1.892266586,2.082128594
2/26/1929,1.812892559,1.738842972,1.788135078,1.687641303
2/27/1929,1.701818179,1.795041319,1.649228343,2.244384034
2/28/1929,1.757355369,1.910082641,1.871353968,1.621118387
3/1/1929,1.757355369,2.005289253,2.200424448,1.797665569
3/2/1929,1.87041322,2.201652889,2.388878231,2.098231746
3/3/1929,2.102479335,2.552066111,2.589416491,2.130544062
3/4/1929,2.042975203,2.981818177,3.059545726,2.970901604
3/5/1929,2.459504128,3.213223135,3.19339579,3.866467759
3/6/1929,3.153719003,3.160330573,3.17694891,2.60979707
3/7/1929,3.332231399,4.694214868,4.4754515,4.30778011
3/8/1929,3.153719003,7.609917344,7.277773251,7.63795958
3/9/1929,2.995041317,8.661157011,8.575080521,9.275702111
3/10/1929,7.933884284,7.735537178,7.031523214,8.143309859
3/11/1929,11.90082643,5.289256189,5.541130926,6.433333214
3/12/1929,6.14876032,4.694214868,4.947055857,4.954761716
3/13/1929,5.157024785,4.403305777,4.512617423,4.525141603
3/14/1929,4.561983463,4.310743794,4.453014409,5.28709447
3/15/1929,4.363636356,4.284297513,4.347167054,3.065266734
3/16/1929,4.284297513,4.323966935,4.07780337,5.507902545
3/17/1929,4.284297513,4.323966935,4.66432897,3.384402041
3/18/1929,4.284297513,4.363636356,3.963662905,4.949373541
3/19/1929,4.403305778,5.163636355,5.096783665,6.114463782
3/20/1929,4.284297513,6.68429751,6.914553577,7.015564443
3/21/1929,4.403305778,7.292561971,7.922425527,6.163242609
3/22/1929,6.803305774,6.657851228,6.444566585,6.158317418
3/23/1929,8.846280977,5.216528917,4.876532609,3.701770539
3/24/1929,6.228099163,4.647933876,4.184529059,4.083306227
3/25/1929,4.899173545,4.74049586,4.455750154,3.94398381
3/26/1929,4.522314042,5.3090909,5.187588231,3.739485124
3/27/1929,4.522314042,6.181818171,6.54234982,5.617777603
3/28/1929,5.176859495,6.70413222,6.174883428,7.975157214
3/29/1929,6.228099163,6.677685939,6.561666139,5.789806403
3/30/1929,7.140495856,6.016528916,6.262474358,6.506912861
3/31/1929,6.743801642,5.619834701,5.442796826,5.592190514
4/1/1929,6.14876032,5.520661148,5.136211365,4.909657431
4/2/1929,5.157024785,5.85123966,6.247982476,7.114395016
4/3/1929,5.553718999,6.115702469,5.822962267,7.197078651
4/4/1929,5.85123966,5.890909081,6.424312494,7.290061019
4/5/1929,6.14876032,5.428099164,5.867245565,4.523897261
4/6/1929,6.347107427,5.388429743,5.377209451,6.874580716
4/7/1929,5.176859495,5.480991726,5.466604194,6.362631516
4/8/1929,4.760330571,5.619834701,6.095127716,6.545753874
4/9/1929,6.228099163,5.223140487,5.159599005,4.726464582
4/10/1929,5.454545445,5.223140487,5.434940434,4.576572508
4/11/1929,5.176859495,5.176859495,5.181400902,4.359134292
4/12/1929,5.03801652,5.130578503,5.642374324,4.760599004
4/13/1929,5.454545445,5.229752057,5.595397448,6.274967402
4/14/1929,5.03801652,6.128925609,5.697655898,6.259021899
4/15/1929,4.899173545,7.292561971,8.007786924,6.696179938
4/16/1929,5.752066106,8.350413209,8.110088964,7.55130889
4/17/1929,7.735537177,9.408264447,8.565845999,6.900127545
4/18/1929,8.390082631,9.586776843,9.003401502,11.59545437
4/19/1929,8.92561982,9.262809902,9.382307617,8.453374362
4/20/1929,10.90909089,8.277685937,7.859884238,7.506580154
4/21/1929,8.92561982,7.682644615,7.11216149,5.631151849
4/22/1929,7.953718995,7.755371888,7.596913433,7.610411345
4/23/1929,7.953718995,7.900826433,7.237651811,8.34025595
4/24/1929,7.140495856,8.707438002,8.53641426,8.305762396
4/25/1929,8.171900813,9.487603291,9.804893137,7.416290099
4/26/1929,8.390082631,10.11570246,9.252840433,10.1742426
4/27/1929,9.560330562,10.56528924,9.510346611,9.094737662
4/28/1929,10.51239668,10.89586775,10.3721823,10.64596837
4/29/1929,10.27438015,11.45123965,11.50291648,13.45117655
4/30/1929,10.90909089,12.24462808,12.64893258,8.729690723
5/1/1929,11.50413221,13.17024791,13.44008469,11.9092917
5/2/1929,11.94049585,13.55371899,13.49829931,16.23974227
5/3/1929,13.28925618,13.35537188,13.93440115,14.79165534
5/4/1929,14.28099171,12.76033056,13.8354764,9.91740041
5/5/1929,13.09090907,12.69421485,12.45950729,11.2349018
5/6/1929,12.69421485,13.02479337,12.45198035,11.32399728
5/7/1929,12.49586775,13.15702477,12.02113271,9.22375165
5/8/1929,12.89256196,13.02479337,14.22480531,10.43899373
5/9/1929,13.68595039,12.49586775,12.94931533,15.81221018
5/10/1929,12.89256196,12.56198345,12.70569105,16.32444271
5/11/1929,12.49586775,12.95867766,12.43260795,15.52340141
5/12/1929,12.09917353,13.28925618,12.06008283,15.62438493
5/13/1929,13.09090907,13.35537188,12.40164146,14.35466992
5/14/1929,13.68595039,13.35537188,12.38085154,12.94589085
5/15/1929,13.09090907,13.42148758,13.79137781,15.02186679
5/16/1929,13.28925618,13.02479337,13.34293386,9.192320858
5/17/1929,13.68595039,12.29752064,11.3131607,15.98181812
5/18/1929,13.28925618,12.00661155,12.36001431,14.66579683
5/19/1929,12.09917353,11.95371899,11.41925458,11.68785944
5/20/1929,11.50413221,11.861157,11.65716044,13.80576489
5/21/1929,12.4165289,11.30578511,12.32638478,14.1642693
5/22/1929,11.94049585,10.27438015,10.07369291,10.6403586
5/23/1929,11.22644626,8.978512383,8.453051456,7.370243309
5/24/1929,10.75041321,7.312396682,7.605256741,5.417823915
5/25/1929,8.846280977,5.87107437,6.307287199,5.485762218
5/26/1929,7.338842963,4.720661149,5.122370593,4.260871699
5/27/1929,5.752066106,4.006611563,3.865185938,3.880278568
5/28/1929,4.522314042,3.761983465,3.795933291,4.554017964
5/29/1929,3.887603299,3.795041316,3.785209908,3.394291324
5/30/1929,3.609917349,3.821487597,4.129421212,4.447525869
5/31/1929,3.788429746,3.669421481,3.905426198,4.049470724
6/1/1929,3.986776853,3.424793383,3.507257408,2.803448903
6/2/1929,3.689256192,3.305785118,2.986653614,2.706093588
6/3/1929,3.332231399,3.246280986,3.151459572,3.79671573
6/4/1929,3.252892557,3.160330573,3.145915482,3.45819322
6/5/1929,3.332231399,3.100826441,3.258665041,3.708706484
6/6/1929,3.153719003,3.252892556,2.991856079,2.579952422
6/7/1929,2.995041317,3.801652886,3.618743518,3.268337129
6/8/1929,3.153719003,4.178512389,4.356268076,2.943548049
6/9/1929,3.609917349,4.238016522,3.822614741,5.209653343
6/10/1929,4.641322306,3.894214869,3.759527792,3.18897288
6/11/1929,4.284297513,3.669421481,3.925854456,4.578899544
6/12/1929,3.788429746,3.702479332,4.011418323,4.458994039
6/13/1929,3.609917349,8.740495853,9.350960234,8.086713417
6/14/1929,3.609917349,13.89090907,13.06726771,13.39828034
6/15/1929,3.887603299,17.1702479,17.06188088,14.69843693
6/16/1929,18.72396691,14.03636361,13.96262039,17.48558097
6/17/1929,19.06115699,9.996694198,9.974343625,11.28053746
6/18/1929,13.72561981,7.285950401,7.924860802,7.069980586
6/19/1929,9.322314034,5.904132221,6.145027474,5.323878102
6/20/1929,6.942148749,5.097520652,5.138428663,5.371624235
6/21/1929,5.59338842,4.561983463,4.405562835,5.30591693
6/22/1929,5.176859495,4.039669415,4.236699881,4.268452258
6/23/1929,4.522314042,3.583471068,3.562646869,3.173078126
6/24/1929,3.986776853,3.226446275,3.050827055,3.266572557
6/25/1929,3.609917349,2.876033053,2.611909186,2.81752912
6/26/1929,3.153719003,2.604958673,2.853197511,3.212124388
6/27/1929,2.915702474,2.373553715,2.430951476,2.470559023
6/28/1929,2.558677682,2.181818178,2.310382413,1.891594395
6/29/1929,2.340495864,2.025123964,1.997638882,2.601226122
6/30/1929,2.2214876,1.87041322,1.728780958,2.221221234
7/1/1929,1.983471071,1.776528923,1.606320441,1.266538209
7/2/1929,1.87041322,1.664793386,1.744086566,1.207800343
7/3/1929,1.757355369,1.554380163,1.527938371,1.62546392
7/4/1929,1.701818179,1.434049584,1.436978938,1.210359684
7/5/1929,1.535206609,1.340826444,1.320023785,1.445576688
7/6/1929,1.4261157,1.251570246,1.322710472,1.502831966
7/7/1929,1.340826444,1.176859502,1.082047383,1.333838623
7/8/1929,1.255537188,1.110082643,1.160908386,1.067676297
7/9/1929,1.158347105,1.067768593,0.987475184,1.30676065
7/10/1929,1.116694213,1.039338841,1.004213646,0.807190466
7/11/1929,1.05520661,0.965289255,1.004221765,0.866542092
7/12/1929,1.031404957,0.899173552,0.842151859,0.918168027
7/13/1929,1.031404957,0.799999999,0.809758425,0.651245826
7/14/1929,0.83305785,0.799999999,0.787793494,0.896450858
7/15/1929,0.83305785,0.753719007,0.739694695,0.820433038
7/16/1929,0.733884296,0.727272726,0.798974013,0.919389425
7/17/1929,0.83305785,0.700826445,0.734272555,0.693399893
7/18/1929,0.694214875,0.687603304,0.736278632,0.714158359
7/19/1929,0.654545453,0.687603304,0.69494729,0.805906541
7/20/1929,0.753719007,0.647933883,0.644362134,0.565765681
7/21/1929,0.654545453,0.634710743,0.575103511,0.639099459
7/22/1929,0.654545453,0.614876032,0.557478334,0.626192775
7/23/1929,0.634710743,0.588429751,0.562297796,0.728436367
7/24/1929,0.614876032,0.5553719,0.605026396,0.681041958
7/25/1929,0.595041321,0.515702478,0.517210562,0.483369469
7/26/1929,0.5553719,0.478677685,0.483258323,0.346538163
7/27/1929,0.515702478,0.45752066,0.457186658,0.35150692
7/28/1929,0.476033057,0.452892561,0.456154724,0.368874728
7/29/1929,0.44429752,0.493884297,0.514111064,0.537263275
7/30/1929,0.452231404,0.509752065,0.551295827,0.5802519
7/31/1929,0.46214876,0.499173553,0.498081045,0.493405885
8/1/1929,0.567272726,0.4753719,0.499043378,0.461172675
8/2/1929,0.49983471,0.431735536,0.443193662,0.508258419
8/3/1929,0.430413222,0.435041322,0.459256654,0.386530393
8/4/1929,0.495867768,0.378842975,0.378211225,0.425770982
8/5/1929,0.368925619,0.396033057,0.390069794,0.311505267
8/6/1929,0.440330578,0.380165289,0.390851182,0.27254295
8/7/1929,0.327272727,0.3953719,0.35790495,0.500215093
8/8/1929,0.420495867,0.379504131,0.38903005,0.483293741
8/9/1929,0.392727272,0.368925619,0.348187199,0.472958916
8/10/1929,0.372892561,0.345123966,0.315431868,0.346823189
8/11/1929,0.372892561,0.319338843,0.349288368,0.293711816
8/12/1929,0.360991735,0.299504132,0.27496427,0.345302069
8/13/1929,0.301487603,0.296198347,0.288963474,0.351554055
8/14/1929,0.29553719,0.299504132,0.318616161,0.239596603
8/15/1929,0.301487603,0.306115702,0.314683642,0.226948449
8/16/1929,0.291570247,0.293553719,0.273915434,0.216033574
8/17/1929,0.305454545,0.263801653,0.260456663,0.227369215
8/18/1929,0.321322314,0.237355372,0.25987822,0.231903738
8/19/1929,0.253884297,0.265785124,0.254714762,0.219775605
8/20/1929,0.216198347,0.310743801,0.305350755,0.259498605
8/21/1929,0.241983471,0.323966942,0.343861256,0.382343251
8/22/1929,0.339173553,0.300165289,0.297681101,0.389590763
8/23/1929,0.35107438,0.270413223,0.248424655,0.258040512
8/24/1929,0.281652892,0.242644628,0.256822753,0.19768257
8/25/1929,0.267768595,0.2353719,0.226320785,0.242895807
8/26/1929,0.261818181,0.245289256,0.249260348,0.296116426
8/27/1929,0.198347107,0.298181818,0.26890404,0.372987903
8/28/1929,0.245950413,0.324628099,0.338776652,0.409948976
8/29/1929,0.291570247,0.324628099,0.334695256,0.34647215
8/30/1929,0.357024793,0.279008264,0.263589094,0.33858561
8/31/1929,0.325289256,0.238016528,0.24006095,0.231643526
9/1/1929,0.291570247,0.234710743,0.255221665,0.177225195
9/2/1929,0.220165289,0.272396694,0.283283216,0.203837929
9/3/1929,0.202314049,0.316033057,0.344275427,0.260940585
9/4/1929,0.281652892,0.336528925,0.308094363,0.392146103
9/5/1929,0.33322314,0.340495867,0.32629386,0.317313132
9/6/1929,0.33322314,0.334545454,0.301913042,0.250139711
9/7/1929,0.343140495,0.313388429,0.286414833,0.296246423
9/8/1929,0.345123966,0.294876032,0.286420117,0.372106661
9/9/1929,0.3153719,0.307438016,0.320120408,0.379851042
9/10/1929,0.279669421,0.323966942,0.32291128,0.257678459
9/11/1929,0.289586776,0.380165289,0.405031297,0.311906884
9/12/1929,0.353057851,0.359008264,0.348043926,0.281359463
9/13/1929,0.329256198,0.319999999,0.341199777,0.37871066
9/14/1929,0.458181817,0.231404958,0.225137273,0.203018472
9/15/1929,0.289586776,0.223471074,0.237025369,0.158161694
9/16/1929,0.212231405,0.243966942,0.235004125,0.19998799
9/17/1929,0.192396694,0.244628099,0.232374178,0.261675524
9/18/1929,0.265785124,0.255206611,0.231565137,0.23500424
9/19/1929,0.273719008,0.260495867,0.261799723,0.327293268
9/20/1929,0.194380165,0.268429752,0.271676512,0.328675779
9/21/1929,0.297520661,0.228099173,0.229524433,0.292694916
9/22/1929,0.289586776,0.185785124,0.169053349,0.146642378
9/23/1929,0.218181818,0.152727272,0.16443561,0.194640318
9/24/1929,0.176528925,0.132892562,0.14246844,0.166723849
9/25/1929,0.162644628,0.144793388,0.151217132,0.162148365
9/26/1929,0.119008264,0.151404958,0.155876926,0.109609326
9/27/1929,0.117024793,0.163966942,0.165194263,0.123985209
9/28/1929,0.198347107,0.163966942,0.15261206,0.204723843
9/29/1929,0.138842975,0.183801653,0.179871548,0.158416307
9/30/1929,0.154710744,0.198347107,0.184076545,0.162255364
10/1/1929,0.198347107,0.198347107,0.183769557,0.256880828
10/2/1929,0.198347107,0.198347107,0.19456892,0.206849885
10/3/1929,0.198347107,0.198347107,0.193533868,0.211893139
10/4/1929,0.198347107,0.198347107,0.211657191,0.250701467
10/5/1929,0.198347107,0.198347107,0.189933555,0.24153106
10/6/1929,0.198347107,0.198347107,0.186748806,0.223345469
10/7/1929,0.198347107,0.198347107,0.189312938,0.198286696
10/8/1929,0.198347107,0.198347107,0.200726649,0.186775054
10/9/1929,0.198347107,0.198347107,0.182857756,0.245237853
10/10/1929,0.198347107,0.198347107,0.178984843,0.161234331
10/11/1929,0.198347107,0.198347107,0.192251759,0.243971503
10/12/1929,0.198347107,0.198347107,0.207175974,0.228388827
10/13/1929,0.198347107,0.198347107,0.188115356,0.196573352
10/14/1929,0.198347107,0.198347107,0.210488657,0.193144682
10/15/1929,0.198347107,0.198347107,0.182734652,0.201317254
10/16/1929,0.198347107,0.198347107,0.21283373,0.189762011
10/17/1929,0.198347107,0.198347107,0.183138759,0.155775997
10/18/1929,0.198347107,0.198347107,0.209032317,0.194781352
10/19/1929,0.198347107,0.198347107,0.194031463,0.25136477
10/20/1929,0.198347107,0.198347107,0.194308384,0.193323966
10/21/1929,0.198347107,0.198347107,0.18757,0.212460958
10/22/1929,0.198347107,0.198347107,0.202618147,0.14184183
10/23/1929,0.198347107,0.198347107,0.179158491,0.221210764
10/24/1929,0.198347107,0.198347107,0.201933735,0.14220294
10/25/1929,0.198347107,0.198347107,0.189339259,0.157018335
10/26/1929,0.198347107,0.198347107,0.216346206,0.256007839
10/27/1929,0.198347107,0.198347107,0.186569827,0.212748287
10/28/1929,0.198347107,0.198347107,0.199773525,0.241073577
10/29/1929,0.198347107,0.188429752,0.19138214,0.165762333
10/30/1929,0.198347107,0.178512396,0.179520752,0.156423277
10/31/1929,0.198347107,0.168595041,0.181687133,0.131598778
11/1/1929,0.168595041,0.168595041,0.179376496,0.217793665
11/2/1929,0.168595041,0.168595041,0.164720796,0.161103498
11/3/1929,0.168595041,0.168595041,0.178343935,0.198962282
11/4/1929,0.168595041,0.168595041,0.183956185,0.164047367
11/5/1929,0.168595041,0.168595041,0.173127644,0.179895242
11/6/1929,0.168595041,0.168595041,0.165678494,0.138905766
11/7/1929,0.168595041,0.168595041,0.167082645,0.151616202
11/8/1929,0.168595041,0.168595041,0.174352808,0.143172715
11/9/1929,0.168595041,0.168595041,0.165800424,0.143080555
11/10/1929,0.168595041,0.168595041,0.165019277,0.214898583
11/11/1929,0.168595041,0.168595041,0.154415595,0.169729842
11/12/1929,0.168595041,0.168595041,0.159615158,0.142113085
11/13/1929,0.168595041,0.168595041,0.16041557,0.204501672
11/14/1929,0.168595041,0.168595041,0.158915774,0.194282745
11/15/1929,0.168595041,0.168595041,0.181839954,0.12899733
11/16/1929,0.168595041,0.168595041,0.177405412,0.146309949
11/17/1929,0.168595041,0.168595041,0.16772458,0.1403978
11/18/1929,0.168595041,0.168595041,0.152573822,0.125477766
11/19/1929,0.168595041,0.168595041,0.167925514,0.198659606
11/20/1929,0.168595041,0.168595041,0.182947521,0.142041301
11/21/1929,0.168595041,0.168595041,0.17423907,0.14627595
11/22/1929,0.168595041,0.168595041,0.160319591,0.166567796
11/23/1929,0.168595041,0.168595041,0.17857912,0.155439101
11/24/1929,0.168595041,0.168595041,0.184096301,0.161859018
11/25/1929,0.168595041,0.168595041,0.181372923,0.206235142
11/26/1929,0.168595041,0.168595041,0.163549685,0.163530975
11/27/1929,0.168595041,0.168595041,0.182190931,0.180666153
11/28/1929,0.168595041,0.177851239,0.195276261,0.187297675
11/29/1929,0.168595041,0.181157024,0.194515065,0.196154533
11/30/1929,0.168595041,0.193719008,0.179125334,0.168151248
12/1/1929,0.196363636,0.19107438,0.193085943,0.215810286
12/2/1929,0.178512396,0.200991735,0.207226332,0.166481493
12/3/1929,0.206280991,0.198347107,0.179407054,0.197861429
12/4/1929,0.188429752,0.201652892,0.213323049,0.150027262
12/5/1929,0.208264462,0.192396694,0.20645419,0.235524334
12/6/1929,0.198347107,0.211570247,0.19707755,0.176844288
12/7/1929,0.198347107,4.442975198,4.82167963,3.699342456
12/8/1929,0.180495867,10.37950411,9.971027902,9.918744677
12/9/1929,0.255867768,15.36528923,15.27269695,15.58193608
12/10/1929,12.89256196,20.85289252,22.63074234,26.60644389
12/11/1929,17.99008261,19.57685947,19.70837221,23.01936449
12/12/1929,15.21322311,16.87272724,18.34722367,19.95388216
12/13/1929,29.35537185,10.77024792,10.18890249,12.89644639
12/14/1929,14.16198345,8.700826433,8.075821413,7.569563794
12/15/1929,7.100826434,8.171900814,7.541990677,7.144933906
12/16/1929,11.04793387,6.327272716,6.45754741,6.364678857
12/17/1929,7.953718995,5.249586768,4.765001229,3.7818343
12/18/1929,5.514049577,4.595041314,4.407704981,5.615089498
12/19/1929,5.514049577,3.709090903,3.902558056,3.532861292
12/20/1929,4.720661149,2.928925615,2.731700483,2.323530765
12/21/1929,3.550413217,2.433057847,2.449723747,1.721098505
12/22/1929,2.856198342,2.101818178,2.121675442,2.609239496
12/23/1929,2.380165285,1.892231402,1.932082406,2.156077197
12/24/1929,2.062809914,1.765289253,1.764180841,1.7481736
12/25/1929,1.862479336,1.669421485,1.829983084,2.126114263
12/26/1929,1.751404956,1.551735534,1.532431391,1.567927842
12/27/1929,1.681983468,1.424132229,1.407426828,1.499043327
12/28/1929,1.57487603,1.315702477,1.41866027,1.003731238
12/29/1929,1.398347105,1.238347106,1.22614998,0.951034845
12/30/1929,1.299173552,1.186115701,1.215374659,1.21012513
12/31/1929,1.249586775,1.146446279,1.092147863,1.177773254
1/1/1930,1.16628099,1.1907438,1.206579393,1.23502207
1/2/1930,1.142479337,1.999999997,2.105579542,2.541282048
1/3/1930,1.13057851,2.628099169,2.627013191,2.369076043
1/4/1930,1.299173552,3.147107433,3.433701124,4.06052836
1/5/1930,3.570247928,2.750413218,2.544009937,1.937941845
1/6/1930,3.014876028,2.466115698,2.255383947,2.752558969
1/7/1930,2.856198342,2.214876029,2.062273916,2.509201516
1/8/1930,2.380165285,2.109090905,2.240181658,2.53414538
1/9/1930,2.161983467,2.044297517,2.035792608,2.288570374
1/10/1930,2.102479335,2.017851236,1.882274304,2.195269786
1/11/1930,2.062809914,2.12363636,2.137362556,1.919492016
1/12/1930,1.967603302,2.261157021,2.400398979,2.551175129
1/13/1930,2.023140492,4.515702472,4.950118938,3.945822767
1/14/1930,2.380165285,7.54380164,6.856011394,6.354779826
1/15/1930,2.380165285,12.09256196,11.17601104,10.39897796
1/16/1930,8.786776845,13.26280989,12.76219514,13.40375233
1/17/1930,11.46446279,12.34380163,12.7267896,8.877663493
1/18/1930,16.02644625,9.533884281,9.004919496,11.31949778
1/19/1930,12.29752064,7.378512384,7.989926565,8.302034505
1/20/1930,8.707438002,6.089256188,5.585184915,6.277434623
1/21/1930,7.596694202,4.932231397,4.54328864,3.710624695
1/22/1930,5.831404949,4.363636356,4.019884701,5.030381235
1/23/1930,4.839669413,4.059504126,4.12198295,3.872474012
1/24/1930,4.125619828,4.026446274,3.677609972,3.025094982
1/25/1930,4.125619828,3.89421487,4.15607727,3.684356446
1/26/1930,3.927272721,3.709090903,3.420851228,4.431885629
1/27/1930,4.026446274,3.431404953,3.452530358,2.962039793
1/28/1930,3.728925614,3.252892556,3.421953823,3.997042854
1/29/1930,3.371900821,3.226446275,2.936019673,3.438669045
1/30/1930,3.193388424,3.285950408,3.372326587,3.59696702
1/31/1930,3.193388424,3.530578507,3.832730171,3.860132603
2/1/1930,3.292561978,3.920661151,3.558672744,3.783860708
2/2/1930,3.371900821,4.284297514,4.452986764,3.517734301
2/3/1930,3.927272721,4.548760323,4.674650367,4.983101462
2/4/1930,4.46280991,4.588429744,4.39136806,4.508743326
2/5/1930,4.46280991,4.674380157,4.507074895,6.011526037
2/6/1930,4.720661149,4.714049579,4.965453506,3.911263754
2/7/1930,4.581818174,4.76033057,4.717026875,5.805120479
2/8/1930,4.720661149,4.674380157,4.233067424,4.613997438
2/9/1930,4.839669413,4.47603305,4.184792163,5.514379429
2/10/1930,4.720661149,4.317355365,4.518259331,3.912069377
2/11/1930,4.46280991,4.277685943,4.626484378,4.606723306
2/12/1930,4.244628092,4.350413216,4.311215233,4.247478698
2/13/1930,4.244628092,4.509090902,4.918593904,5.836815249
2/14/1930,4.343801646,4.674380157,4.378328147,4.600603681
2/15/1930,4.46280991,4.799999992,4.838151115,3.838709462
2/16/1930,4.720661149,4.879338835,5.069070025,6.223374919
2/17/1930,4.839669413,5.209917347,5.690468625,4.299688402
2/18/1930,4.839669413,5.692561974,6.088933924,4.523322956
2/19/1930,4.958677678,5.983471064,6.219095349,5.056701497
2/20/1930,5.831404949,7.325619822,6.696005611,5.513982255
2/21/1930,6.287603295,7.649586764,8.032336392,9.824342445
2/22/1930,5.831404949,7.801652879,7.156602182,5.910791541
2/23/1930,9.857851223,6.935537178,7.584254497,6.658400716
2/24/1930,7.25950412,6.611570237,6.434841355,6.674411608
2/25/1930,6.287603295,6.307438006,6.612610047,5.342607947
2/26/1930,7.25950412,5.500826437,5.361591857,5.127783547
2/27/1930,6.287603295,4.852892554,4.982429514,4.739834426
2/28/1930,5.375206603,4.548760323,4.833822408,5.477330446
3/1/1930,4.839669413,8.628099159,8.74555711,8.754692152
3/2/1930,4.343801646,19.60991732,19.482187,22.02326995
3/3/1930,4.46280991,27.18016524,26.12120582,25.8772961
3/4/1930,17.07768592,26.49917351,27.01997193,33.58094267
3/5/1930,37.28925614,17.75206609,19.00365618,22.46111546
3/6/1930,27.17355367,11.84793387,11.86224177,14.21384353
3/7/1930,15.03471072,9.613223126,10.04313964,7.433621164
3/8/1930,11.04793387,8.462809903,8.7188961,10.08093142
3/9/1930,9.461157009,7.841322301,7.631630993,6.088870573
3/10/1930,8.330578498,7.656198334,8.089860237,6.885587601
3/11/1930,7.596694202,7.83471073,7.278258579,5.578026461
3/12/1930,7.596694202,7.894214862,7.615841585,8.828893209
3/13/1930,7.775206598,7.609917342,7.5506048,7.369689328
3/14/1930,8.132231391,6.99504131,6.550240932,8.343333582
3/15/1930,7.775206598,6.347107427,5.986846908,8.10079775
3/16/1930,6.922314038,5.87768594,5.664236578,5.23826054
3/17/1930,6.287603295,5.619834701,5.173147769,7.244004197
3/18/1930,5.831404949,5.771900816,5.315909866,4.141557817
3/19/1930,5.514049577,6.188429741,6.239397541,6.689546739
3/20/1930,5.514049577,6.770247922,6.24111346,6.448776309
3/21/1930,6.287603295,7.385123954,7.583148082,7.915111757
3/22/1930,6.763636352,8.548760317,7.850827666,9.412323739
3/23/1930,7.25950412,9.811570234,10.77479084,10.56824151
3/24/1930,8.132231391,11.34545453,12.41444325,9.585725121
3/25/1930,10.25454544,11.88760329,11.67316282,10.95786709
3/26/1930,11.04793387,12.30413221,13.41933395,14.7531899
3/27/1930,12.73388428,12.44958676,13.13110478,13.58905426
3/28/1930,11.88099172,12.44958676,11.9488748,13.5994569
3/29/1930,12.29752064,11.63636362,11.42677833,9.437646107
3/30/1930,13.17024791,10.39999998,10.84819105,9.870647254
3/31/1930,11.88099172,9.593388414,9.836787364,6.902556615
4/1/1930,9.857851223,9.401652877,9.046301432,8.739211049
4/2/1930,9.461157009,9.533884281,9.152672349,9.802395567
4/3/1930,9.461157009,10.20165288,9.386030594,12.80512767
4/4/1930,9.282644612,11.06776858,11.69175396,9.12701544
4/5/1930,9.857851223,12.17190081,13.10305555,12.51381404
4/6/1930,11.46446279,12.74049585,13.64037627,11.70468168
4/7/1930,11.88099172,12.4628099,12.79207418,14.97811858
4/8/1930,13.17024791,11.35867767,11.24756717,11.69490936
4/9/1930,13.17024791,10.25454544,9.785502976,9.180835419
4/10/1930,11.04793387,10.25454544,9.231287873,13.31016045
4/11/1930,9.857851223,11.98016527,12.67622431,12.00439442
4/12/1930,9.857851223,12.65454544,13.30045675,9.395202928
4/13/1930,11.04793387,12.52231403,11.38746656,11.77929484
4/14/1930,15.03471072,11.06115701,10.48979174,10.88099849
4/15/1930,11.88099172,10.78347106,11.59706432,12.92640138
4/16/1930,10.65123965,11.05454544,11.12438806,11.54052933
4/17/1930,10.65123965,12.0396694,12.12680959,9.340302547
4/18/1930,11.04793387,13.05123965,12.02422486,10.3062868
4/19/1930,11.46446279,14.24132229,14.76962605,13.35418122
4/20/1930,13.60661155,14.71735535,14.66115742,16.70991911
4/21/1930,14.0826446,15.03471072,15.0239981,18.09968992
4/22/1930,15.03471072,14.12231403,13.26905679,15.62683913
4/23/1930,15.03471072,12.79338841,13.39740068,12.55896268
4/24/1930,15.03471072,11.46446279,12.41618637,9.132713485
4/25/1930,12.29752064,10.45950412,10.28746515,12.91068319
4/26/1930,11.04793387,9.679338828,10.4098281,11.59128512
4/27/1930,11.04793387,8.64793387,8.650005933,6.937198932
4/28/1930,9.282644612,8.204958664,8.155266388,10.39499884
4/29/1930,8.707438002,8.264462796,7.662920928,6.592667262
4/30/1930,7.953718995,8.965289241,9.546059787,11.62021389
5/1/1930,7.953718995,9.467768579,8.972823867,12.05818357
5/2/1930,8.885950398,9.157024778,9.193847011,7.593499919
5/3/1930,10.05619833,8.277685937,8.97930113,6.593803864
5/4/1930,9.461157009,7.715702466,7.843279898,7.133949727
5/5/1930,7.953718995,7.709090896,7.76718067,9.145411118
5/6/1930,7.418181806,7.682644615,7.119332999,7.255950156
5/7/1930,7.775206598,7.338842963,7.694926497,8.044852288
5/8/1930,7.933884284,6.809917344,7.186797092,8.12423255
5/9/1930,7.338842963,6.611570237,6.106716989,8.553998594
5/10/1930,6.743801642,7.074380153,6.405792472,5.255026103
