"Date","Q","fitted_q","fitted_q_TAF"
1915-01-01,0.841332939862675,NA,NA
1915-01-02,1.04779501099599,NA,NA
1915-01-03,1.2336108750165,NA,NA
1915-01-04,1.30329182402354,NA,NA
1915-01-05,1.18199535723187,NA,NA
1915-01-06,1.52265777459846,NA,NA
1915-01-07,2.44399476702718,NA,NA
1915-01-08,2.98853847963929,NA,NA
1915-01-09,2.6478760622727,NA,NA
1915-01-10,2.05429760776897,NA,NA
1915-01-11,1.73944294929079,NA,NA
1915-01-12,4.51119625423775,NA,NA
1915-01-13,5.26994436564658,NA,NA
1915-01-14,5.64157609368499,NA,NA
1915-01-15,3.09176951520335,NA,NA
1915-01-16,2.21946726467146,NA,NA
1915-01-17,1.79105846707281,NA,NA
1915-01-18,1.56911174060749,NA,NA
1915-01-19,1.42974984259341,NA,NA
1915-01-20,1.36781122125238,NA,NA
1915-01-21,1.33684191058056,NA,NA
1915-01-22,1.28522639279593,NA,NA
1915-01-23,1.2439339785703,NA,NA
1915-01-24,1.27490328924212,NA,NA
1915-01-25,1.33168035880496,NA,NA
1915-01-26,2.15236709155742,NA,NA
1915-01-27,3.47888589858157,NA,NA
1915-01-28,4.61442728980701,NA,NA
1915-01-29,5.31639833165561,NA,NA
1915-01-30,10.3437497637189,NA,NA
1915-01-31,20.6668533203275,NA,NA
1915-02-01,27.5626864961496,NA,NA
1915-02-02,25.1161109532398,NA,NA
1915-02-03,16.0988799965555,NA,NA
1915-02-04,9.24950078673725,NA,NA
1915-02-05,8.05202077417337,NA,NA
1915-02-06,9.51273992742299,NA,NA
1915-02-07,17.4976605284719,NA,NA
1915-02-08,22.0707954040481,NA,NA
1915-02-09,23.1237519668171,NA,NA
1915-02-10,16.3363113783372,NA,NA
1915-02-11,10.9218435628932,NA,NA
1915-02-12,7.53586559632967,NA,NA
1915-02-13,6.11643885729527,NA,NA
1915-02-14,5.6570607490248,NA,NA
1915-02-15,9.81727148234476,NA,NA
1915-02-16,18.024138809859,NA,NA
1915-02-17,22.7108278245609,NA,NA
1915-02-18,21.7817485044583,NA,NA
1915-02-19,16.4343808621257,NA,NA
1915-02-20,13.843281869421,NA,NA
1915-02-21,11.8922152972291,NA,NA
1915-02-22,10.1837416586206,NA,NA
1915-02-23,8.99142319783231,NA,NA
1915-02-24,8.06750542951059,NA,NA
1915-02-25,7.55135025166948,NA,NA
1915-02-26,8.9811000942655,NA,NA
1915-02-27,9.63145561832426,NA,NA
1915-02-28,10.0134104499217,NA,NA
1915-03-01,7.84555870302444,NA,NA
1915-03-02,6.72550196713881,NA,NA
1915-03-03,5.70867626680943,NA,NA
1915-03-04,5.27510591742999,NA,NA
1915-03-05,4.87766643050056,NA,NA
1915-03-06,4.56797332380059,NA,NA
1915-03-07,4.36151125266987,NA,NA
1915-03-08,4.28408797599423,NA,NA
1915-03-09,4.2324724582122,NA,NA
1915-03-10,4.13956452620194,NA,NA
1915-03-11,3.99504107640966,NA,NA
1915-03-12,4.20150314754038,NA,NA
1915-03-13,4.50087315068135,NA,NA
1915-03-14,5.17703643363893,NA,NA
1915-03-15,5.72416092214144,NA,NA
1915-03-16,6.51387834422469,NA,NA
1915-03-17,6.86486386515029,NA,NA
1915-03-18,7.2313340414079,NA,NA
1915-03-19,7.29327266274633,NA,NA
1915-03-20,7.35521128408737,NA,NA
1915-03-21,7.88168956546926,NA,NA
1915-03-22,8.74366871245255,NA,NA
1915-03-23,9.528224582755,NA,NA
1915-03-24,9.66242492899868,NA,NA
1915-03-25,9.38886268473571,NA,NA
1915-03-26,10.4160114886267,NA,NA
1915-03-27,12.8677485833121,NA,NA
1915-03-28,13.4200346235876,NA,NA
1915-03-29,12.1244851272353,NA,NA
1915-03-30,9.27014699384486,NA,NA
1915-03-31,8.32042146663992,NA,NA
1915-04-01,8.86754595513983,NA,NA
1915-04-02,9.92566406968442,NA,NA
1915-04-03,11.4844527067485,NA,NA
1915-04-04,11.4844527067485,NA,NA
1915-04-05,10.4263345922039,NA,NA
1915-04-06,8.99658474960791,NA,NA
1915-04-07,8.449460261108,NA,NA
1915-04-08,8.449460261108,NA,NA
1915-04-09,10.3850421779731,NA,NA
1915-04-10,12.0160925398956,NA,NA
1915-04-11,14.5091220488118,NA,NA
1915-04-12,14.3387908401129,NA,NA
1915-04-13,14.9633386052989,NA,NA
1915-04-14,15.4794937831191,NA,NA
1915-04-15,17.2911984573178,NA,NA
1915-04-16,18.4783553663305,NA,NA
1915-04-17,19.2525881330869,NA,NA
1915-04-18,19.8719743464712,NA,NA
1915-04-19,19.3042036508429,NA,NA
1915-04-20,17.8073536351381,NA,NA
1915-04-21,15.7220867167025,NA,NA
1915-04-22,13.8277972140682,NA,NA
1915-04-23,12.2225546110237,NA,NA
1915-04-24,10.5140809724152,NA,NA
1915-04-25,9.94114872503725,NA,NA
1915-04-26,11.0250745984598,NA,NA
1915-04-27,12.7335482370684,NA,NA
1915-04-28,14.4781527381322,NA,NA
1915-04-29,13.3942268647096,NA,NA
1915-04-30,11.4173525336397,NA,NA
1915-05-01,8.87270750693104,NA,NA
1915-05-02,7.747489219249,NA,NA
1915-05-03,7.16939542006686,NA,NA
1915-05-04,7.04551817738999,NA,NA
1915-05-05,7.48941163032845,NA,NA
1915-05-06,8.20170577572824,NA,NA
1915-05-07,9.26498544206926,NA,NA
1915-05-08,21.6165788475611,NA,NA
1915-05-09,35.9192388252447,NA,NA
1915-05-10,54.0414471188766,NA,NA
1915-05-11,55.7963747234916,NA,NA
1915-05-12,53.1123677987741,NA,NA
1915-05-13,44.0280366689549,NA,NA
1915-05-14,38.2470986772637,NA,NA
1915-05-15,33.9630107012773,NA,NA
1915-05-16,32.1048520610722,NA,NA
1915-05-17,30.7112330809314,NA,NA
1915-05-18,28.5433813340342,NA,NA
1915-05-19,24.8786795714321,NA,NA
1915-05-20,21.3688243621761,NA,NA
1915-05-21,19.355819168651,NA,NA
1915-05-22,18.5815864019205,NA,NA
1915-05-23,18.7364329552666,NA,NA
1915-05-24,18.3235088129844,NA,NA
1915-05-25,18.4783553663305,NA,NA
1915-05-26,20.3365140065095,NA,NA
1915-05-27,22.7624433423169,NA,NA
1915-05-28,23.7431381802014,NA,NA
1915-05-29,22.865674377907,NA,NA
1915-05-30,22.4011347178687,NA,NA
1915-05-31,22.4011347178687,NA,NA
1915-06-01,21.4204398799841,NA,NA
1915-06-02,19.3042036508689,NA,NA
1915-06-03,17.60089156401,NA,NA
1915-06-04,17.2395829395358,NA,NA
1915-06-05,18.1686622596383,NA,NA
1915-06-06,19.3042036508689,NA,NA
1915-06-07,19.8719743464713,NA,NA
1915-06-08,19.0977415797148,NA,NA
1915-06-09,17.60089156401,NA,NA
1915-06-10,15.4123936100103,NA,NA
1915-06-11,13.3684191058056,NA,NA
1915-06-12,11.6960763296262,NA,NA
1915-06-13,11.0663670126646,NA,NA
1915-06-14,11.0663670126646,NA,NA
1915-06-15,10.9270051146714,NA,NA
1915-06-16,10.503757868864,NA,NA
1915-06-17,9.94114872503725,NA,NA
1915-06-18,9.39402423653734,NA,NA
1915-06-19,8.85206129981303,NA,NA
1915-06-20,8.32042146663992,NA,NA
1915-06-21,8.05718232592816,NA,NA
1915-06-22,7.79910473700761,NA,NA
1915-06-23,7.4223114571988,NA,NA
1915-06-24,6.87002541692589,NA,NA
1915-06-25,6.33322403198239,NA,NA
1915-06-26,5.98740006283499,NA,NA
1915-06-27,5.87384592371193,NA,NA
1915-06-28,5.87384592371193,NA,NA
1915-06-29,5.8222304059273,NA,NA
1915-06-30,5.6570607490222,NA,NA
1915-07-01,5.49189109211711,NA,NA
1915-07-02,5.32672143521202,NA,NA
1915-07-03,5.06348229451847,NA,NA
1915-07-04,4.64539660047623,NA,NA
1915-07-05,4.19118004398658,NA,NA
1915-07-06,3.74728659105333,NA,NA
1915-07-07,3.45823969146876,NA,NA
1915-07-08,3.31371624167648,NA,NA
1915-07-09,3.26726227567005,NA,NA
1915-07-10,3.22080830966363,NA,NA
1915-07-11,3.1743543436572,NA,NA
1915-07-12,3.08144641164695,NA,NA
1915-07-13,2.94208451363287,NA,NA
1915-07-14,2.69433002827393,NA,NA
1915-07-15,2.45689864647399,NA,NA
1915-07-16,2.20914416111505,NA,NA
1915-07-17,2.01816674531895,NA,NA
1915-07-18,1.88396639908307,NA,NA
1915-07-19,1.77041225996001,NA,NA
1915-07-20,1.67750432794975,NA,NA
1915-07-21,1.59956489609655,NA,NA
1915-07-22,1.58408024076194,NA,NA
1915-07-23,1.58408024076194,NA,NA
